"","specificEpithet","id","references","obs_number","pental_lengh_mm","who_done_it","note"
"2281","nigra",5145189,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5145195",7,6.065,"SC",""
"2282","nigra",5145189,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5145196",8,6.174,"SC",""
"2283","nigra",5145189,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5145197",9,7.79,"SC",""
"2284","nigra",5145189,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5145198",10,7.166,"SC",""
"2285","nigra",24097254,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24097254",1,6.567,"SC",""
"2286","nigra",24097254,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24097255",2,6.218,"SC",""
"2287","nigra",24097254,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24097256",3,6.984,"SC",""
"2288","nigra",24097254,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24097257",4,7.035,"SC",""
"2289","nigra",24097254,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24097258",5,8.35,"SC",""
"2290","nigra",24097254,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24097259",6,6.834,"SC",""
"2291","nigra",24097254,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24097260",7,8.537,"SC",""
"2292","nigra",24097254,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24097261",8,8.343,"SC",""
"2293","nigra",24097254,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24097262",9,12.013,"SC",""
"2294","nigra",24097254,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24097263",10,9.487,"SC",""
"2295","nigra",11586970,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586970",1,8.79,"SC",""
"2296","nigra",11586970,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586971",2,7.071,"SC",""
"2297","nigra",11586970,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586972",3,8.199,"SC",""
"2298","nigra",11586970,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586973",4,6.131,"SC",""
"2299","nigra",11586970,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586974",5,7.277,"SC",""
"2300","nigra",11586970,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586975",6,6.988,"SC",""
"2301","nigra",11586970,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586976",7,8.48,"SC",""
"2302","nigra",11586970,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586977",8,6.621,"SC",""
"2303","nigra",11586970,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586978",9,5.803,"SC",""
"2304","nigra",11586970,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586979",10,7.459,"SC",""
"2305","nigra",4937226,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4937226",1,7.506,"SC",""
"2306","nigra",4937226,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4937227",2,5.568,"SC",""
"2307","nigra",4937226,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4937228",3,7.292,"SC",""
"2308","nigra",4937226,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4937229",4,7.838,"SC",""
"2309","nigra",4937226,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4937230",5,5.87,"SC",""
"2310","nigra",4937226,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4937231",6,7.637,"SC",""
"2311","nigra",4937226,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4937232",7,7.288,"SC",""
"2312","nigra",4937226,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4937233",8,5.307,"SC",""
"2313","nigra",4937226,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4937234",9,5.307,"SC",""
"2314","nigra",4937226,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4937235",10,7.011,"SC",""
"2315","nigra",4381469,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4381469",NA,NA,"SC","no ruler"
"2316","nigra",5175345,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5175345",1,7.434,"SC",""
"2317","nigra",5175345,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5175346",2,9.953,"SC",""
"2318","nigra",5175345,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5175347",3,6.769,"SC",""
"2319","nigra",5175345,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5175348",4,7.494,"SC","only 4 "
"2320","nigra",5109885,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5109885",1,4.969,"SC",""
"2321","nigra",5109885,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5109886",2,5.778,"SC",""
"2322","nigra",5109885,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5109887",3,5.846,"SC",""
"2323","nigra",5109885,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5109888",4,6.566,"SC",""
"2324","nigra",5109885,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5109889",5,6.9,"SC",""
"2325","nigra",5109885,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5109890",6,6.96,"SC",""
"2326","nigra",5109885,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5109891",7,8.11,"SC",""
"2327","nigra",5109885,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5109892",8,7.115,"SC",""
"2328","nigra",5109885,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5109893",9,6.659,"SC",""
"2329","nigra",5109885,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5109894",10,8.012,"SC",""
"2330","nigra",5103197,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5103197",1,3.919,"SC","only 3"
"2331","nigra",5103197,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5103198",2,3.753,"SC",""
"2332","nigra",5103197,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5103199",3,4.044,"SC",""
"2333","nigra",11659106,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11659106",1,10.247,"SC","only 2"
"2334","nigra",11659106,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11659107",2,9.204,"SC",""
"2335","nigra",5017850,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5017850",1,9.35,"SC",""
"2336","nigra",5017850,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5017851",2,7.778,"SC",""
"2337","nigra",5017850,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5017852",3,9.133,"SC",""
"2338","nigra",5017850,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5017853",4,9.496,"SC",""
"2339","nigra",5017850,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5017854",5,7.961,"SC",""
"2340","nigra",5017850,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5017855",6,7.913,"SC",""
"2341","nigra",5017850,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5017856",7,7.877,"SC",""
"2342","nigra",5017850,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5017857",8,7.976,"SC",""
"2343","nigra",5017850,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5017858",9,9.386,"SC",""
"2344","nigra",5017850,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5017859",10,8.467,"SC",""
"2345","nigra",11535466,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535466",1,6.973,"SC",""
"2346","nigra",11535466,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535467",2,7.451,"SC",""
"2347","nigra",11535466,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535468",3,5.918,"SC",""
"2348","nigra",11535466,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535469",4,7.913,"SC",""
"2349","nigra",11535466,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535470",5,5.691,"SC",""
"2350","nigra",11535466,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535471",6,5.674,"SC",""
"2351","nigra",11535466,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535472",7,5.184,"SC",""
"2352","nigra",11535466,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535473",8,5.389,"SC",""
"2353","nigra",11535466,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535474",9,4.897,"SC",""
"2354","nigra",11535466,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535475",10,5.284,"SC",""
"2355","nigra",24084956,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24084956",1,6.584,"SC","only 8"
"2356","nigra",24084956,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24084957",2,8.836,"SC",""
"2357","nigra",24084956,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24084958",3,8.625,"SC",""
"2358","nigra",24084956,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24084959",4,7.855,"SC",""
"2359","nigra",24084956,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24084960",5,6.94,"SC",""
"2360","nigra",24084956,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24084961",6,6.23,"SC",""
"2361","nigra",24084956,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24084962",7,5.879,"SC",""
"2362","nigra",24084956,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24084963",8,6.907,"SC",""
"2363","nigra",13283223,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283223",1,6.232,"SC",""
"2364","nigra",13283223,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283224",2,6.232,"SC",""
"2365","nigra",13283223,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283225",3,9.001,"SC",""
"2366","nigra",13283223,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283226",4,9.076,"SC",""
"2367","nigra",13283223,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283227",5,8.732,"SC",""
"2368","nigra",13283223,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283228",6,7.051,"SC",""
"2369","nigra",13283223,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283229",7,10.138,"SC",""
"2370","nigra",13283223,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283230",8,9.909,"SC",""
"2371","nigra",13283223,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283231",9,7.799,"SC",""
"2372","nigra",13283223,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283232",10,9.63,"SC",""
"2373","nigra",22988369,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22988369",1,9.732,"SC",""
"2374","nigra",22988369,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22988370",2,13.561,"SC",""
"2375","nigra",22988369,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22988371",3,13.258,"SC",""
"2376","nigra",22988369,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22988372",4,11.576,"SC",""
"2377","nigra",22988369,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22988373",5,13.274,"SC",""
"2378","nigra",22988369,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22988374",6,12.35,"SC",""
"2379","nigra",22988369,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22988375",7,13.843,"SC",""
"2380","nigra",22988369,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22988376",8,10.99,"SC",""
"2381","nigra",22988369,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22988377",9,12.617,"SC",""
"2382","nigra",22988369,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22988378",10,10.007,"SC",""
"2383","nigra",24060436,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24060436",1,7.529,"SC","only 5"
"2384","nigra",24060436,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24060437",2,7.288,"SC",""
"2385","nigra",24060436,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24060438",3,6.232,"SC",""
"2386","nigra",24060436,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24060439",4,7.335,"SC",""
"2387","nigra",24060436,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24060440",5,6.07,"SC",""
"2388","nigra",15818185,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15818185",1,9.101,"SC",""
"2389","nigra",15818185,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15818186",2,7.499,"SC",""
"2390","nigra",15818185,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15818187",3,7.83,"SC",""
"2391","nigra",15818185,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15818188",4,8.698,"SC",""
"2392","nigra",15818185,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15818189",5,9.297,"SC",""
"2393","nigra",15818185,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15818190",6,6.529,"SC",""
"2394","nigra",5242007,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5242007",1,9.957,"SC","only 3"
"2395","nigra",5242007,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5242008",2,4.693,"SC",""
"2396","nigra",5242007,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5242009",3,6.753,"SC",""
"2397","nigra",7460309,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7460309",1,10.46,"SC",""
"2398","nigra",7460309,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7460310",2,9.573,"SC",""
"2399","nigra",7460309,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7460311",3,9.206,"SC",""
"2400","nigra",7460309,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7460312",4,11.308,"SC",""
"2401","nigra",7460309,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7460313",5,12.157,"SC",""
"2402","nigra",7460309,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7460314",6,10.082,"SC",""
"2403","nigra",7460309,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7460315",7,12.374,"SC",""
"2404","nigra",7460309,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7460316",8,10.412,"SC",""
"2405","nigra",7460309,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7460317",9,11.247,"SC",""
"2406","nigra",7460309,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7460318",10,8.901,"SC",""
"2407","nigra",5235289,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5235289",1,7.509,"SC","only 1"
"2408","nigra",5282568,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5282568",1,8.442,"SC",""
"2409","nigra",5282568,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5282569",2,8.017,"SC",""
"2410","nigra",5282568,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5282570",3,9.287,"SC",""
"2411","nigra",5282568,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5282571",4,7.391,"SC",""
"2412","nigra",5282568,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5282572",5,7.496,"SC",""
"2413","nigra",5282568,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5282573",6,7.612,"SC",""
"2414","nigra",5282568,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5282574",7,6.331,"SC",""
"2415","nigra",5282568,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5282575",8,7.471,"SC",""
"2416","nigra",5282568,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5282576",9,6.554,"SC",""
"2417","nigra",5282568,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5282577",10,8.397,"SC",""
"2418","nigra",11586889,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586889",1,7.778,"SC",""
"2419","nigra",11586889,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586890",2,5.504,"SC",""
"2420","nigra",11586889,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586891",3,5.732,"SC",""
"2421","nigra",11586889,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586892",4,5.27,"SC",""
"2422","nigra",11586889,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586893",5,5.516,"SC",""
"2423","nigra",11586889,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586894",6,5.87,"SC",""
"2424","nigra",11586889,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586895",7,6.542,"SC",""
"2425","nigra",11586889,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586896",8,7.169,"SC",""
"2426","nigra",11586889,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586897",9,6.127,"SC",""
"2427","nigra",11586889,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586898",10,8.968,"SC",""
"2428","nigra",15477387,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15477387",NA,NA,"SC","no ruler"
"2429","nigra",11586954,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586954",1,7.811,"SC",""
"2430","nigra",11586954,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586955",2,6.796,"SC",""
"2431","nigra",11586954,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586956",3,7.771,"SC",""
"2432","nigra",11586954,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586957",4,7.143,"SC",""
"2433","nigra",11586954,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586958",5,8.488,"SC",""
"2434","nigra",11586954,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586959",6,8.042,"SC",""
"2435","nigra",11586954,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586960",7,6.61,"SC",""
"2436","nigra",11586954,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586961",8,6.454,"SC",""
"2437","nigra",11586954,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586962",9,6.177,"SC",""
"2438","nigra",11586954,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586963",10,5.04,"SC",""
"2439","nigra",15818187,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15818187",1,10.176,"SC","only 6"
"2440","nigra",15818187,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15818188",2,10.94,"SC",""
"2441","nigra",15818187,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15818189",3,10.337,"SC",""
"2442","nigra",15818187,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15818190",4,9.618,"SC",""
"2443","nigra",15818187,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15818191",5,10.251,"SC",""
"2444","nigra",15818187,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15818192",6,11.64,"SC",""
"2445","nigra",11586789,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586789",1,6.297,"SC",""
"2446","nigra",11586789,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586790",2,6.832,"SC",""
"2447","nigra",11586789,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586791",3,7.361,"SC",""
"2448","nigra",11586789,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586792",4,8.842,"SC",""
"2449","nigra",11586789,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586793",5,6.678,"SC",""
"2450","nigra",11586789,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586794",6,7.749,"SC",""
"2451","nigra",11586789,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586795",7,7.926,"SC",""
"2452","nigra",11586789,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586796",8,7.417,"SC",""
"2453","nigra",11586789,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586797",9,7.524,"SC",""
"2454","nigra",11586789,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586798",10,8.332,"SC",""
"2455","nigra",5228549,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5228549",1,4.757,"SC",""
"2456","nigra",5228549,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5228550",2,4.851,"SC",""
"2457","nigra",5228549,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5228551",3,4.26,"SC",""
"2458","nigra",5228549,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5228552",4,4.723,"SC",""
"2459","nigra",5228549,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5228553",5,4.13,"SC",""
"2460","nigra",5228549,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5228554",6,3.974,"SC",""
"2461","nigra",5228549,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5228555",7,4.442,"SC",""
"2462","nigra",5228549,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5228556",8,4.276,"SC",""
"2463","nigra",5228549,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5228557",9,5.596,"SC",""
"2464","nigra",5228549,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5228558",10,4.512,"SC",""
"2465","alleghaniensis",6816036,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816036",1,2.982,"SC",""
"2466","alleghaniensis",6816036,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816037",2,2.866,"SC",""
"2467","alleghaniensis",6816036,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816038",3,4.053,"SC",""
"2468","alleghaniensis",6816036,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816039",4,4.109,"SC",""
"2469","alleghaniensis",6816036,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816040",5,3.602,"SC",""
"2470","alleghaniensis",6816036,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816041",6,3.03,"SC",""
"2471","alleghaniensis",6816036,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816042",7,4.109,"SC",""
"2472","alleghaniensis",6816036,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816043",8,3.875,"SC",""
"2473","alleghaniensis",6816036,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816044",9,2.485,"SC",""
"2474","alleghaniensis",6816036,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816045",10,2.661,"SC",""
"2475","alleghaniensis",6444091,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6444091",NA,NA,"SC","Won't load"
"2476","alleghaniensis",6816043,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816043",1,5.162,"SC",""
"2477","alleghaniensis",6816043,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816044",2,4.708,"SC",""
"2478","alleghaniensis",6816043,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816045",3,4.49,"SC",""
"2479","alleghaniensis",6816043,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816046",4,4.49,"SC",""
"2480","alleghaniensis",6816043,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816047",5,3.813,"SC",""
"2481","alleghaniensis",6816043,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816048",6,3.329,"SC",""
"2482","alleghaniensis",6816043,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816049",7,4.139,"SC",""
"2483","alleghaniensis",6816043,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816050",8,3.785,"SC",""
"2484","alleghaniensis",6816043,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816051",9,4.139,"SC",""
"2485","alleghaniensis",6816043,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816052",10,5.408,"SC",""
"2486","alleghaniensis",7443931,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7443931",1,5.134,"SC",""
"2487","alleghaniensis",7443931,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7443932",2,4.449,"SC",""
"2488","alleghaniensis",7443931,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7443933",3,5.524,"SC",""
"2489","alleghaniensis",7443931,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7443934",4,4.849,"SC",""
"2490","alleghaniensis",7443931,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7443935",5,7.373,"SC",""
"2491","alleghaniensis",7443931,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7443936",6,6.181,"SC",""
"2492","alleghaniensis",7443931,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7443937",7,5.953,"SC",""
"2493","alleghaniensis",7443931,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7443938",8,5.292,"SC",""
"2494","alleghaniensis",24496467,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24496467",NA,NA,"SC","no petals?"
"2495","alleghaniensis",4595024,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4595024",1,3.737,"SC","only 4"
"2496","alleghaniensis",4595024,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4595025",2,5.336,"SC",""
"2497","alleghaniensis",4595024,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4595026",3,5.727,"SC",""
"2498","alleghaniensis",4595024,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4595027",4,6.556,"SC",""
"2499","alleghaniensis",6816032,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816032",1,2.848,"SC","only 5"
"2500","alleghaniensis",6816032,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816033",2,1.928,"SC",""
"2501","alleghaniensis",6816032,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816034",3,2.448,"SC",""
"2502","alleghaniensis",6816032,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816035",4,2.571,"SC",""
"2503","alleghaniensis",6816032,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816036",5,3.462,"SC",""
"2504","hortulana",13271229,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271229",1,3.82,"SC",""
"2505","hortulana",13271229,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271230",2,3.538,"SC",""
"2506","hortulana",13271229,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271231",3,4.962,"SC",""
"2507","hortulana",13271229,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271232",4,3.82,"SC",""
"2508","hortulana",13271229,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271233",5,4.915,"SC",""
"2509","hortulana",13271229,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271234",6,4.909,"SC",""
"2510","hortulana",13271229,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271235",7,3.481,"SC",""
"2511","hortulana",13271229,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271236",8,4.79,"SC",""
"2512","hortulana",13271229,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271237",9,6.599,"SC",""
"2513","hortulana",13271229,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271238",10,5.052,"SC",""
"2514","hortulana",22619960,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22619960",1,6.593,"SC",""
"2515","hortulana",22619960,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22619961",2,7.359,"SC",""
"2516","hortulana",22619960,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22619962",3,7.247,"SC",""
"2517","hortulana",22619960,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22619963",4,7.635,"SC",""
"2518","hortulana",22619960,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22619964",5,6.353,"SC",""
"2519","hortulana",22619960,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22619965",6,6.824,"SC",""
"2520","hortulana",22619960,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22619966",7,7.318,"SC",""
"2521","hortulana",22619960,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22619967",8,6.773,"SC",""
