"","specificEpithet","id","references","fruit_type","obs_number","fruit_diam_mm","who_done_it","note","certain"
"446","munsoniana",9176003,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176004","dried",2,18.009,"SC","",""
"447","munsoniana",22620242,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620242","dried",1,15.877,"SC","",""
"448","munsoniana",22620242,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620243","dried",2,16.426,"SC","",""
"449","munsoniana",22620242,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620244","dried",3,15.871,"SC","",""
"450","munsoniana",22620242,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620245","dried",4,16.027,"SC","",""
"451","munsoniana",22620242,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620246","dried",5,15.896,"SC","",""
"452","munsoniana",22620228,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620228","fleshy",1,21.047,"SC","",""
"453","munsoniana",22620228,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620229","fleshy",2,24.065,"SC","",""
"454","munsoniana",22620228,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620230","fleshy",3,26.778,"SC","",""
"455","munsoniana",6816190,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816190","",NA,NA,"SC","only flowers",""
"456","munsoniana",8888685,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=8888685","dried",1,16.46,"SC","",""
"457","munsoniana",22650900,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22650900","dried",1,19.275,"SC","",""
"458","munsoniana",22650900,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22650901","dried",2,25.441,"SC","",""
"459","munsoniana",13283213,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283213","",NA,NA,"SC","fruit is crushed",""
"460","munsoniana",16666979,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666979","fleshy",1,24.131,"SC","",""
"461","munsoniana",22620243,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620243","dried",1,6.705,"SC","or pit?","U"
"462","munsoniana",22620243,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620244","dried",2,6.371,"SC","","U"
"463","munsoniana",22620243,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620245","dried",3,6.338,"SC","","U"
"464","munsoniana",22620243,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620246","dried",4,6.593,"SC","","U"
"465","munsoniana",22620243,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620247","dried",5,6.595,"SC","","U"
"466","munsoniana",22620249,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620249","fleshy",1,21.094,"SC","",""
"467","munsoniana",22620249,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620250","fleshy",2,14.728,"SC","",""
"468","munsoniana",22620249,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620251","fleshy",3,20.275,"SC","",""
"469","munsoniana",16080190,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080190","dried",1,17.988,"SC","",""
"470","munsoniana",16080190,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080191","dried",2,18.111,"SC","",""
"471","munsoniana",16080190,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080192","dried",3,20.258,"SC","",""
"472","munsoniana",16080190,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080193","dried",4,18.675,"SC","",""
"473","munsoniana",16080190,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080194","dried",5,17.624,"SC","",""
"474","munsoniana",21199444,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21199444","fleshy",1,30.935,"SC","fruit crushed, might not be accurate measurement","U"
"475","munsoniana",22689072,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22689072","dried",1,20.035,"SC","",""
"476","munsoniana",22620225,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620225","dried",1,17.667,"SC","",""
"477","munsoniana",22620229,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620229","dried",1,15.099,"SC","",""
"478","munsoniana",22620229,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620230","dried",2,15.198,"SC","",""
"479","munsoniana",22620229,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620231","dried",3,17.391,"SC","",""
"480","munsoniana",20412852,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412852","dried",1,11.412,"SC","",""
"481","munsoniana",22645445,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22645445","",NA,NA,"SC","no fruit ",""
"482","munsoniana",6816187,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816187","dried",1,14.945,"SC","",""
"483","munsoniana",16080435,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080435","dried",1,16.888,"SC","",""
"484","munsoniana",10246813,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10246813","pit",1,2.067,"SC","","U"
"485","munsoniana",10246813,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10246814","pit",2,1.953,"SC","","U"
"486","munsoniana",10246813,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10246815","pit",3,2.114,"SC","","U"
"487","munsoniana",10246813,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10246816","pit",4,2.177,"SC","","U"
"488","munsoniana",10246813,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10246817","pit",5,3.098,"SC","","U"
"489","munsoniana",5803625,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5803625","fleshy",1,21.026,"SC","fruit crushed, might not be accurate measurement","U"
"490","munsoniana",22620250,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620250","dried",1,18.698,"SC","",""
"491","munsoniana",22620250,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620251","dried",2,18.793,"SC","",""
"492","munsoniana",9176006,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176006","dried",1,14.765,"SC","",""
"493","munsoniana",21204188,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204188","dried",1,18.61,"SC","",""
"494","munsoniana",12911712,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911712","fleshy",1,24.274,"SC","",""
"495","munsoniana",12911712,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911713","fleshy",2,31.069,"SC","",""
"496","munsoniana",12911712,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911714","fleshy",3,23.505,"SC","",""
"497","munsoniana",12911712,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911715","fleshy",4,21.617,"SC","",""
"498","munsoniana",12911712,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911716","fleshy",5,28.858,"SC","",""
"499","munsoniana",10246815,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10246815","dried",1,10.608,"SC","",""
"500","munsoniana",19451486,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451486","dried",1,22.34,"SC","",""
"501","munsoniana",19451486,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451487","dried",2,19.474,"SC","",""
"502","munsoniana",19451486,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451488","dried",3,22.55,"SC","",""
"503","texana",20375067,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20375067","pit",1,8.537,"SC","or dried?","U"
"504","texana",20375067,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20375068","pit",2,8.925,"SC","","U"
"505","texana",20375067,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20375069","pit",3,7.289,"SC","","U"
"506","texana",20375067,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20375070","pit",4,6.86,"SC","","U"
"507","texana",20375067,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20375071","pit",5,8.225,"SC","","U"
"508","texana",13574013,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13574013","dried",1,11.464,"SC","",""
"509","texana",13574013,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13574014","dried",2,11.1,"SC","",""
"510","texana",13574013,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13574015","dried",3,9.876,"SC","",""
"511","maritima",20412418,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412418","dried",1,10.602,"SC","","U"
"512","maritima",20412418,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412419","dried",2,8.194,"SC","","U"
"513","maritima",20412418,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412420","dried",3,10.215,"SC","","U"
"514","maritima",20412418,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412421","dried",4,11.311,"SC","","U"
"515","maritima",20412418,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412422","dried",5,9.791,"SC","","U"
"516","maritima",24107513,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24107513","dried",1,9.625,"SC","",""
"517","maritima",24107513,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24107514","dried",2,10.211,"SC","",""
"518","maritima",20412843,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412843","dried",1,8.698,"SC","","U"
"519","maritima",20412843,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412844","dried",2,8.63,"SC","","U"
"520","maritima",20412843,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412845","dried",3,8.16,"SC","","U"
"521","maritima",20412843,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412846","dried",4,9.223,"SC","","U"
"522","maritima",20412843,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412847","dried",5,8.687,"SC","","U"
"523","maritima",20412838,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412838","fleshy",1,13.725,"SC","",""
"524","maritima",20412838,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412839","fleshy",2,10.986,"SC","",""
"525","maritima",20412838,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412840","fleshy",3,10.732,"SC","",""
"526","maritima",20412838,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412841","fleshy",4,11.068,"SC","",""
"527","maritima",20412436,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412436","dried",1,6.637,"SC","",""
"528","maritima",20412436,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412437","dried",2,5.452,"SC","",""
"529","maritima",20412436,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412438","dried",3,5.69,"SC","",""
"530","maritima",20412436,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412439","dried",4,7.633,"SC","",""
"531","maritima",13273979,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273979","fleshy",1,14.009,"SC","fruit crushed","U"
"532","maritima",13273979,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273980","fleshy",2,15.496,"SC","",""
"533","maritima",20412835,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412835","",NA,NA,"SC","fruit obscured","U"
"534","maritima",20412765,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412765","pit",1,7.42,"SC","or fleshy or dried??","U"
"535","maritima",20412765,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412766","pit",2,8.937,"SC","","U"
"536","maritima",20412765,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412767","pit",3,7.877,"SC","","U"
"537","maritima",20412765,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412768","pit",4,8.456,"SC","","U"
"538","maritima",16666857,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666857","pit",1,10.737,"SC","","U"
"539","maritima",16666857,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666858","pit",2,10.345,"SC","","U"
"540","maritima",20412812,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412812","fleshy",1,10.444,"SC","","U"
"541","maritima",20412821,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412821","fleshy",1,16.639,"SC","","U"
"542","maritima",20412821,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412822","fleshy",2,14.01,"SC","","U"
"543","maritima",19212151,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212151","fleshy",1,21.226,"SC","",""
"544","maritima",19212151,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212152","fleshy",2,19.851,"SC","",""
"545","maritima",19212151,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212153","fleshy",3,21.015,"SC","",""
"546","maritima",20412797,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412797","pit",1,10.359,"SC","","U"
"547","maritima",20412780,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412780","dried",1,6.851,"SC","",""
"548","maritima",20412780,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412781","dried",2,7.065,"SC","",""
"549","maritima",20412780,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412782","dried",3,6.18,"SC","",""
"550","maritima",20412780,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412783","dried",4,7.632,"SC","",""
"551","maritima",20412780,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412784","dried",5,7.736,"SC","",""
"552","maritima",20412833,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412833","fleshy",1,12.423,"SC","","U"
"553","maritima",20412833,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412834","fleshy",2,13.088,"SC","","U"
"554","maritima",20412833,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412835","fleshy",3,13.715,"SC","","U"
"555","maritima",20412430,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412430","pit",1,7.978,"SC","","U"
"556","maritima",20412430,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412431","pit",2,8.855,"SC","","U"
"557","maritima",20412430,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412432","pit",3,8.855,"SC","","U"
"558","maritima",20412430,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412433","pit",4,8.177,"SC","","U"
"559","maritima",20412423,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412423","",NA,NA,"SC","fruit is very crushed!",""
"560","maritima",20412829,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412829","fleshy",1,12.873,"SC","",""
"561","maritima",24057792,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24057792","fleshy",1,9.52,"SC","",""
"562","maritima",24057792,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24057793","fleshy",2,8.515,"SC","",""
"563","maritima",24057792,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24057794","fleshy",3,9.52,"SC","",""
"564","maritima",24057792,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24057795","fleshy",4,9.031,"SC","",""
"565","maritima",20412786,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412786","dried",1,11.284,"SC","",""
"566","maritima",20412786,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412787","dried",2,10.78,"SC","",""
"567","maritima",20412786,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412788","dried",3,10.034,"SC","",""
"568","maritima",20412786,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412789","dried",4,9.86,"SC","",""
"569","maritima",20412786,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412790","dried",5,11.465,"SC","",""
"570","maritima",20412415,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412415","dried",1,9.818,"SC","",""
"571","maritima",20412415,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412416","dried",2,10.727,"SC","",""
"572","maritima",20412415,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412417","dried",3,11.336,"SC","",""
"573","maritima",20412836,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412836","fleshy",1,13.871,"SC","",""
"574","maritima",20412836,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412837","fleshy",2,12.4,"SC","",""
"575","maritima",20412836,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412838","fleshy",3,14.497,"SC","",""
"576","maritima",20412836,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412839","fleshy",4,12.182,"SC","",""
"577","maritima",20412836,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412840","fleshy",5,10.921,"SC","",""
"578","maritima",16080424,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080424","dried",1,9.317,"SC","",""
"579","maritima",16080424,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080425","dried",2,11.584,"SC","",""
"580","maritima",15020806,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15020806","fleshy",1,16.49,"SC","",""
"581","maritima",15020806,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15020807","fleshy",2,17.532,"SC","",""
"582","maritima",15020806,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15020808","fleshy",3,16.701,"SC","",""
"583","maritima",15020806,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15020809","fleshy",4,15.015,"SC","",""
"584","maritima",15020806,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15020810","fleshy",5,15.11,"SC","",""
"585","maritima",17187377,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=17187377","dried",1,7.719,"SC","",""
"586","maritima",17187377,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=17187378","dried",2,6.027,"SC","",""
"587","maritima",17187377,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=17187379","dried",3,6.186,"SC","",""
"588","maritima",16080189,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080189","dried",1,9.464,"SC","",""
"589","maritima",16080189,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080190","dried",2,11.256,"SC","",""
"590","maritima",16080189,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080191","dried",3,10.748,"SC","",""
"591","maritima",21382333,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21382333","fleshy",1,10.468,"SC","",""
"592","maritima",20412440,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412440","fleshy",1,12.051,"SC","",""
"593","maritima",20412440,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412441","fleshy",2,12.09,"SC","",""
"594","maritima",16080432,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080432","",NA,NA,"SC","no fruit",""
"595","maritima",15369784,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369784","fleshy",1,14.109,"SC","",""
"596","maritima",15369784,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369785","fleshy",2,16.2,"SC","",""
"597","maritima",15369784,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369786","fleshy",3,13.254,"SC","",""
"598","rivularis",11588902,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11588902","pit",1,3.806,"SC","","U"
"599","rivularis",11588902,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11588903","pit",2,2.774,"SC","","U"
"600","rivularis",11588902,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11588904","pit",3,3.141,"SC","","U"
"601","rivularis",11588902,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11588905","pit",4,4.583,"SC","","U"
"602","rivularis",11588902,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11588906","pit",5,4.386,"SC","","U"
"603","rivularis",24926623,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24926623","dried",1,13.106,"SC","","U"
"604","rivularis",16514069,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514069","dried",1,13.152,"SC","","U"
"605","rivularis",24938452,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24938452","fleshy",1,15.334,"SC","",""
"606","rivularis",25286620,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286620","dried",1,14.648,"SC","",""
"607","rivularis",25286620,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286621","dried",2,15.856,"SC","",""
"608","rivularis",13573921,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573921","dried",1,13.499,"SC","",""
"609","rivularis",13573921,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573922","dried",2,14.198,"SC","",""
"610","rivularis",13573919,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573919","fleshy",1,15.595,"SC","",""
"611","rivularis",13573919,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573920","fleshy",2,15.333,"SC","",""
"612","rivularis",24660407,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24660407","pit",1,14.575,"SC","",""
"613","rivularis",24660407,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24660408","pit",2,16.99,"SC","",""
"614","rivularis",24660407,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24660409","pit",3,15.989,"SC","",""
"615","rivularis",24660407,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24660410","pit",4,16.118,"SC","",""
"616","rivularis",24660407,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24660411","pit",5,15.28,"SC","",""
"617","rivularis",13573917,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573917","dried",1,17.011,"SC","",""
"618","rivularis",25286683,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286683","dried",1,7.564,"SC","",""
"619","rivularis",25286683,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286684","dried",2,8.306,"SC","",""
"620","rivularis",25286683,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286685","dried",3,8.649,"SC","",""
"621","rivularis",25286683,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286686","dried",4,8.951,"SC","",""
"622","rivularis",25286683,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286687","dried",5,8.898,"SC","",""
"623","rivularis",25160667,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160667","dried",1,8.507,"SC","",""
"624","rivularis",25160667,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160668","dried",2,7.832,"SC","",""
"625","rivularis",25160667,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160669","dried",3,8.421,"SC","",""
"626","rivularis",25160667,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160670","dried",4,7.62,"SC","",""
"627","rivularis",25160667,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160671","dried",5,8.69,"SC","",""
"628","rivularis",25160677,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160677","fleshy",1,14.951,"SC","",""
"629","rivularis",25160677,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160678","fleshy",2,15.165,"SC","",""
"630","rivularis",13283348,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283348","",NA,NA,"SC","no fruit",""
"631","rivularis",13463774,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13463774","dried",1,15.908,"SC","",""
"632","rivularis",22620297,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620297","dried",1,15.118,"SC","",""
"633","rivularis",22620297,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620298","dried",2,16.95,"SC","",""
"634","rivularis",22620297,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620299","dried",3,15.624,"SC","",""
"635","rivularis",22620297,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620300","dried",4,17.276,"SC","",""
"636","rivularis",22620297,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620301","dried",5,15.17,"SC","",""
"637","rivularis",5734222,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734222","dried",1,13.775,"SC","",""
"638","rivularis",13573905,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573905","dried",1,15.557,"SC","",""
"639","rivularis",13573905,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573906","dried",2,15.505,"SC","",""
"640","rivularis",13573909,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573909","dried",1,19.693,"SC","",""
"641","rivularis",13573909,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573910","dried",2,17.07,"SC","",""
"642","rivularis",25160684,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160684","dried",1,11.325,"SC","",""
"643","rivularis",25160684,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160685","dried",2,12.284,"SC","",""
"644","rivularis",25160684,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160686","dried",3,11.645,"SC","",""
"645","rivularis",25160684,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160687","dried",4,11.588,"SC","",""
"646","rivularis",16514066,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514066","dried",1,15.8,"SC","",""
"647","rivularis",13616194,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13616194","dried",1,14.794,"SC","",""
"648","rivularis",13616194,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13616195","dried",2,16.342,"SC","",""
"649","rivularis",24924388,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24924388","dried",1,16.334,"SC","",""
"650","rivularis",7444265,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444265","fleshy",1,20.641,"SC","",""
"651","rivularis",7444265,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444266","fleshy",2,21.23,"SC","",""
"652","rivularis",7444265,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444267","fleshy",3,15.297,"SC","",""
"653","rivularis",15422836,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15422836","pit",1,24.818,"SC","",""
"654","rivularis",15422836,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15422837","pit",2,21.062,"SC","",""
"655","rivularis",15422836,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15422838","pit",3,19.567,"SC","",""
"656","rivularis",13573911,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573911","dried",1,10.359,"SC","",""
"657","rivularis",13573911,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573912","dried",2,11.392,"SC","",""
"658","rivularis",13573911,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573913","dried",3,11.342,"SC","",""
"659","rivularis",13573911,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573914","dried",4,9.96,"SC","",""
"660","rivularis",13573911,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573915","dried",5,12.002,"SC","",""
"661","rivularis",15837910,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15837910","dried",1,9.418,"SC","","U"
"662","rivularis",15837910,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15837911","dried",2,8.947,"SC","","U"
"663","rivularis",5734225,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734225","dried",1,13.967,"SC","",""
"664","rivularis",7444267,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444267","dried",1,12.601,"SC","",""
"665","rivularis",7444267,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444268","dried",2,11.796,"SC","",""
"666","rivularis",7444267,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444269","dried",3,12.942,"SC","",""
"667","rivularis",7444267,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444270","dried",4,10.651,"SC","",""
"668","rivularis",7444267,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444271","dried",5,11.285,"SC","",""
"669","rivularis",16514070,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514070","dried",1,13.753,"SC","",""
"670","nigra",6816195,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816195","dried",1,13.352,"SC","",""
