"year","GDD.flo","treeyear","tree.id","burst.flo","GDD.bb","burst.bb","species","GDD.diff","FLS.diff"
1992,1145.27989433711,"KAAN-01 1992","KAAN-01",172,759.29264902302,141,"KAAN",-385.987245314086,-31
1993,1122.7063895315,"KAAN-01 1993","KAAN-01",171,805.999034073431,142,"KAAN",-316.707355458073,-29
1994,1168.14808840897,"KAAN-01 1994","KAAN-01",170,842.53096567205,145,"KAAN",-325.617122736916,-25
1995,977.131649675453,"KAAN-01 1995","KAAN-01",173,752.12569928994,149,"KAAN",-225.005950385513,-24
1996,1075.16704384925,"KAAN-01 1996","KAAN-01",170,768.955977118357,146,"KAAN",-306.211066730891,-24
1991,1039.84859021445,"KAAN-02 1991","KAAN-02",150,913.443135343347,142,"KAAN",-126.405454871103,-8
1994,1214.37923791267,"KAAN-02 1994","KAAN-02",173,944.610777021776,155,"KAAN",-269.768460890895,-18
1995,1067.89100970587,"KAAN-02 1995","KAAN-02",180,714.467921202696,145,"KAAN",-353.423088503179,-35
1996,1176.4363629238,"KAAN-02 1996","KAAN-02",178,768.955977118357,146,"KAAN",-407.480385805446,-32
1999,1136.61349731143,"KAAN-02 1999","KAAN-02",169,758.283722327778,140,"KAAN",-378.329774983649,-29
2000,1194.04018273727,"KAAN-02 2000","KAAN-02",177,852.738712364924,145,"KAAN",-341.301470372349,-32
1990,1207.96145242258,"KAAN-03 1990","KAAN-03",172,863.430995860462,146,"KAAN",-344.53045656212,-26
1991,1238.72566703725,"KAAN-03 1991","KAAN-03",165,878.375908204748,139,"KAAN",-360.349758832505,-26
1992,1176.50841483838,"KAAN-03 1992","KAAN-03",175,850.366671697479,149,"KAAN",-326.141743140904,-26
1994,1168.14808840897,"KAAN-03 1994","KAAN-03",170,877.291859768743,149,"KAAN",-290.856228640224,-21
1996,1112.61707226433,"KAAN-03 1996","KAAN-03",173,768.955977118357,146,"KAAN",-343.661095145968,-27
1997,1086.89224627685,"KAAN-03 1997","KAAN-03",182,659.535163043658,151,"KAAN",-427.357083233188,-31
1998,1078.00016013093,"KAAN-03 1998","KAAN-03",168,799.536240918485,141,"KAAN",-278.463919212443,-27
2000,1165.01397292483,"KAAN-03 2000","KAAN-03",175,852.738712364924,145,"KAAN",-312.275260559909,-30
1990,1367.84107315974,"KALA-01 1990","KALA-01",182,874.168820773026,147,"KALA",-493.672252386709,-35
1991,1180.78316990975,"KALA-01 1991","KALA-01",161,828.972314989761,135,"KALA",-351.81085491999,-26
1992,1260.74034925536,"KALA-01 1992","KALA-01",182,806.434705757661,144,"KALA",-454.3056434977,-38
1993,1149.1400963119,"KALA-01 1993","KALA-01",173,787.047254367872,139,"KALA",-362.092841944029,-34
1994,1383.01090505997,"KALA-01 1994","KALA-01",184,842.53096567205,145,"KALA",-540.479939387921,-39
1995,1045.06647732117,"KALA-01 1995","KALA-01",178,687.167949894159,143,"KALA",-357.898527427009,-35
1996,1199.94617443811,"KALA-01 1996","KALA-01",180,738.56168927833,143,"KALA",-461.384485159783,-37
1997,1136.08490258201,"KALA-01 1997","KALA-01",185,659.535163043658,151,"KALA",-476.549739538353,-34
1998,1139.68465532177,"KALA-01 1998","KALA-01",172,726.184788046467,135,"KALA",-413.499867275299,-37
1999,1260.46820706163,"KALA-01 1999","KALA-01",177,714.226882451347,136,"KALA",-546.24132461028,-41
2000,1230.87191521454,"KALA-01 2000","KALA-01",179,779.853821475623,135,"KALA",-451.018093738915,-44
1990,1304.24097030782,"KALA-02 1990","KALA-02",178,885.912997109014,148,"KALA",-418.327973198802,-30
1991,1214.75608734233,"KALA-02 1991","KALA-02",163,955.677704220255,145,"KALA",-259.07838312208,-18
1992,1231.98044436274,"KALA-02 1992","KALA-02",180,894.71411109273,154,"KALA",-337.266333270005,-26
1994,1202.48840256134,"KALA-02 1994","KALA-02",172,815.571120550115,143,"KALA",-386.917282011227,-29
1995,1045.06647732117,"KALA-02 1995","KALA-02",178,687.167949894159,143,"KALA",-357.898527427009,-35
1996,1187.02342140432,"KALA-02 1996","KALA-02",179,768.955977118357,146,"KALA",-418.067444285959,-33
1997,1033.26383246681,"KALA-02 1997","KALA-02",179,659.535163043658,151,"KALA",-373.728669423155,-28
1998,1078.00016013093,"KALA-02 1998","KALA-02",168,726.184788046467,135,"KALA",-351.815372084462,-33
1999,1190.15489643445,"KALA-02 1999","KALA-02",173,724.252004609968,137,"KALA",-465.902891824486,-36
2000,1177.63931956102,"KALA-02 2000","KALA-02",176,779.853821475623,135,"KALA",-397.785498085394,-41
1990,1274.91268290688,"KALA-03 1990","KALA-03",176,840.530315164581,143,"KALA",-434.382367742296,-33
1991,1126.77378230862,"KALA-03 1991","KALA-03",157,828.972314989761,135,"KALA",-297.801467318864,-22
1992,1260.74034925536,"KALA-03 1992","KALA-03",182,822.97412890937,145,"KALA",-437.766220345991,-37
1993,1185.89128696995,"KALA-03 1993","KALA-03",176,751.718326696279,135,"KALA",-434.172960273675,-41
1994,1147.43875163008,"KALA-03 1994","KALA-03",169,842.53096567205,145,"KALA",-304.907785958032,-24
1995,990.44451226032,"KALA-03 1995","KALA-03",174,654.992458934073,140,"KALA",-335.452053326247,-34
1996,1150.12547302973,"KALA-03 1996","KALA-03",176,713.473723193851,141,"KALA",-436.65174983588,-35
1997,1050.45978365518,"KALA-03 1997","KALA-03",180,611.30206655255,146,"KALA",-439.157717102626,-34
1998,1040.17090813826,"KALA-03 1998","KALA-03",165,753.216241659807,137,"KALA",-286.95466647845,-28
1999,1070.30792592835,"KALA-03 1999","KALA-03",164,724.252004609968,137,"KALA",-346.055921318382,-27
2000,1165.01397292483,"KALA-03 2000","KALA-03",175,844.205032873172,144,"KALA",-320.808940051662,-31
1990,1001.36231123507,"NEMU-01 1990","NEMU-01",158,650.115585920037,118,"NEMU",-351.246725315036,-40
2000,779.853821475623,"NEMU-01 2000","NEMU-01",134,696.318965860522,127,"NEMU",-83.5348556151012,-7
1994,1147.43875163008,"NYSY-02 1994","NYSY-02",169,788.620592132986,141,"NYSY",-358.818159497097,-28
1999,1070.30792592835,"NYSY-02 1999","NYSY-02",164,687.554837768426,133,"NYSY",-382.753088159924,-31
2000,1177.63931956102,"NYSY-02 2000","NYSY-02",176,757.408380567407,131,"NYSY",-420.230938993611,-45
1995,1030.97113470853,"PIST-01 1995","PIST-01",177,864.666861428468,161,"PIST",-166.304273280063,-16
1995,1030.97113470853,"PIST-02 1995","PIST-02",177,864.666861428468,161,"PIST",-166.304273280063,-16
1995,1109.59044428697,"PIST-03 1995","PIST-03",184,864.666861428468,161,"PIST",-244.923582858507,-23
1994,1147.43875163008,"PIST-04 1994","PIST-04",169,877.291859768743,149,"PIST",-270.14689186134,-20
1995,900.826682381217,"PIST-04 1995","PIST-04",167,864.666861428468,161,"PIST",-36.1598209527494,-6
1991,487.51093123838,"POTR-01 1991","POTR-01",94,579.556076548117,104,"POTR",92.0451453097363,10
1990,508.007383774546,"POTR-02 1990","POTR-02",97,664.087861190257,119,"POTR",156.080477415711,22
1991,564.556076548117,"POTR-02 1991","POTR-02",101,624.692285847144,111,"POTR",60.1362092990272,10
1992,598.835215677463,"POTR-02 1992","POTR-02",116,670.13184278428,127,"POTR",71.2966271068171,11
1993,502.086680518834,"POTR-02 1993","POTR-02",109,569.185217905204,117,"POTR",67.0985373863694,8
1994,548.219356824776,"POTR-02 1994","POTR-02",107,647.186466340732,121,"POTR",98.9671095159562,14
1995,451.2773754034,"POTR-02 1995","POTR-02",103,559.741588473017,126,"POTR",108.464213069617,23
1996,389.405533910786,"POTR-02 1996","POTR-02",90,553.29161279855,119,"POTR",163.886078887763,29
1997,506.33269728711,"POTR-02 1997","POTR-02",118,512.058660159554,124,"POTR",5.72596287244403,6
1998,449.695870891641,"POTR-02 1998","POTR-02",94,525.49944853239,106,"POTR",75.8035776407489,12
1999,445.195683479122,"POTR-02 1999","POTR-02",95,583.972194108875,119,"POTR",138.776510629752,24
2000,446.651351654392,"POTR-02 2000","POTR-02",87,665.03485844943,124,"POTR",218.383506795039,37
2001,521.405500099184,"POTR-02 2001","POTR-02",105,592.320697151457,115,"POTR",70.9151970522731,10
2002,539.80153105089,"POTR-02 2002","POTR-02",106,572.916221132177,108,"POTR",33.1146900812865,2
1990,938.085470539722,"PRSE-03 1990","PRSE-03",153,622.387278431618,116,"PRSE",-315.698192108104,-37
1991,1039.84859021445,"PRSE-03 1991","PRSE-03",150,517.974088617497,97,"PRSE",-521.874501596953,-53
1992,905.140663739885,"PRSE-03 1992","PRSE-03",155,573.346394587104,113,"PRSE",-331.79426915278,-42
1993,854.896921957705,"PRSE-03 1993","PRSE-03",147,502.086680518834,109,"PRSE",-352.81024143887,-38
1994,888.831428594585,"PRSE-03 1994","PRSE-03",150,558.996991040115,109,"PRSE",-329.83443755447,-41
1995,788.952422807051,"PRSE-03 1995","PRSE-03",152,487.606076857326,114,"PRSE",-301.346345949726,-38
1996,768.955977118357,"PRSE-03 1996","PRSE-03",146,496.568259498129,111,"PRSE",-272.387717620228,-35
1997,726.769384269823,"PRSE-03 1997","PRSE-03",158,481.501001187688,113,"PRSE",-245.268383082135,-45
1998,761.962501832286,"PRSE-03 1998","PRSE-03",138,525.49944853239,106,"PRSE",-236.463053299896,-32
1999,855.162289299484,"PRSE-03 1999","PRSE-03",150,527.860516409177,109,"PRSE",-327.301772890307,-41
2000,888.670740392906,"PRSE-03 2000","PRSE-03",149,557.498818524649,106,"PRSE",-331.171921868257,-43
1991,768.063782066505,"QURU-01 1991","QURU-01",130,730.644415740559,125,"QURU",-37.4193663259466,-5
1992,822.97412890937,"QURU-01 1992","QURU-01",145,751.059721451056,138,"QURU",-71.9144074583138,-7
1993,805.999034073431,"QURU-01 1993","QURU-01",142,621.021869494084,123,"QURU",-184.977164579347,-19
1994,788.620592132986,"QURU-01 1994","QURU-01",141,748.129557888084,135,"QURU",-40.4910342449018,-6
1995,752.12569928994,"QURU-01 1995","QURU-01",149,614.802486148947,134,"QURU",-137.323213140993,-15
1997,649.564289376199,"QURU-01 1997","QURU-01",150,551.882977484565,135,"QURU",-97.6813118916341,-15
1998,639.292408152087,"QURU-01 1998","QURU-01",122,639.292408152087,122,"QURU",0,0
1999,735.96668584757,"QURU-01 1999","QURU-01",138,633.57836691379,126,"QURU",-102.38831893378,-12
2000,757.408380567407,"QURU-01 2000","QURU-01",131,709.651477601474,128,"QURU",-47.7569029659325,-3
2001,713.182041785113,"QURU-01 2001","QURU-01",127,649.494571764592,122,"QURU",-63.6874700205209,-5
2002,683.328122502573,"QURU-01 2002","QURU-01",125,639.107118652419,117,"QURU",-44.2210038501534,-8
1994,842.53096567205,"QURU-02 1994","QURU-02",145,759.63853391935,136,"QURU",-82.8924317527004,-9
1994,842.53096567205,"QURU-03 1994","QURU-03",145,697.292742114852,128,"QURU",-145.238223557198,-17
1995,752.12569928994,"QURU-03 1995","QURU-03",149,600.83167470969,132,"QURU",-151.29402458025,-17
1999,714.226882451347,"QURU-03 1999","QURU-03",136,624.922878748044,125,"QURU",-89.3040037033021,-11
2000,757.408380567407,"QURU-03 2000","QURU-03",131,709.651477601474,128,"QURU",-47.7569029659325,-3
2001,697.971420119001,"QURU-03 2001","QURU-03",125,624.936050914619,120,"QURU",-73.0353692043819,-5
2002,675.423327313286,"QURU-03 2002","QURU-03",124,607.098382410565,111,"QURU",-68.3249449027207,-13
1990,753.817805887923,"QURU-04 1990","QURU-04",131,733.513798781658,129,"QURU",-20.3040071062651,-2
1991,788.927186886359,"QURU-04 1991","QURU-04",132,723.412029921929,124,"QURU",-65.51515696443,-8
1993,695.726928467648,"QURU-04 1993","QURU-04",130,621.021869494084,123,"QURU",-74.7050589735633,-7
1994,788.620592132986,"QURU-04 1994","QURU-04",141,676.899448799951,125,"QURU",-111.721143333035,-16
1995,648.834479756643,"QURU-04 1995","QURU-04",139,590.292717951228,130,"QURU",-58.5417618054153,-9
1996,642.476336650783,"QURU-04 1996","QURU-04",132,642.476336650783,132,"QURU",0,0
1997,582.127301862138,"QURU-04 1997","QURU-04",142,561.773538759742,136,"QURU",-20.3537631023961,-6
1998,639.292408152087,"QURU-04 1998","QURU-04",122,639.292408152087,122,"QURU",0,0
1999,645.104420771089,"QURU-04 1999","QURU-04",127,624.922878748044,125,"QURU",-20.1815420230449,-2
2000,757.408380567407,"QURU-04 2000","QURU-04",131,709.651477601474,128,"QURU",-47.7569029659325,-3
2001,683.122666136615,"QURU-04 2001","QURU-04",124,636.104869400232,121,"QURU",-47.0177967363829,-3
2002,693.804403583313,"QURU-04 2002","QURU-04",126,634.107118652419,116,"QURU",-59.6972849308939,-10
1991,730.644415740559,"QUVE-01 1991","QUVE-01",125,701.073985690473,121,"QUVE",-29.5704300500852,-4
1994,842.53096567205,"QUVE-01 1994","QUVE-01",145,759.63853391935,136,"QUVE",-82.8924317527004,-9
1995,752.12569928994,"QUVE-01 1995","QUVE-01",149,648.834479756643,139,"QUVE",-103.291219533297,-10
1996,699.531274567235,"QUVE-01 1996","QUVE-01",140,682.934333893537,138,"QUVE",-16.5969406736975,-2
1997,618.550047049793,"QUVE-01 1997","QUVE-01",147,588.231364024378,143,"QUVE",-30.3186830254149,-4
1998,675.881432460819,"QUVE-01 1998","QUVE-01",126,639.292408152087,122,"QUVE",-36.5890243087324,-4
1999,704.446883029373,"QUVE-01 1999","QUVE-01",135,654.606223849974,129,"QUVE",-49.8406591793985,-6
2000,779.853821475623,"QUVE-01 2000","QUVE-01",134,745.176804742282,130,"QUVE",-34.677016733341,-4
2001,828.135203826102,"QUVE-01 2001","QUVE-01",139,683.122666136615,124,"QUVE",-145.012537689487,-15
2002,705.852685960632,"QUVE-01 2002","QUVE-01",127,693.804403583313,126,"QUVE",-12.0482823773184,-1
1991,788.927186886359,"QUVE-03 1991","QUVE-03",132,740.159468221733,126,"QUVE",-48.7677186646265,-6
1994,957.889675768402,"QUVE-03 1994","QUVE-03",156,748.129557888084,135,"QUVE",-209.760117880318,-21
1995,788.952422807051,"QUVE-03 1995","QUVE-03",152,624.958076639631,136,"QUVE",-163.994346167421,-16
1998,713.456283154446,"QUVE-03 1998","QUVE-03",131,655.331442029191,124,"QUVE",-58.124841125255,-7
1999,735.96668584757,"QUVE-03 1999","QUVE-03",138,679.690645770251,132,"QUVE",-56.2760400773183,-6
2000,852.738712364924,"QUVE-03 2000","QUVE-03",145,757.408380567407,131,"QUVE",-95.3303317975178,-14
1990,955.868705130612,"RHSP-01 1990","RHSP-01",154,753.817805887923,131,"RHSP",-202.050899242689,-23
1991,886.651602585244,"RHSP-01 1991","RHSP-01",140,745.752890152432,127,"RHSP",-140.898712432812,-13
1992,888.124705121367,"RHSP-01 1992","RHSP-01",153,751.059721451056,138,"RHSP",-137.064983670311,-15
1993,823.011040089498,"RHSP-01 1993","RHSP-01",144,621.021869494084,123,"RHSP",-201.989170595414,-21
1994,842.53096567205,"RHSP-01 1994","RHSP-01",145,733.571225660945,133,"RHSP",-108.959740011106,-12
1995,778.57239772615,"RHSP-01 1995","RHSP-01",151,595.83167470969,131,"RHSP",-182.740723016461,-20
1996,817.89991479905,"RHSP-01 1996","RHSP-01",152,558.647945957679,120,"RHSP",-259.251968841372,-32
1997,717.390604172675,"RHSP-01 1997","RHSP-01",157,561.773538759742,136,"RHSP",-155.617065412932,-21
1998,702.443355554334,"RHSP-01 1998","RHSP-01",129,639.292408152087,122,"RHSP",-63.1509474022475,-7
1999,806.854670986217,"RHSP-01 1999","RHSP-01",145,654.606223849974,128,"RHSP",-152.248447136243,-17
2000,852.738712364924,"RHSP-01 2000","RHSP-01",145,709.651477601474,128,"RHSP",-143.08723476345,-17
2001,878.499822658329,"RHSP-01 2001","RHSP-01",145,706.266687395649,126,"RHSP",-172.23313526268,-19
1991,828.972314989761,"RHSP-02 1991","RHSP-02",135,760.407450712384,129,"RHSP",-68.5648642773771,-6
1992,894.71411109273,"RHSP-02 1992","RHSP-02",154,759.29264902302,141,"RHSP",-135.421462069711,-13
1993,834.299060001058,"RHSP-02 1993","RHSP-02",145,671.981077379731,128,"RHSP",-162.317982621327,-17
1994,903.003135143142,"RHSP-02 1994","RHSP-02",151,748.129557888084,135,"RHSP",-154.873577255058,-16
1995,699.912919001332,"RHSP-02 1995","RHSP-02",144,648.834479756643,139,"RHSP",-51.0784392446889,-5
1996,738.56168927833,"RHSP-02 1996","RHSP-02",143,598.001841366578,126,"RHSP",-140.559847911751,-17
1997,795.908372110986,"RHSP-02 1997","RHSP-02",163,582.127301862138,141,"RHSP",-213.781070248848,-22
1998,718.632198244536,"RHSP-02 1998","RHSP-02",133,675.881432460819,126,"RHSP",-42.7507657837168,-7
1999,806.854670986217,"RHSP-02 1999","RHSP-02",145,679.690645770251,132,"RHSP",-127.164025215966,-13
2000,888.670740392906,"RHSP-02 2000","RHSP-02",149,757.408380567407,131,"RHSP",-131.262359825499,-18
2001,908.393503351249,"RHSP-02 2001","RHSP-02",148,792.267622784546,134,"RHSP",-116.125880566702,-14
1990,1001.36231123507,"RHSP-03 1990","RHSP-03",158,811.54787400265,138,"RHSP",-189.814437232422,-20
1991,913.443135343347,"RHSP-03 1991","RHSP-03",142,828.972314989761,135,"RHSP",-84.4708203535857,-7
1992,1041.42295012884,"RHSP-03 1992","RHSP-03",165,850.366671697479,149,"RHSP",-191.056278431363,-16
1993,854.896921957705,"RHSP-03 1993","RHSP-03",147,743.150651056004,134,"RHSP",-111.746270901701,-13
1994,944.610777021776,"RHSP-03 1994","RHSP-03",155,764.63853391935,137,"RHSP",-179.972243102426,-18
1995,811.194154047922,"RHSP-03 1995","RHSP-03",154,648.834479756643,139,"RHSP",-162.359674291279,-15
1996,853.129025366002,"RHSP-03 1996","RHSP-03",155,642.476336650783,132,"RHSP",-210.652688715219,-23
1998,726.184788046467,"RHSP-03 1998","RHSP-03",134,684.380335509262,127,"RHSP",-41.804452537205,-7
1999,840.794044911664,"RHSP-03 1999","RHSP-03",149,695.028499599175,134,"RHSP",-145.765545312489,-15
2000,952.458434939652,"RHSP-03 2000","RHSP-03",155,779.853821475623,135,"RHSP",-172.604613464029,-20
1990,806.353078413504,"VACO-01 1990","VACO-01",137,650.115585920037,118,"VACO",-156.237492493467,-19
1991,760.407450712384,"VACO-01 1991","VACO-01",129,569.556076548117,102,"VACO",-190.851374164267,-27
1992,751.059721451056,"VACO-01 1992","VACO-01",138,652.467768216338,124,"VACO",-98.5919532347181,-14
1993,695.726928467648,"VACO-01 1993","VACO-01",130,569.185217905204,117,"VACO",-126.541710562444,-13
1994,801.071390089382,"VACO-01 1994","VACO-01",142,647.186466340732,121,"VACO",-153.88492374865,-21
1995,687.167949894159,"VACO-01 1995","VACO-01",143,559.741588473017,126,"VACO",-127.426361421142,-17
1996,713.473723193851,"VACO-01 1996","VACO-01",141,553.29161279855,119,"VACO",-160.182110395301,-22
1997,626.326229366427,"VACO-01 1997","VACO-01",148,512.058660159554,126,"VACO",-114.267569206873,-22
1998,675.881432460819,"VACO-01 1998","VACO-01",126,525.49944853239,106,"VACO",-150.381983928429,-20
1999,695.028499599175,"VACO-01 1999","VACO-01",134,591.045811386217,120,"VACO",-103.982688212958,-14
2000,770.595166370785,"VACO-01 2000","VACO-01",133,665.03485844943,124,"VACO",-105.560307921355,-9
2001,792.267622784546,"VACO-01 2001","VACO-01",134,649.494571764592,122,"VACO",-142.773051019954,-12
1990,759.186172007615,"VACO-02 1990","VACO-02",132,664.087861190257,119,"VACO",-95.0983108173581,-13
1991,745.752890152432,"VACO-02 1991","VACO-02",127,569.556076548117,102,"VACO",-176.196813604316,-25
1992,759.29264902302,"VACO-02 1992","VACO-02",141,703.255208988162,132,"VACO",-56.0374400348572,-9
1993,707.452800523155,"VACO-02 1993","VACO-02",131,563.558309960642,116,"VACO",-143.894490562512,-15
1994,788.620592132986,"VACO-02 1994","VACO-02",141,647.186466340732,121,"VACO",-141.434125792254,-20
1995,654.992458934073,"VACO-02 1995","VACO-02",140,526.168578808513,122,"VACO",-128.82388012556,-18
1996,713.473723193851,"VACO-02 1996","VACO-02",141,553.29161279855,119,"VACO",-160.182110395301,-22
1997,637.512702294146,"VACO-02 1997","VACO-02",149,512.058660159554,125,"VACO",-125.454042134592,-24
1998,675.881432460819,"VACO-02 1998","VACO-02",126,525.49944853239,106,"VACO",-150.381983928429,-20
1999,679.690645770251,"VACO-02 1999","VACO-02",132,591.045811386217,120,"VACO",-88.6448343840343,-12
2000,762.408380567407,"VACO-02 2000","VACO-02",132,632.994805286211,119,"VACO",-129.413575281196,-13
2001,792.267622784546,"VACO-02 2001","VACO-02",134,636.104869400232,121,"VACO",-156.162753384314,-13
1990,830.049200369889,"VACO-03 1990","VACO-03",141,650.115585920037,118,"VACO",-179.933614449852,-23
1991,768.063782066505,"VACO-03 1991","VACO-03",130,579.556076548117,104,"VACO",-188.507705518389,-26
1992,771.773926206572,"VACO-03 1992","VACO-03",142,691.931926146576,131,"VACO",-79.8420000599959,-11
1993,743.150651056004,"VACO-03 1993","VACO-03",134,590.193619514092,120,"VACO",-152.957031541911,-14
1994,815.571120550115,"VACO-03 1994","VACO-03",143,647.186466340732,121,"VACO",-168.384654209383,-22
1995,678.001167262443,"VACO-03 1995","VACO-03",142,559.741588473017,126,"VACO",-118.259578789426,-16
1996,729.49229434108,"VACO-03 1996","VACO-03",142,553.29161279855,119,"VACO",-176.200681542531,-23
1997,637.512702294146,"VACO-03 1997","VACO-03",149,512.058660159554,129,"VACO",-125.454042134592,-20
1998,708.307774488487,"VACO-03 1998","VACO-03",130,547.549587576831,109,"VACO",-160.758186911656,-21
1999,714.226882451347,"VACO-03 1999","VACO-03",136,598.908682147655,121,"VACO",-115.318200303692,-15
2000,757.408380567407,"VACO-03 2000","VACO-03",131,651.389942630029,122,"VACO",-106.018437937378,-9
2001,800.074833411584,"VACO-03 2001","VACO-03",135,666.417140224382,123,"VACO",-133.657693187202,-12
1990,840.530315164581,"VACO-04 1990","VACO-04",143,622.387278431618,116,"VACO",-218.143036732963,-27
1991,788.927186886359,"VACO-04 1991","VACO-04",132,612.441669351503,109,"VACO",-176.485517534856,-23
1992,771.773926206572,"VACO-04 1992","VACO-04",142,670.13184278428,127,"VACO",-101.642083422292,-15
1993,743.150651056004,"VACO-04 1993","VACO-04",134,563.558309960642,116,"VACO",-179.592341095361,-18
1994,815.571120550115,"VACO-04 1994","VACO-04",143,647.186466340732,121,"VACO",-168.384654209383,-22
1995,687.167949894159,"VACO-04 1995","VACO-04",143,559.741588473017,126,"VACO",-127.426361421142,-17
1996,738.56168927833,"VACO-04 1996","VACO-04",143,539.272250418711,115,"VACO",-199.289438859619,-28
1997,649.564289376199,"VACO-04 1997","VACO-04",150,512.058660159554,125,"VACO",-137.505629216645,-25
1998,718.632198244536,"VACO-04 1998","VACO-04",132,552.967621408444,110,"VACO",-165.664576836092,-22
1999,724.252004609968,"VACO-04 1999","VACO-04",137,591.045811386217,120,"VACO",-133.206193223751,-17
2000,788.488229608735,"VACO-04 2000","VACO-04",136,651.389942630029,122,"VACO",-137.098286978706,-14
2001,800.074833411584,"VACO-04 2001","VACO-04",135,636.104869400232,121,"VACO",-163.969964011352,-14
1991,788.927186886359,"VIAL-01 1991","VIAL-01",132,629.692285847144,112,"VIAL",-159.234901039216,-20
1993,653.3024817951,"VIAL-01 1993","VIAL-01",126,534.18010819241,112,"VIAL",-119.122373602689,-14
1994,655.624511872165,"VIAL-01 1994","VIAL-01",122,601.081088678392,115,"VIAL",-54.5434231937729,-7
1995,818.61375082822,"VIAL-01 1995","VIAL-01",155,514.510952556931,120,"VIAL",-304.102798271289,-35
1997,567.828819823572,"VIAL-01 1997","VIAL-01",138,506.33269728711,118,"VIAL",-61.4961225364613,-20
1998,557.967621408444,"VIAL-01 1998","VIAL-01",111,525.49944853239,106,"VIAL",-32.4681728760537,-5
2000,709.651477601474,"VIAL-01 2000","VIAL-01",128,612.385618202753,115,"VIAL",-97.2658593987215,-13
1996,682.934333893537,"VIAL-02 1996","VIAL-02",138,539.272250418711,115,"VIAL",-143.662083474826,-23
2000,709.651477601474,"VIAL-02 2000","VIAL-02",128,612.385618202753,115,"VIAL",-97.2658593987215,-13
1990,733.513798781658,"VIAL-03 1990","VIAL-03",129,664.087861190257,119,"VIAL",-69.4259375914011,-10
1991,730.644415740559,"VIAL-03 1991","VIAL-03",125,629.692285847144,112,"VIAL",-100.952129893415,-13
1992,723.132393561758,"VIAL-03 1992","VIAL-03",135,652.467768216338,124,"VIAL",-70.6646253454205,-11
1993,780.257661077041,"VIAL-03 1993","VIAL-03",138,534.18010819241,112,"VIAL",-246.07755288463,-26
1994,697.292742114852,"VIAL-03 1994","VIAL-03",128,606.081088678392,116,"VIAL",-91.2116534364608,-12
1995,605.83167470969,"VIAL-03 1995","VIAL-03",133,514.510952556931,120,"VIAL",-91.3207221527584,-13
1996,642.476336650783,"VIAL-03 1996","VIAL-03",132,539.272250418711,115,"VIAL",-103.204086232072,-17
1997,542.343766737316,"VIAL-03 1997","VIAL-03",134,506.33269728711,120,"VIAL",-36.0110694502052,-14
1998,564.993479176862,"VIAL-03 1998","VIAL-03",112,525.49944853239,106,"VIAL",-39.4940306444719,-6
1999,624.922878748044,"VIAL-03 1999","VIAL-03",125,583.972194108875,119,"VIAL",-40.9506846391697,-6
2000,696.318965860522,"VIAL-03 2000","VIAL-03",127,627.994805286211,118,"VIAL",-68.3241605743112,-9
2001,697.971420119001,"VIAL-03 2001","VIAL-03",125,604.59228130111,117,"VIAL",-93.3791388178907,-8
1996,1388.65454032035,"VICA-01 1996","VICA-01",193,527.828639613415,114,"VICA",-860.825900706937,-79
1999,1070.30792592835,"VICA-01 1999","VICA-01",164,521.610421039625,108,"VICA",-548.697504888725,-56
1994,1147.43875163008,"VICA-03 1994","VICA-03",169,601.081088678392,115,"VICA",-546.357662951691,-54
1995,699.912919001332,"VICA-03 1995","VICA-03",144,514.510952556931,120,"VICA",-185.401966444401,-24
1990,1410.82992414408,"LYLI-01 1990","LYLI-01",185,744.443876342081,130,"LYLI",-666.386047802001,-55
1991,1294.24530892524,"LYLI-01 1991","LYLI-01",169,760.407450712384,129,"LYLI",-533.837858212852,-40
1994,1254.20878371618,"LYLI-01 1994","LYLI-01",176,748.129557888084,135,"LYLI",-506.079225828099,-41
1997,1174.91215623473,"LYLI-01 1997","LYLI-01",188,567.828819823572,138,"LYLI",-607.083336411155,-50
2000,1304.85221349178,"LYLI-01 2000","LYLI-01",184,757.408380567407,131,"LYLI",-547.443832924373,-53
1994,748.129557888084,"ARSP-01 1994","ARSP-01",135,623.800325023225,118,"ARSP",-124.329232864859,-17
1990,753.817805887923,"SAPU-01 1990","SAPU-01",131,650.115585920037,118,"SAPU",-103.702219967886,-13
1991,730.644415740559,"SAPU-01 1991","SAPU-01",125,517.974088617497,97,"SAPU",-212.670327123061,-28
1992,751.059721451056,"SAPU-01 1992","SAPU-01",138,573.346394587104,113,"SAPU",-177.713326863951,-25
1993,682.486764513333,"SAPU-01 1993","SAPU-01",129,502.086680518834,109,"SAPU",-180.400083994499,-20
1994,748.129557888084,"SAPU-01 1994","SAPU-01",135,523.821630120167,104,"SAPU",-224.307927767917,-31
1995,640.60553719923,"SAPU-01 1995","SAPU-01",138,487.606076857326,114,"SAPU",-152.999460341904,-24
1996,668.900254424202,"SAPU-01 1996","SAPU-01",136,431.112052337541,98,"SAPU",-237.78820208666,-38
1997,582.127301862138,"SAPU-01 1997","SAPU-01",142,435.861611326023,103,"SAPU",-146.265690536115,-39
1998,639.292408152087,"SAPU-01 1998","SAPU-01",122,525.49944853239,106,"SAPU",-113.792959619697,-16
1999,663.727558533817,"SAPU-01 1999","SAPU-01",130,478.222399273948,100,"SAPU",-185.505159259869,-30
