"","id","name","GEN.SPA","treatment","Force","Light","Chill","good_flaskid","treatcode","Flo.poss.","Dead.alive","photoperiod","temp_day","temp_night","chilldays","p_z","f_z","c_z","phase","DOY","surv","floposs"
"235","ACERUB27 HF DB_CS1_20","ACERUB27 HF DB","ACE.RUB","CS1","C","S",1,"CS1_20","C_S_1","?","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"236","ILEMUC 13 HF DB_CS1_20","ILEMUC 13 HF DB","ILE.MUC","CS1","C","S",1,"CS1_20","C_S_1","?","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"237","ILEMUC 14 HF DB_CS1_2","ILEMUC 14 HF DB","ILE.MUC","CS1","C","S",1,"CS1_2","C_S_1","?","?",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"238","ACEPEN18 HF DB_CS1_19","ACEPEN18 HF DB","ACE.PEN","CS1","C","S",1,"CS1_19","C_S_1","Y","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",54,0,1
"239","PRUVIR 4 HF DB_CS1_19","PRUVIR 4 HF DB","PRU.VIR","CS1","C","S",1,"CS1_19","C_S_1","?","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"240","ACEPEN19 HF DB_CS1_18","ACEPEN19 HF DB","ACE.PEN","CS1","C","S",1,"CS1_18","C_S_1","Y","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",54,0,1
"241","PRUVIR 4 HF DB_CS1_18","PRUVIR 4 HF DB","PRU.VIR","CS1","C","S",1,"CS1_18","C_S_1","?","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"242","ILEMUC 10 HF DB_CS1_16","ILEMUC 10 HF DB","ILE.MUC","CS1","C","S",1,"CS1_16","C_S_1","?","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"243","COMPER 1 HF DB_CS1_15","COMPER 1 HF DB","COM.PER","CS1","C","S",1,"CS1_15","C_S_1","Y","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",30,0,1
"244","CORCOR09_HF_CS1_15","CORCOR09_HF","COR.COR","CS1","C","S",1,"CS1_15","C_S_1","Y","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",40,0,1
"245","ILEVER05 HF DB_CS1_14","ILEVER05 HF DB","ILE.VER","CS1","C","S",1,"CS1_14","C_S_1","Y","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"246","PRUVIR 5 HF DB_CS1_14","PRUVIR 5 HF DB","PRU.VIR","CS1","C","S",1,"CS1_14","C_S_1","?","?",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"247","ILEVER6 HF DB_CS1_13","ILEVER6 HF DB","ILE.VER","CS1","C","S",1,"CS1_13","C_S_1","Y","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",104,0,1
"248","PRUPEN16 HF DB_CS1_13","PRUPEN16 HF DB","PRU.PEN","CS1","C","S",1,"CS1_13","C_S_1","Y","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",45,0,1
"249","PRUVIR 5 HF DB_CS1_13","PRUVIR 5 HF DB","PRU.VIR","CS1","C","S",1,"CS1_13","C_S_1","?","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"250","VACCOR 10 HF DB_CS1_11","VACCOR 10 HF DB","VAC.COR","CS1","C","S",1,"CS1_11","C_S_1","Y","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",33,0,1
"251","ACEPEN16 HF DB_CL1_9","ACEPEN16 HF DB","ACE.PEN","CL1","C","L",1,"CL1_9","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",56,0,1
"252","COMPER 3 HF DB_CL1_8","COMPER 3 HF DB","COM.PER","CL1","C","L",1,"CL1_8","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",35,0,1
"253","ACEPEN16 HF DB_CL1_7","ACEPEN16 HF DB","ACE.PEN","CL1","C","L",1,"CL1_7","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",45,0,1
"254","ILEMUC 12 HF DB_CL1_7","ILEMUC 12 HF DB","ILE.MUC","CL1","C","L",1,"CL1_7","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",54,0,1
"255","ILEMUC 11 HF DB_CL1_6","ILEMUC 11 HF DB","ILE.MUC","CL1","C","L",1,"CL1_6","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",54,0,1
"256","COMPER 2 HF DB_CL1_5","COMPER 2 HF DB","COM.PER","CL1","C","L",1,"CL1_5","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",35,0,1
"257","PRUVIR 2 HF DB_CL1_5","PRUVIR 2 HF DB","PRU.VIR","CL1","C","L",1,"CL1_5","C_L_1","?","?",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"258","COMPER 1 HF DB_CL1_3","COMPER 1 HF DB","COM.PER","CL1","C","L",1,"CL1_3","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",30,0,1
"259","CORCOR07_HF_CL1_3","CORCOR07_HF","COR.COR","CL1","C","L",1,"CL1_3","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",62,0,1
"260","ILEMUC 9 HF DB_CL1_3","ILEMUC 9 HF DB","ILE.MUC","CL1","C","L",1,"CL1_3","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",42,0,1
"261","ACEPEN17 HF DB_CL1_24","ACEPEN17 HF DB","ACE.PEN","CL1","C","L",1,"CL1_24","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",54,0,1
"262","COMPER 1 HF DB_CL1_24","COMPER 1 HF DB","COM.PER","CL1","C","L",1,"CL1_24","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",19,0,1
"263","CORCOR 17 HF DB_CL1_23","CORCOR 17 HF DB","COR.COR","CL1","C","L",1,"CL1_23","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",45,0,1
"264","PRUPEN 22 HF DB_CL1_23","PRUPEN 22 HF DB","PRU.PEN","CL1","C","L",1,"CL1_23","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",35,0,1
"265","CORCOR 15 HF DB_CL1_22","CORCOR 15 HF DB","COR.COR","CL1","C","L",1,"CL1_22","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",33,0,1
"266","VIBACE07 HF DB_CL1_22","VIBACE07 HF DB","VIB.ACE","CL1","C","L",1,"CL1_22","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",73,0,1
"267","CORCOR 15 HF DB_CL1_21","CORCOR 15 HF DB","COR.COR","CL1","C","L",1,"CL1_21","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",33,0,1
"268","VACCOR 6 HF DB_CL1_21","VACCOR 6 HF DB","VAC.COR","CL1","C","L",1,"CL1_21","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",33,0,1
"269","COMPER 1 HF DB_CL1_20","COMPER 1 HF DB","COM.PER","CL1","C","L",1,"CL1_20","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",37,0,1
"270","VACCOR 8 HF DB_CL1_20","VACCOR 8 HF DB","VAC.COR","CL1","C","L",1,"CL1_20","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",26,0,1
"271","PRUVIR 5 HF DB_CL1_19","PRUVIR 5 HF DB","PRU.VIR","CL1","C","L",1,"CL1_19","C_L_1","?","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"272","PRUVIR 4 HF DB_CL1_18","PRUVIR 4 HF DB","PRU.VIR","CL1","C","L",1,"CL1_18","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",79,0,1
"273","VIBACE5 HF DB_CL1_18","VIBACE5 HF DB","VIB.ACE","CL1","C","L",1,"CL1_18","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",76,0,1
"274","ILEMUC 12 HF DB_CL1_17","ILEMUC 12 HF DB","ILE.MUC","CL1","C","L",1,"CL1_17","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",45,0,1
"275","PRUVIR 6 HF DB_CL1_17","PRUVIR 6 HF DB","PRU.VIR","CL1","C","L",1,"CL1_17","C_L_1","?","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"276","VACCOR 2 HF DB_CL1_17","VACCOR 2 HF DB","VAC.COR","CL1","C","L",1,"CL1_17","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",35,0,1
"277","COMPER 1 HF DB_CL1_16","COMPER 1 HF DB","COM.PER","CL1","C","L",1,"CL1_16","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",28,0,1
"278","ILEVER09 HF DB1_CL1_15","ILEVER09 HF DB1","ILE.VER","CL1","C","L",1,"CL1_15","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"279","VACCOR 2 HF DB_CL1_14","VACCOR 2 HF DB","VAC.COR","CL1","C","L",1,"CL1_14","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",30,0,1
"280","PRUVIR 6 HF DB_CL1_13","PRUVIR 6 HF DB","PRU.VIR","CL1","C","L",1,"CL1_13","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",76,0,1
"281","ACERUB22 HF DB_CL1_12","ACERUB22 HF DB","ACE.RUB","CL1","C","L",1,"CL1_12","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"282","VIBACE10 HF DB_CL1_12","VIBACE10 HF DB","VIB.ACE","CL1","C","L",1,"CL1_12","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",82,0,1
"283","ACEPEN15 HF DB_CL1_11","ACEPEN15 HF DB","ACE.PEN","CL1","C","L",1,"CL1_11","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",59,0,1
"284","PRUPEN 26 HF DB_CL1_11","PRUPEN 26 HF DB","PRU.PEN","CL1","C","L",1,"CL1_11","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",33,0,1
"285","VACCOR 1 HF DB_CL1_1","VACCOR 1 HF DB","VAC.COR","CL1","C","L",1,"CL1_1","C_L_1","Y","A",12,18,12,56,7.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",33,0,1
"286","COMPER 3 HF DB_WS0_9","COMPER 3 HF DB","COM.PER","WL0","W","L",0,"WS0_9","W_S_0","?","?",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"287","CORCOR 17 HF DB_WS0_6","CORCOR 17 HF DB","COR.COR","WL0","W","L",0,"WS0_6","W_S_0","Y","A",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",58,0,1
"288","PRUPEN 24 HF DB_WS0_6","PRUPEN 24 HF DB","PRU.PEN","WL0","W","L",0,"WS0_6","W_S_0","Y","A",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",19,0,1
"289","ACERUB26 HF DB_WS0_3","ACERUB26 HF DB","ACE.RUB","WL0","W","L",0,"WS0_3","W_S_0","?","?",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"290","ILEMUC 13 HF DB_WS0_3","ILEMUC 13 HF DB","ILE.MUC","WL0","W","L",0,"WS0_3","W_S_0","?","?",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"291","VACCOR 89 HF DB_WS0_24","VACCOR 89 HF DB","VAC.COR","WL0","W","L",0,"WS0_24","W_S_0","Y","A",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",50,0,1
"292","ACERUB23 HF DB_WS0_23","ACERUB23 HF DB","ACE.RUB","WL0","W","L",0,"WS0_23","W_S_0","?","?",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"293","PRUPEN 22 HF DB_WS0_22","PRUPEN 22 HF DB","PRU.PEN","WL0","W","L",0,"WS0_22","W_S_0","Y","A",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",21,0,1
"294","COMPER 6 HF DB_WS0_21","COMPER 6 HF DB","COM.PER","WL0","W","L",0,"WS0_21","W_S_0","Y","A",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",40,0,1
"295","PRUVIR 4 HF DB_WS0_21","PRUVIR 4 HF DB","PRU.VIR","WL0","W","L",0,"WS0_21","W_S_0","?","?",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"296","PRUPEN 22 HF DB_WS0_20","PRUPEN 22 HF DB","PRU.PEN","WL0","W","L",0,"WS0_20","W_S_0","Y","A",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",19,0,1
"297","VIBACE10 HF DB_WS0_20","VIBACE10 HF DB","VIB.ACE","WL0","W","L",0,"WS0_20","W_S_0","?","A",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",93,0,1
"298","COMPER 8 HF DB_WS0_2","COMPER 8 HF DB","COM.PER","WL0","W","L",0,"WS0_2","W_S_0","?","?",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"299","PRUVIR 6 HF DB_WS0_2","PRUVIR 6 HF DB","PRU.VIR","WL0","W","L",0,"WS0_2","W_S_0","Y","A",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",40,0,1
"300","CORCOR16 HF_WS0_19","CORCOR16 HF","COR.COR","WL0","W","L",0,"WS0_19","W_S_0","Y","A",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",107,0,1
"301","PRUPEN 23 HF DB_WS0_19","PRUPEN 23 HF DB","PRU.PEN","WL0","W","L",0,"WS0_19","W_S_0","?","?",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"302","ILEMUC 10 HF DB_WS0_18","ILEMUC 10 HF DB","ILE.MUC","WL0","W","L",0,"WS0_18","W_S_0","Y","A",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",30,0,1
"303","VIBACE02 HF DB_WS0_18","VIBACE02 HF DB","VIB.ACE","WL0","W","L",0,"WS0_18","W_S_0","?","A",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",110,0,1
"304","ACERUB25 HF DB_WS0_17","ACERUB25 HF DB","ACE.RUB","WL0","W","L",0,"WS0_17","W_S_0","?","?",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"305","COMPER 3 HF DB_WS0_16","COMPER 3 HF DB","COM.PER","WL0","W","L",0,"WS0_16","W_S_0","?","?",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"306","VIBACE02 HF DB_WS0_16","VIBACE02 HF DB","VIB.ACE","WL0","W","L",0,"WS0_16","W_S_0","?","?",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"307","ACERUB26 HF DB_WS0_15","ACERUB26 HF DB","ACE.RUB","WL0","W","L",0,"WS0_15","W_S_0","?","?",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"308","COMPER 8 HF DB_WS0_15","COMPER 8 HF DB","COM.PER","WL0","W","L",0,"WS0_15","W_S_0","?","?",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"309","PRUVIR 6 HF DB_WS0_15","PRUVIR 6 HF DB","PRU.VIR","WL0","W","L",0,"WS0_15","W_S_0","Y","A",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",79,0,1
"310","VACCOR 1 HF DB_WS0_14","VACCOR 1 HF DB","VAC.COR","WL0","W","L",0,"WS0_14","W_S_0","Y","A",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",35,0,1
"311","ACERUB23 HF DB_WS0_12","ACERUB23 HF DB","ACE.RUB","WL0","W","L",0,"WS0_12","W_S_0","?","?",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"312","PRUPEN 24 HF DB_WS0_12","PRUPEN 24 HF DB","PRU.PEN","WL0","W","L",0,"WS0_12","W_S_0","Y","A",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",19,0,1
"313","COMPER 6 HF DB_WS0_11","COMPER 6 HF DB","COM.PER","WL0","W","L",0,"WS0_11","W_S_0","?","?",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"314","ILEMUC 10 HF DB_WS0_11","ILEMUC 10 HF DB","ILE.MUC","WL0","W","L",0,"WS0_11","W_S_0","Y","A",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"315","ILEMUC 12 HF DB_WS0_10","ILEMUC 12 HF DB","ILE.MUC","WL0","W","L",0,"WS0_10","W_S_0","Y","A",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",82,0,1
"316","VIBACE07 HF DB_WS0_10","VIBACE07 HF DB","VIB.ACE","WL0","W","L",0,"WS0_10","W_S_0","?","?",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"317","ACERUB29 HF DB_WS0_1","ACERUB29 HF DB","ACE.RUB","WL0","W","L",0,"WS0_1","W_S_0","?","?",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"318","VACCOR 11 HF DB_WS0_1","VACCOR 11 HF DB","VAC.COR","WL0","W","L",0,"WS0_1","W_S_0","Y","A",12,24,18,28,7.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",19,0,1
"319","ILEMUC 13 HF DB_WL0_9","ILEMUC 13 HF DB","ILE.MUC","WS0","W","S",0,"WL0_9","W_L_0","?","?",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"320","ACERUB25 HF DB_WL0_8","ACERUB25 HF DB","ACE.RUB","WS0","W","S",0,"WL0_8","W_L_0","?","?",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"321","CORCOR06 HF_WL0_8","CORCOR06 HF","COR.COR","WS0","W","S",0,"WL0_8","W_L_0","?","A",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"322","ILEMUC 9 HF DB_WL0_8","ILEMUC 9 HF DB","ILE.MUC","WS0","W","S",0,"WL0_8","W_L_0","?","?",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"323","VACCOR 1 HF DB_WL0_6","VACCOR 1 HF DB","VAC.COR","WS0","W","S",0,"WL0_6","W_L_0","Y","A",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",47,0,1
"324","VIBACE02 HF DB_WL0_6","VIBACE02 HF DB","VIB.ACE","WS0","W","S",0,"WL0_6","W_L_0","?","?",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"325","ILEMUC 13 HF DB_WL0_5","ILEMUC 13 HF DB","ILE.MUC","WS0","W","S",0,"WL0_5","W_L_0","?","?",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"326","CORCOR 16 HF DB_WL0_4","CORCOR 16 HF DB","COR.COR","WS0","W","S",0,"WL0_4","W_L_0","?","?",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"327","ILEVER01 HF DB_WL0_4","ILEVER01 HF DB","ILE.VER","WS0","W","S",0,"WL0_4","W_L_0","?","?",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",30,0,1
"328","VIBACE08 HF DB_WL0_3","VIBACE08 HF DB","VIB.ACE","WS0","W","S",0,"WL0_3","W_L_0","?","?",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"329","CORCOR 16 HF DB_WL0_24","CORCOR 16 HF DB","COR.COR","WS0","W","S",0,"WL0_24","W_L_0","?","?",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"330","PRUVIR 4 HF DB_WL0_24","PRUVIR 4 HF DB","PRU.VIR","WS0","W","S",0,"WL0_24","W_L_0","?","?",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"331","CORCOR 16 HF DB_WL0_23","CORCOR 16 HF DB","COR.COR","WS0","W","S",0,"WL0_23","W_L_0","?","?",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"332","VACCOR 6 HF DB_WL0_23","VACCOR 6 HF DB","VAC.COR","WS0","W","S",0,"WL0_23","W_L_0","?","?",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"333","ACEPEN14 HF DB_WL0_22","ACEPEN14 HF DB","ACE.PEN","WS0","W","S",0,"WL0_22","W_L_0","?","A",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"334","COMPER ? HF DB_WL0_22","COMPER ? HF DB","COM.PER","WS0","W","S",0,"WL0_22","W_L_0","?","?",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"335","ILEMUC 11 HF DB_WL0_21","ILEMUC 11 HF DB","ILE.MUC","WS0","W","S",0,"WL0_21","W_L_0","?","?",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"336","ACEPEN15 HF DB_WL0_20","ACEPEN15 HF DB","ACE.PEN","WS0","W","S",0,"WL0_20","W_L_0","?","A",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",112,0,1
"337","ACERUB25 HF DB_WL0_20","ACERUB25 HF DB","ACE.RUB","WS0","W","S",0,"WL0_20","W_L_0","?","?",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"338","ACEPEN17 HF DB_WL0_2","ACEPEN17 HF DB","ACE.PEN","WS0","W","S",0,"WL0_2","W_L_0","?","?",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"339","PRUVIR 6 HF DB_WL0_2","PRUVIR 6 HF DB","PRU.VIR","WS0","W","S",0,"WL0_2","W_L_0","?","?",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"340","ILEMUC 10 HF DB_WL0_19","ILEMUC 10 HF DB","ILE.MUC","WS0","W","S",0,"WL0_19","W_L_0","?","?",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"341","PRUVIR 3 HF DB_WL0_19","PRUVIR 3 HF DB","PRU.VIR","WS0","W","S",0,"WL0_19","W_L_0","?","?",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"342","ACERUB25 HF DB_WL0_18","ACERUB25 HF DB","ACE.RUB","WS0","W","S",0,"WL0_18","W_L_0","?","?",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"343","VACCOR 7 HF DB_WL0_18","VACCOR 7 HF DB","VAC.COR","WS0","W","S",0,"WL0_18","W_L_0","Y","A",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",50,0,1
"344","ACERUB22 HF DB_WL0_17","ACERUB22 HF DB","ACE.RUB","WS0","W","S",0,"WL0_17","W_L_0","?","?",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"345","ILEMUC 10 HF DB_WL0_17","ILEMUC 10 HF DB","ILE.MUC","WS0","W","S",0,"WL0_17","W_L_0","?","?",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"346","VIBACE5 HF DB_WL0_17","VIBACE5 HF DB","VIB.ACE","WS0","W","S",0,"WL0_17","W_L_0","?","A",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"347","VACCOR 11 HF DB_WL0_16","VACCOR 11 HF DB","VAC.COR","WS0","W","S",0,"WL0_16","W_L_0","Y","A",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",26,0,1
"348","VIBACE01 HF DB_WL0_16","VIBACE01 HF DB","VIB.ACE","WS0","W","S",0,"WL0_16","W_L_0","?","A",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"349","ACEPEN18 HF DB_WL0_15","ACEPEN18 HF DB","ACE.PEN","WS0","W","S",0,"WL0_15","W_L_0","?","A",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",101,0,1
"350","ACERUB23 HF DB_WL0_15","ACERUB23 HF DB","ACE.RUB","WS0","W","S",0,"WL0_15","W_L_0","?","?",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
"351","COMPER 3 HF DB_WL0_14","COMPER 3 HF DB","COM.PER","WS0","W","S",0,"WL0_14","W_L_0","?","?",8,24,18,28,3.00434216321592,17.0060790285023,25.0026052979295,"Lexpand_day.11.",120,1,1
