"","s_id","locale","lon","lat","alt","plant_id","cult_id","year","flo_day","leaf_day","FLS"
"946","6873","46.4667,15.7667","15.7667","46.4667","240","106","20","1970",122,117,-5
"947","6874","46.8333,16.3","16.3","46.8333","308","106","20","1970",116,114,-2
"948","6875","46.2,15.5333","15.5333","46.2","245","106","20","1970",113,110,-3
"949","19291","45.6,17.233","17.233","45.6","161","106","20","1970",110,112,2
"950","19293","44.533,15.4","15.4","44.533","566","106","20","1970",126,126,0
"951","19295","46.033,16.55","16.55","46.033","138","106","20","1970",111,109,-2
"952","19297","45.267,15.283","15.283","45.267","325","106","20","1970",113,110,-3
"953","19300","45.817,16.033","16.033","45.817","121","106","20","1970",110,110,0
"956","6862","46.0167,15.7","15.7","46.0167","179","106","20","1971",110,106,-4
"957","6863","46.25,15.25","15.25","46.25","244","106","20","1971",114,113,-1
"958","6864","45.9333,15.5833","15.5833","45.9333","150","106","20","1971",110,107,-3
"959","6865","45.5667,14.25","14.25","45.5667","424","106","20","1971",110,107,-3
"960","6866","46.5667,15.95","15.95","46.5667","310","106","20","1971",108,103,-5
"961","6868","46.0667,14.5167","14.5167","46.0667","299","106","20","1971",113,111,-2
"962","6870","45.8,15.1833","15.1833","45.8","220","106","20","1971",112,110,-2
"963","6872","46.5,13.7167","13.7167","46.5","864","106","20","1971",128,125,-3
"964","6873","46.4667,15.7667","15.7667","46.4667","240","106","20","1971",110,110,0
"965","6874","46.8333,16.3","16.3","46.8333","308","106","20","1971",112,110,-2
"966","6875","46.2,15.5333","15.5333","46.2","245","106","20","1971",110,109,-1
"967","19291","45.6,17.233","17.233","45.6","161","106","20","1971",105,105,0
"968","19293","44.533,15.4","15.4","44.533","566","106","20","1971",125,127,2
"969","19295","46.033,16.55","16.55","46.033","138","106","20","1971",100,102,2
"970","19296","45.367,18.233","18.233","45.367","231","106","20","1971",99,101,2
"971","19297","45.267,15.283","15.283","45.267","325","106","20","1971",107,107,0
"972","19300","45.817,16.033","16.033","45.817","121","106","20","1971",102,106,4
"975","6862","46.0167,15.7","15.7","46.0167","179","106","20","1972",91,90,-1
"976","6863","46.25,15.25","15.25","46.25","244","106","20","1972",100,101,1
"977","6864","45.9333,15.5833","15.5833","45.9333","150","106","20","1972",93,95,2
"978","6865","45.5667,14.25","14.25","45.5667","424","106","20","1972",101,99,-2
"979","6866","46.5667,15.95","15.95","46.5667","310","106","20","1972",89,92,3
"980","6868","46.0667,14.5167","14.5167","46.0667","299","106","20","1972",100,101,1
"981","6870","45.8,15.1833","15.1833","45.8","220","106","20","1972",94,92,-2
"982","6872","46.5,13.7167","13.7167","46.5","864","106","20","1972",121,123,2
"983","6873","46.4667,15.7667","15.7667","46.4667","240","106","20","1972",97,98,1
"984","6874","46.8333,16.3","16.3","46.8333","308","106","20","1972",88,93,5
"985","6875","46.2,15.5333","15.5333","46.2","245","106","20","1972",100,101,1
"986","19291","45.6,17.233","17.233","45.6","161","106","20","1972",100,99,-1
"987","19295","46.033,16.55","16.55","46.033","138","106","20","1972",95,94,-1
"988","19296","45.367,18.233","18.233","45.367","231","106","20","1972",90,90,0
"989","19297","45.267,15.283","15.283","45.267","325","106","20","1972",95,94,-1
"990","19300","45.817,16.033","16.033","45.817","121","106","20","1972",90,88,-2
"992","6862","46.0167,15.7","15.7","46.0167","179","106","20","1973",107,107,0
"993","6863","46.25,15.25","15.25","46.25","244","106","20","1973",117,117,0
"994","6864","45.9333,15.5833","15.5833","45.9333","150","106","20","1973",106,108,2
"995","6865","45.5667,14.25","14.25","45.5667","424","106","20","1973",112,118,6
"996","6866","46.5667,15.95","15.95","46.5667","310","106","20","1973",99,100,1
"997","6868","46.0667,14.5167","14.5167","46.0667","299","106","20","1973",119,119,0
"998","6869","45.9,13.6333","13.6333","45.9","55","106","20","1973",109,98,-11
"999","6870","45.8,15.1833","15.1833","45.8","220","106","20","1973",113,112,-1
"1000","6872","46.5,13.7167","13.7167","46.5","864","106","20","1973",121,124,3
"1001","6873","46.4667,15.7667","15.7667","46.4667","240","106","20","1973",107,106,-1
"1002","6874","46.8333,16.3","16.3","46.8333","308","106","20","1973",124,130,6
"1003","6875","46.2,15.5333","15.5333","46.2","245","106","20","1973",118,115,-3
"1004","19291","45.6,17.233","17.233","45.6","161","106","20","1973",102,104,2
