"","s_id","locale","lon","lat","alt","plant_id","cult_id","year","flo_day","leaf_day","FLS"
"117","19293","44.533,15.4","15.4","44.533","566","222","130","1985",118,121,3
"118","19295","46.033,16.55","16.55","46.033","138","222","130","1985",107,111,4
"119","19296","45.367,18.233","18.233","45.367","231","222","130","1985",102,104,2
"120","19297","45.267,15.283","15.283","45.267","325","222","130","1985",110,112,2
"121","19291","45.6,17.233","17.233","45.6","161","222","130","1986",110,111,1
"122","19293","44.533,15.4","15.4","44.533","566","222","130","1986",116,117,1
"123","19295","46.033,16.55","16.55","46.033","138","222","130","1986",114,116,2
"124","19296","45.367,18.233","18.233","45.367","231","222","130","1986",107,111,4
"125","19297","45.267,15.283","15.283","45.267","325","222","130","1986",112,116,4
"126","19298","44.75,14.767","14.767","44.75","26","222","130","1986",99,102,3
"127","19291","45.6,17.233","17.233","45.6","161","222","130","1987",108,112,4
"128","19293","44.533,15.4","15.4","44.533","566","222","130","1987",118,121,3
"129","19295","46.033,16.55","16.55","46.033","138","222","130","1987",109,113,4
"130","19296","45.367,18.233","18.233","45.367","231","222","130","1987",108,109,1
"131","19297","45.267,15.283","15.283","45.267","325","222","130","1987",112,114,2
"132","19298","44.75,14.767","14.767","44.75","26","222","130","1987",101,104,3
"133","19291","45.6,17.233","17.233","45.6","161","222","130","1988",107,110,3
"134","19293","44.533,15.4","15.4","44.533","566","222","130","1988",114,118,4
"135","19296","45.367,18.233","18.233","45.367","231","222","130","1988",105,107,2
"136","19297","45.267,15.283","15.283","45.267","325","222","130","1988",109,113,4
"137","19298","44.75,14.767","14.767","44.75","26","222","130","1988",98,102,4
"138","19291","45.6,17.233","17.233","45.6","161","222","130","1989",88,90,2
"139","19293","44.533,15.4","15.4","44.533","566","222","130","1989",96,101,5
"140","19295","46.033,16.55","16.55","46.033","138","222","130","1989",87,90,3
"141","19296","45.367,18.233","18.233","45.367","231","222","130","1989",86,90,4
"142","19297","45.267,15.283","15.283","45.267","325","222","130","1989",82,91,9
"143","19298","44.75,14.767","14.767","44.75","26","222","130","1989",82,85,3
"144","19291","45.6,17.233","17.233","45.6","161","222","130","1990",83,89,6
"145","19293","44.533,15.4","15.4","44.533","566","222","130","1990",99,102,3
"146","19295","46.033,16.55","16.55","46.033","138","222","130","1990",86,90,4
"147","19296","45.367,18.233","18.233","45.367","231","222","130","1990",84,86,2
"148","19297","45.267,15.283","15.283","45.267","325","222","130","1990",89,94,5
"149","19298","44.75,14.767","14.767","44.75","26","222","130","1990",77,82,5
"150","19291","45.6,17.233","17.233","45.6","161","222","130","1991",94,97,3
"151","19293","44.533,15.4","15.4","44.533","566","222","130","1991",107,112,5
"152","19295","46.033,16.55","16.55","46.033","138","222","130","1991",96,99,3
"153","19296","45.367,18.233","18.233","45.367","231","222","130","1991",95,97,2
