"","s_id","locale","lon","lat","alt","plant_id","cult_id","year","flo_day","leaf_day","FLS"
"1205","2037","50.0167,8.78333","8.78333","50.0167","150","129","70","1953",165,102,-63
"1208","2049","50.1167,8.91667","8.91667","50.1167","110","129","70","1953",171,110,-61
"1212","2305","50.0833,8.51667","8.51667","50.0833","95","129","70","1953",165,104,-61
"1216","2355","50.1667,8.98333","8.98333","50.1667","120","129","70","1953",176,111,-65
"1218","2363","50.3167,8.15","8.15","50.3167","200","129","70","1953",179,118,-61
"1223","2496","49.75,7.3","7.3","49.75","450","129","70","1953",178,113,-65
"1224","2552","50.1667,7.55","7.55","50.1667","450","129","70","1953",181,113,-68
"1227","2661","50.6667,7.81667","7.81667","50.6667","360","129","70","1953",180,120,-60
"1228","2670","50.5667,7.96667","7.96667","50.5667","340","129","70","1953",197,133,-64
"1229","2676","50.2,7.86667","7.86667","50.2","260","129","70","1953",174,114,-60
"1232","2778","49.55,7.4","7.4","49.55","240","129","70","1953",166,103,-63
"1233","2810","49.2167,7.56667","7.56667","49.2167","350","129","70","1953",152,97,-55
"1235","2861","48.8667,10.1167","10.1167","48.8667","430","129","70","1953",172,116,-56
"1240","2904","48.7,9.7","9.7","48.7","340","129","70","1953",181,156,-25
"1243","2914","48.6333,10.0167","10.0167","48.6333","620","129","70","1953",191,128,-63
"1244","2915","48.6167,10.25","10.25","48.6167","460","129","70","1953",184,127,-57
"1249","2939","49.15,9.36667","9.36667","49.15","200","129","70","1953",165,124,-41
"1252","2956","48.75,8.86667","8.86667","48.75","400","129","70","1953",176,135,-41
"1253","2957","49,9.13333","9.13333","49","200","129","70","1953",155,130,-25
"1257","2972","49.5333,9.85","9.85","49.5333","330","129","70","1953",175,115,-60
"1261","2992","49.2833,9.56667","9.56667","49.2833","220","129","70","1953",172,117,-55
"1266","3014","49.0833,9.88333","9.88333","49.0833","370","129","70","1953",159,128,-31
"1267","3016","48.5833,10.0333","10.0333","48.5833","610","129","70","1953",169,118,-51
"1272","3053","49.1,8.65","8.65","49.1","140","129","70","1953",172,111,-61
"1277","3065","49.4,9.4","9.4","49.4","230","129","70","1953",166,120,-46
"1279","3078","49.5833,9.36667","9.36667","49.5833","400","129","70","1953",172,116,-56
"1282","3087","49.25,8.73333","8.73333","49.25","140","129","70","1953",161,108,-53
"1283","3088","49.3833,8.8","8.8","49.3833","130","129","70","1953",161,115,-46
"1284","3091","49.2667,8.75","8.75","49.2667","180","129","70","1953",166,105,-61
"1288","3105","48.9667,8.3","8.3","48.9667","120","129","70","1953",132,101,-31
"1290","3115","49.6167,8.65","8.65","49.6167","120","129","70","1953",166,110,-56
"1291","3118","49.4833,8.66667","8.66667","49.4833","120","129","70","1953",161,104,-57
"1294","3124","49.4667,9.21667","9.21667","49.4667","390","129","70","1953",174,111,-63
"1298","3143","49.3333,8.91667","8.91667","49.3333","210","129","70","1953",166,99,-67
"1301","3154","49.3667,8.95","8.95","49.3667","230","129","70","1953",180,125,-55
"1310","3231","47.7667,9","9","47.7667","420","129","70","1953",175,120,-55
"1318","3334","47.6167,8.31667","8.31667","47.6167","330","129","70","1953",176,120,-56
"1321","3482","47.7333,12.8833","12.8833","47.7333","480","129","70","1953",171,108,-63
"1322","3483","48.4,11.75","11.75","48.4","470","129","70","1953",178,122,-56
"1327","3500","48.2333,12.6833","12.6833","48.2333","400","129","70","1953",181,116,-65
"1332","3516","47.6833,11.5667","11.5667","47.6833","680","129","70","1953",176,152,-24
