"","id","name","GEN.SPA","Force","Light","Chill","good_flaskid","flo_day","Lbb_day","leaf_day","Lexpand_day","treatcode","Flo.poss.","Dead.alive"
"195","VIBACE11 HF DB_CS0_16","VIBACE11 HF DB","VIB.ACE","C","S",0,"CS0_16",NA,93,104,98,"C_S_0","Y","A"
"196","ACEPEN16 HF DB_CS0_15","ACEPEN16 HF DB","ACE.PEN","C","S",0,"CS0_15",NA,NA,NA,NA,"C_S_0","?","?"
"197","ACERUB23 HF DB_CS0_15","ACERUB23 HF DB","ACE.RUB","C","S",0,"CS0_15",NA,NA,NA,NA,"C_S_0","?","?"
"198","ILEVER01 HF DB_CS0_15","ILEVER01 HF DB","ILE.VER","C","S",0,"CS0_15",NA,56,68,61,"C_S_0","?","A"
"199","BETALL31 HF DB_CS0_14","BETALL31 HF DB","BET.ALL","C","S",0,"CS0_14",NA,82,101,96,"C_S_0","N","A"
"200","ILEMUC 9 HF DB_CS0_14","ILEMUC 9 HF DB","ILE.MUC","C","S",0,"CS0_14",NA,NA,NA,NA,"C_S_0","?","?"
"201","PRUPEN 23 HF DB_CS0_14","PRUPEN 23 HF DB","PRU.PEN","C","S",0,"CS0_14",NA,NA,NA,NA,"C_S_0","?","?"
"202","BETALL31 HF DB_CS0_13","BETALL31 HF DB","BET.ALL","C","S",0,"CS0_13",NA,87,96,96,"C_S_0","N","A"
"203","COMPER 6 HF DB_CS0_13","COMPER 6 HF DB","COM.PER","C","S",0,"CS0_13",NA,NA,NA,NA,"C_S_0","?","?"
"204","ILEMUC 10 HF DB_CS0_13","ILEMUC 10 HF DB","ILE.MUC","C","S",0,"CS0_13",NA,NA,NA,NA,"C_S_0","?","?"
"205","ILEMUC 12 HF DB_CS0_12","ILEMUC 12 HF DB","ILE.MUC","C","S",0,"CS0_12",NA,NA,NA,NA,"C_S_0","?","?"
"206","PRUVIR 3 HF DB_CS0_12","PRUVIR 3 HF DB","PRU.VIR","C","S",0,"CS0_12",NA,NA,NA,NA,"C_S_0","?","?"
"207","VACCOR 3 HF DB_CS0_12","VACCOR 3 HF DB","VAC.COR","C","S",0,"CS0_12",NA,NA,NA,NA,"C_S_0","N","?"
"208","ACESAC17 HF DB_CS0_11","ACESAC17 HF DB","ACE.SAC","C","S",0,"CS0_11",NA,NA,NA,NA,"C_S_0","N","?"
"209","VACCOR 3 HF DB_CS0_11","VACCOR 3 HF DB","VAC.COR","C","S",0,"CS0_11",NA,NA,NA,NA,"C_S_0","Y","A"
"210","VIBACE4 HF DB_CS0_11","VIBACE4 HF DB","VIB.ACE","C","S",0,"CS0_11",NA,NA,NA,NA,"C_S_0","?","?"
"211","ACEPEN14 HF DB_CS0_10","ACEPEN14 HF DB","ACE.PEN","C","S",0,"CS0_10",NA,NA,NA,NA,"C_S_0","?","?"
"212","ACESAC11 HF DB_CS0_10","ACESAC11 HF DB","ACE.SAC","C","S",0,"CS0_10",NA,NA,NA,NA,"C_S_0","N","?"
"213","PRUVIR 7 HF DB_CS0_10","PRUVIR 7 HF DB","AME.SPP","C","S",0,"CS0_10",NA,NA,NA,NA,NA,NA,NA
"214","ACEPEN20 HF DB_CS0_1","ACEPEN20 HF DB","ACE.PEN","C","S",0,"CS0_1",NA,NA,NA,NA,"C_S_0","?","?"
"215","CORCOR06 HF_CS0_1","CORCOR06 HF","COR.COR","C","S",0,"CS0_1",NA,NA,NA,NA,"C_S_0","Y","?"
"216","PRUVIR 2 HF DB_CS0_1","PRUVIR 2 HF DB","PRU.VIR","C","S",0,"CS0_1",NA,NA,NA,NA,"C_S_0","?","?"
"217","BETALL32 HF DB_CL0_9","BETALL32 HF DB","BET.ALL","C","L",0,"CL0_9",NA,NA,82,76,"C_L_0","N","D"
"218","ILEVER06 HF DB_CL0_9","ILEVER06 HF DB","ILE.VER","C","L",0,"CL0_9",NA,NA,NA,NA,"C_L_0","N","D"
"219","VACCOR 6 HF DB_CL0_9","VACCOR 6 HF DB","VAC.COR","C","L",0,"CL0_9",NA,NA,NA,NA,"C_L_0","N","D"
"220","ACESAC19 HF DB_CL0_8","ACESAC19 HF DB","ACE.SAC","C","L",0,"CL0_8",NA,NA,NA,NA,"C_L_0","N","?"
"221","COMPER 1 HF DB_CL0_8","COMPER 1 HF DB","COM.PER","C","L",0,"CL0_8",NA,NA,NA,NA,"C_L_0","?","?"
"222","PRUVIR 5 HF DB_CL0_8","PRUVIR 5 HF DB","PRU.VIR","C","L",0,"CL0_8",NA,NA,NA,NA,"C_L_0","?","?"
"223","ACEPEN20 HF DB_CL0_7","ACEPEN20 HF DB","ACE.PEN","C","L",0,"CL0_7",NA,NA,107,104,"C_L_0","?","A"
"224","ACERUB25 HF DB_CL0_7","ACERUB25 HF DB","ACE.RUB","C","L",0,"CL0_7",NA,NA,NA,NA,"C_L_0","?","A"
"225","ACESAC11 HF DB_CL0_7","ACESAC11 HF DB","ACE.SAC","C","L",0,"CL0_7",NA,NA,NA,NA,"C_L_0","N","?"
"226","ACEPEN18 HF DB_CL0_6","ACEPEN18 HF DB","ACE.PEN","C","L",0,"CL0_6",93,61,68,63,"C_L_0","Y","A"
"227","ACERUB25 HF DB_CL0_6","ACERUB25 HF DB","ACE.RUB","C","L",0,"CL0_6",NA,NA,NA,NA,"C_L_0","?","?"
"228","ILEMUC 10 HF DB_CL0_6","ILEMUC 10 HF DB","ILE.MUC","C","L",0,"CL0_6",NA,104,110,107,"C_L_0","Y","A"
"229","ACEPEN16 HF DB_CL0_5","ACEPEN16 HF DB","ACE.PEN","C","L",0,"CL0_5",NA,NA,NA,NA,"C_L_0","?","?"
"230","ILEMUC 13 HF DB_CL0_5","ILEMUC 13 HF DB","ILE.MUC","C","L",0,"CL0_5",73,70,76,73,"C_L_0","Y","A"
"231","VIBACE06 HF DB_CL0_5","VIBACE06 HF DB","VIB.ACE","C","L",0,"CL0_5",NA,NA,NA,NA,"C_L_0","?","?"
"232","BETALL32 HF DB_CL0_4","BETALL32 HF DB","BET.ALL","C","L",0,"CL0_4",NA,82,93,84,"C_L_0","N","A"
"233","COMPER 2 HF DB_CL0_4","COMPER 2 HF DB","COM.PER","C","L",0,"CL0_4",NA,NA,NA,NA,"C_L_0","?","?"
"234","PRUVIR 2 HF DB_CL0_4","PRUVIR 2 HF DB","PRU.VIR","C","L",0,"CL0_4",NA,NA,NA,NA,"C_L_0","?","?"
"235","COMPER 4 HF DB_CL0_3","COMPER 4 HF DB","COM.PER","C","L",0,"CL0_3",30,NA,NA,NA,"C_L_0","Y","A"
"236","CORCOR07_HF_CL0_3","CORCOR07_HF","COR.COR","C","L",0,"CL0_3",NA,96,107,101,"C_L_0","?","A"
"237","ILEMUC 13 HF DB_CL0_3","ILEMUC 13 HF DB","ILE.MUC","C","L",0,"CL0_3",107,82,93,90,"C_L_0","Y","A"
"238","COMPER 4 HF DB_CL0_24","COMPER 4 HF DB","COM.PER","C","L",0,"CL0_24",33,NA,NA,NA,"C_L_0","Y","A"
"239","PRUPEN17 HF DB_CL0_24","PRUPEN17 HF DB","PRU.PEN","C","L",0,"CL0_24",NA,35,NA,NA,"C_L_0","?","?"
"240","PRUVIR 4 HF DB_CL0_24","PRUVIR 4 HF DB","PRU.VIR","C","L",0,"CL0_24",NA,NA,NA,NA,"C_L_0","?","?"
"241","ACESAC12 HF DB_CL0_23","ACESAC12 HF DB","ACE.SAC","C","L",0,"CL0_23",NA,NA,NA,NA,"C_L_0","N","?"
"242","PRUPEN 23 HF DB_CL0_23","PRUPEN 23 HF DB","PRU.PEN","C","L",0,"CL0_23",NA,NA,NA,NA,"C_L_0","?","?"
"243","VACCOR 11 HF DB_CL0_23","VACCOR 11 HF DB","VAC.COR","C","L",0,"CL0_23",33,90,107,101,"C_L_0","Y","A"
"244","ACEPEN19 HF DB_CL0_22","ACEPEN19 HF DB","ACE.PEN","C","L",0,"CL0_22",87,76,90,84,"C_L_0","Y","A"
"245","ACESAC18 HF DB_CL0_22","ACESAC18 HF DB","ACE.SAC","C","L",0,"CL0_22",NA,NA,NA,NA,"C_L_0","N","?"
"246","VIBACE06 HF DB_CL0_22","VIBACE06 HF DB","VIB.ACE","C","L",0,"CL0_22",NA,NA,NA,NA,"C_L_0","?","?"
"247","ILEMUC 11 HF DB_CL0_21","ILEMUC 11 HF DB","ILE.MUC","C","L",0,"CL0_21",NA,90,NA,NA,"C_L_0","N","Y"
"248","PRUPEN 23 HF DB_CL0_21","PRUPEN 23 HF DB","PRU.PEN","C","L",0,"CL0_21",NA,NA,NA,NA,"C_L_0","N","D"
"249","VACCOR 3 HF DB_CL0_21","VACCOR 3 HF DB","VAC.COR","C","L",0,"CL0_21",93,NA,NA,NA,"C_L_0","Y","?"
"250","ACEPEN17 HF DB_CL0_20","ACEPEN17 HF DB","ACE.PEN","C","L",0,"CL0_20",NA,NA,NA,NA,"C_L_0","N","D"
"251","CORCOR10_HF_CL0_20","CORCOR10_HF","COR.COR","C","L",0,"CL0_20",52,82,96,90,"C_L_0","Y","A"
"252","PRUVIR 2 HF DB_CL0_20","PRUVIR 2 HF DB","PRU.VIR","C","L",0,"CL0_20",NA,NA,NA,NA,"C_L_0","?","?"
"253","BETALL33 HF DB_CL0_2","BETALL33 HF DB","BET.ALL","C","L",0,"CL0_2",NA,104,110,107,"C_L_0","N","A"
"254","ILEVER04 HF DB_CL0_2","ILEVER04 HF DB","ILE.VER","C","L",0,"CL0_2",NA,NA,NA,NA,"C_L_0","?","?"
"255","PRUPEN 22 HF DB_CL0_2","PRUPEN 22 HF DB","PRU.PEN","C","L",0,"CL0_2",NA,35,82,45,"C_L_0","N","A"
"256","ACERUB23 HF DB_CL0_19","ACERUB23 HF DB","ACE.RUB","C","L",0,"CL0_19",NA,NA,NA,NA,"C_L_0","?","?"
"257","PRUVIR 6 HF DB_CL0_19","PRUVIR 6 HF DB","PRU.VIR","C","L",0,"CL0_19",NA,NA,NA,NA,"C_L_0","?","?"
"258","VACCOR 11 HF DB_CL0_19","VACCOR 11 HF DB","VAC.COR","C","L",0,"CL0_19",45,84,110,101,"C_L_0","Y","A"
"259","COMPER 6 HF DB_CL0_18","COMPER 6 HF DB","COM.PER","C","L",0,"CL0_18",NA,NA,NA,NA,"C_L_0","Y","?"
"260","ILEMUC 12 HF DB_CL0_18","ILEMUC 12 HF DB","ILE.MUC","C","L",0,"CL0_18",NA,NA,NA,NA,"C_L_0","?","?"
"261","VIBACE10 HF DB_CL0_18","VIBACE10 HF DB","VIB.ACE","C","L",0,"CL0_18",NA,96,NA,104,"C_L_0","Y","A"
"262","ACERUB23 HF DB_CL0_17","ACERUB23 HF DB","ACE.RUB","C","L",0,"CL0_17",61,NA,NA,NA,"C_L_0","Y","A"
"263","BETALL31 HF DB_CL0_17","BETALL31 HF DB","BET.ALL","C","L",0,"CL0_17",NA,68,76,70,"C_L_0","N","A"
"264","CORCOR 16 HF DB_CL0_17","CORCOR 16 HF DB","COR.COR","C","L",0,"CL0_17",82,90,104,98,"C_L_0","Y","A"
"265","CORCOR09_HF_CL0_16","CORCOR09_HF","COR.COR","C","L",0,"CL0_16",NA,90,104,90,"C_L_0","?","A"
"266","VACCOR 1 HF DB_CL0_16","VACCOR 1 HF DB","VAC.COR","C","L",0,"CL0_16",40,63,104,101,"C_L_0","Y","A"
"267","VIBACE01 HF DB_CL0_16","VIBACE01 HF DB","VIB.ACE","C","L",0,"CL0_16",NA,63,90,82,"C_L_0","Y","A"
"268","BETALL34 HF DB_CL0_15","BETALL34 HF DB","BET.ALL","C","L",0,"CL0_15",NA,82,104,93,"C_L_0","N","A"
"269","CORCOR07_HF_CL0_15","CORCOR07_HF","COR.COR","C","L",0,"CL0_15",68,84,101,90,"C_L_0","Y","A"
"270","ILEVER04 HF DB_CL0_15","ILEVER04 HF DB","ILE.VER","C","L",0,"CL0_15",NA,NA,NA,NA,"C_L_0","N","?"
"271","ACERUB26 HF DB_CL0_14","ACERUB26 HF DB","ACE.RUB","C","L",0,"CL0_14",NA,NA,NA,NA,"C_L_0","?","?"
"272","BETALL26 HF DB_CL0_14","BETALL26 HF DB","BET.ALL","C","L",0,"CL0_14",NA,58,68,63,"C_L_0","N","A"
"273","VIBACE4 HF DB_CL0_14","VIBACE4 HF DB","VIB.ACE","C","L",0,"CL0_14",NA,112,NA,NA,"C_L_0","N","A"
"274","PRUPEN 24 HF DB_CL0_13","PRUPEN 24 HF DB","PRU.PEN","C","L",0,"CL0_13",NA,47,NA,52,"C_L_0","N","A"
"275","PRUVIR 7 HF DB_CL0_13","PRUVIR 7 HF DB","AME.SPP","C","L",0,"CL0_13",NA,NA,NA,NA,NA,NA,NA
"276","VACCOR 10 HF DB_CL0_13","VACCOR 10 HF DB","VAC.COR","C","L",0,"CL0_13",40,30,50,35,"C_L_0","Y","A"
"277","ACESAC11 HF DB_CL0_12","ACESAC11 HF DB","ACE.SAC","C","L",0,"CL0_12",NA,NA,NA,NA,"C_L_0","N","?"
"278","CORCOR09_HF_CL0_12","CORCOR09_HF","COR.COR","C","L",0,"CL0_12",73,87,104,93,"C_L_0","Y","D"
"279","ILEVER08 HF DB_CL0_12","ILEVER08 HF DB","ILE.VER","C","L",0,"CL0_12",NA,93,101,96,"C_L_0","N","A"
"280","ACEPEN17 HF DB_CL0_11","ACEPEN17 HF DB","ACE.PEN","C","L",0,"CL0_11",NA,NA,NA,NA,"C_L_0","N","D"
"281","ACESAC11 HF DB_CL0_11","ACESAC11 HF DB","ACE.SAC","C","L",0,"CL0_11",NA,NA,NA,NA,"C_L_0","N","?"
"282","ILEVER05 HF DB_CL0_11","ILEVER05 HF DB","ILE.VER","C","L",0,"CL0_11",NA,96,101,98,"C_L_0","N","A"
"283","ILEMUC 12 HF DB_CL0_10","ILEMUC 12 HF DB","ILE.MUC","C","L",0,"CL0_10",96,93,96,93,"C_L_0","Y","A"
"284","ILEVER07 HF DB_CL0_10","ILEVER07 HF DB","ILE.VER","C","L",0,"CL0_10",NA,47,52,50,"C_L_0","N","A"
"285","VIBACE06 HF DB_CL0_10","VIBACE06 HF DB","VIB.ACE","C","L",0,"CL0_10",NA,NA,NA,NA,"C_L_0","N","?"
"286","ACERUB27 HF DB_CL0_1","ACERUB27 HF DB","ACE.RUB","C","L",0,"CL0_1",NA,NA,NA,NA,"C_L_0","N","?"
"287","COMPER 2 HF DB_CL0_1","COMPER 2 HF DB","COM.PER","C","L",0,"CL0_1",30,NA,NA,NA,"C_L_0","Y","A"
"288","PRUPEN 21 HF DB_CL0_1","PRUPEN 21 HF DB","BET.SPP","C","L",0,"CL0_1",NA,50,61,52,NA,NA,NA
"289","ACERUB25 HF DB_WS1_9","ACERUB25 HF DB","ACE.RUB","W","S",1,"WS1_9",NA,NA,NA,NA,"W_S_1","?","A"
"290","CORCOR10_HF_WS1_9","CORCOR10_HF","COR.COR","W","S",1,"WS1_9",42,82,NA,94,"W_S_1","Y","A"
"291","VACCOR 9 HF DB_WS1_9","VACCOR 9 HF DB","VAC.COR","W","S",1,"WS1_9",24,12,22,17,"W_S_1","Y","A"
"292","COMPER 3 HF DB_WS1_8","COMPER 3 HF DB","COM.PER","W","S",1,"WS1_8",24,17,24,19,"W_S_1","Y","A"
"293","VACCOR 3 HF DB_WS1_8","VACCOR 3 HF DB","VAC.COR","W","S",1,"WS1_8",22,37,62,42,"W_S_1","Y","A"
"294","VIBACE4 HF DB_WS1_8","VIBACE4 HF DB","VIB.ACE","W","S",1,"WS1_8",NA,NA,NA,NA,"W_S_1","?","D"
"295","ACESAC19 HF DB_WS1_7","ACESAC19 HF DB","ACE.SAC","W","S",1,"WS1_7",NA,NA,NA,NA,"W_S_1","N","D"
"296","ILEVER10 HF DB_WS1_7","ILEVER10 HF DB","ILE.VER","W","S",1,"WS1_7",NA,NA,NA,NA,"W_S_1","?","D"
"297","VACCOR ? HF DB_WS1_7","VACCOR ? HF DB","VAC.COR","W","S",1,"WS1_7",26,7,33,14,"W_S_1","Y","A"
"298","ACESAC16 HF DB_WS1_6","ACESAC16 HF DB","ACE.SAC","W","S",1,"WS1_6",NA,NA,68,65,"W_S_1","N","A"
"299","BETALL34 HF DB_WS1_6","BETALL34 HF DB","BET.ALL","W","S",1,"WS1_6",NA,NA,54,42,"W_S_1","N","A"
"300","ILEVER08 HF DB_WS1_6","ILEVER08 HF DB","ILE.VER","W","S",1,"WS1_6",NA,14,22,17,"W_S_1","N","A"
"301","ACEPEN17 HF DB_WS1_5","ACEPEN17 HF DB","ACE.PEN","W","S",1,"WS1_5",NA,35,48,42,"W_S_1","N","A"
"302","PRUPEN 24 HF DB_WS1_5","PRUPEN 24 HF DB","PRU.PEN","W","S",1,"WS1_5",NA,12,24,19,"W_S_1","N","A"
"303","PRUVIR 7 HF DB_WS1_5","PRUVIR 7 HF DB","AME.SPP","W","S",1,"WS1_5",40,45,86,51,NA,NA,NA
"304","ACEPEN14 HF DB_WS1_4","ACEPEN14 HF DB","ACE.PEN","W","S",1,"WS1_4",NA,33,45,40,"W_S_1","N","A"
"305","CORCOR 17 HF DB_WS1_4","CORCOR 17 HF DB","COR.COR","W","S",1,"WS1_4",33,48,76,62,"W_S_1","Y","A"
"306","PRUVIR 5 HF DB_WS1_4","PRUVIR 5 HF DB","PRU.VIR","W","S",1,"WS1_4",54,NA,28,NA,"W_S_1","Y","A"
"307","ACEPEN18 HF DB_WS1_3","ACEPEN18 HF DB","ACE.PEN","W","S",1,"WS1_3",37,33,42,35,"W_S_1","Y","A"
"308","ACESAC12 HF DB_WS1_3","ACESAC12 HF DB","ACE.SAC","W","S",1,"WS1_3",NA,NA,NA,NA,"W_S_1","N","A"
"309","VIBACE06 HF DB_WS1_3","VIBACE06 HF DB","VIB.ACE","W","S",1,"WS1_3",NA,NA,NA,NA,"W_S_1","?","D"
"310","PRUPEN 24 HF DB_WS1_24","PRUPEN 24 HF DB","PRU.PEN","W","S",1,"WS1_24",26,12,24,19,"W_S_1","Y","A"
"311","PRUVIR 7 HF DB_WS1_24","PRUVIR 7 HF DB","AME.SPP","W","S",1,"WS1_24",NA,NA,NA,NA,NA,NA,NA
"312","VIBACE08 HF DB_WS1_24","VIBACE08 HF DB","VIB.ACE","W","S",1,"WS1_24",NA,22,28,24,"W_S_1","N","A"
"313","BETALL33 HF DB_WS1_23","BETALL33 HF DB","BET.ALL","W","S",1,"WS1_23",NA,70,35,33,"W_S_1","N","A"
"314","ILEMUC 14 HF DB_WS1_23","ILEMUC 14 HF DB","ILE.MUC","W","S",1,"WS1_23",NA,NA,NA,NA,"W_S_1","?","D"
"315","VACCOR 1 HF DB_WS1_23","VACCOR 1 HF DB","VAC.COR","W","S",1,"WS1_23",19,40,48,42,"W_S_1","Y","A"
"316","ACESAC11 HF DB_WS1_22","ACESAC11 HF DB","ACE.SAC","W","S",1,"WS1_22",NA,62,NA,NA,"W_S_1","N","D"
"317","BETALL33 HF DB_WS1_22","BETALL33 HF DB","BET.ALL","W","S",1,"WS1_22",NA,79,54,51,"W_S_1","N","A"
"318","VIBACE02 HF DB_WS1_22","VIBACE02 HF DB","VIB.ACE","W","S",1,"WS1_22",NA,37,42,40,"W_S_1","N","A"
"319","ACERUB28 HF DB_WS1_21","ACERUB28 HF DB","ACE.RUB","W","S",1,"WS1_21",NA,NA,NA,NA,"W_S_1","?","A"
"320","COMPER 8 HF DB_WS1_21","COMPER 8 HF DB","COM.PER","W","S",1,"WS1_21",14,14,35,19,"W_S_1","Y","A"
"321","VIBACE4 HF DB_WS1_21","VIBACE4 HF DB","VIB.ACE","W","S",1,"WS1_21",NA,NA,NA,NA,"W_S_1","?","D"
"322","ACESAC11 HF DB_WS1_20","ACESAC11 HF DB","ACE.SAC","W","S",1,"WS1_20",NA,68,76,73,"W_S_1","N","D"
"323","CORCOR14 HF DB_WS1_20","CORCOR14 HF DB","COR.COR","W","S",1,"WS1_20",24,33,40,35,"W_S_1","Y","A"
"324","PRUPEN 24 HF DB_WS1_20","PRUPEN 24 HF DB","PRU.PEN","W","S",1,"WS1_20",26,12,19,17,"W_S_1","Y","A"
"325","BETALL32 HF DB_WS1_2","BETALL32 HF DB","BET.ALL","W","S",1,"WS1_2",NA,37,51,45,"W_S_1","N","A"
"326","CORCOR08_HF_WS1_2","CORCOR08_HF","COR.COR","W","S",1,"WS1_2",37,37,45,40,"W_S_1","Y","A"
"327","ILEVER05 HF DB_WS1_2","ILEVER05 HF DB","ILE.VER","W","S",1,"WS1_2",NA,19,26,22,"W_S_1","N","A"
"328","ACEPEN19 HF DB_WS1_19","ACEPEN19 HF DB","ACE.PEN","W","S",1,"WS1_19",42,33,45,40,"W_S_1","Y","A"
"329","CORCOR07_HF_WS1_19","CORCOR07_HF","COR.COR","W","S",1,"WS1_19",NA,NA,NA,NA,"W_S_1","?","D"
"330","ILEMUC 14 HF DB_WS1_19","ILEMUC 14 HF DB","ILE.MUC","W","S",1,"WS1_19",NA,28,37,33,"W_S_1","N","A"
"331","ACERUB29 HF DB_WS1_18","ACERUB29 HF DB","ACE.RUB","W","S",1,"WS1_18",NA,NA,NA,NA,"W_S_1","N","D"
"332","ILEVER08 HF DB_WS1_18","ILEVER08 HF DB","ILE.VER","W","S",1,"WS1_18",NA,17,22,19,"W_S_1","N","A"
"333","PRUVIR 3 HF DB_WS1_18","PRUVIR 3 HF DB","PRU.VIR","W","S",1,"WS1_18",NA,35,NA,40,"W_S_1","?","D"
"334","ACEPEN16 HF DB_WS1_17","ACEPEN16 HF DB","ACE.PEN","W","S",1,"WS1_17",40,33,40,35,"W_S_1","Y","A"
"335","ACERUB26 HF DB_WS1_17","ACERUB26 HF DB","ACE.RUB","W","S",1,"WS1_17",56,NA,NA,NA,"W_S_1","Y","A"
"336","VACCOR 7 HF DB_WS1_17","VACCOR 7 HF DB","VAC.COR","W","S",1,"WS1_17",NA,17,28,24,"W_S_1","N","A"
"337","ACEPEN14 HF DB_WS1_16","ACEPEN14 HF DB","ACE.PEN","W","S",1,"WS1_16",NA,40,54,51,"W_S_1","N","A"
"338","ILEMUC 10 HF DB_WS1_16","ILEMUC 10 HF DB","ILE.MUC","W","S",1,"WS1_16",89,NA,62,NA,"W_S_1","Y","A"
"339","PRUVIR 7 HF DB_WS1_16","PRUVIR 7 HF DB","AME.SPP","W","S",1,"WS1_16",NA,NA,NA,NA,NA,NA,NA
"340","ACESAC18 HF DB_WS1_15","ACESAC18 HF DB","ACE.SAC","W","S",1,"WS1_15",NA,NA,NA,NA,"W_S_1","N","A"
"341","ILEVER05 HF DB_WS1_15","ILEVER05 HF DB","ILE.VER","W","S",1,"WS1_15",NA,17,24,22,"W_S_1","N","A"
"342","PRUPEN17 HF DB_WS1_15","PRUPEN17 HF DB","PRU.PEN","W","S",1,"WS1_15",24,9,17,14,"W_S_1","Y","A"
"343","ACERUB28 HF DB_WS1_14","ACERUB28 HF DB","ACE.RUB","W","S",1,"WS1_14",NA,NA,NA,NA,"W_S_1","?","A"
"344","ILEMUC 12 HF DB_WS1_14","ILEMUC 12 HF DB","ILE.MUC","W","S",1,"WS1_14",NA,NA,NA,NA,"W_S_1","?","A"
"345","ILEVER 5 HF DB_WS1_14","ILEVER 5 HF DB","ILE.VER","W","S",1,"WS1_14",NA,14,28,22,"W_S_1","N","A"
"346","COMPER 3 HF DB_WS1_13","COMPER 3 HF DB","COM.PER","W","S",1,"WS1_13",12,17,26,22,"W_S_1","Y","A"
"347","PRUVIR 4 HF DB_WS1_13","PRUVIR 4 HF DB","PRU.VIR","W","S",1,"WS1_13",45,NA,35,33,"W_S_1","Y","A"
"348","VACCOR 1 HF DB_WS1_13","VACCOR 1 HF DB","VAC.COR","W","S",1,"WS1_13",17,12,22,17,"W_S_1","Y","A"
"349","COMPER 3 HF DB_WS1_12","COMPER 3 HF DB","COM.PER","W","S",1,"WS1_12",NA,14,22,17,"W_S_1","Y","A"
"350","CORCOR10_HF_WS1_12","CORCOR10_HF","COR.COR","W","S",1,"WS1_12",NA,86,65,62,"W_S_1","N","A"
"351","ILEMUC 12 HF DB_WS1_12","ILEMUC 12 HF DB","ILE.MUC","W","S",1,"WS1_12",79,76,79,107,"W_S_1","Y","A"
"352","BETALL26 HF DB_WS1_11","BETALL26 HF DB","BET.ALL","W","S",1,"WS1_11",NA,33,45,40,"W_S_1","N","A"
"353","COMPER 2 HF DB_WS1_11","COMPER 2 HF DB","COM.PER","W","S",1,"WS1_11",9,19,48,26,"W_S_1","Y","A"
"354","PRUPEN 22 HF DB_WS1_11","PRUPEN 22 HF DB","PRU.PEN","W","S",1,"WS1_11",NA,12,24,19,"W_S_1","N","A"
"355","BETALL32 HF DB_WS1_10","BETALL32 HF DB","BET.ALL","W","S",1,"WS1_10",NA,42,51,45,"W_S_1","N","A"
"356","COMPER 3 HF DB_WS1_10","COMPER 3 HF DB","COM.PER","W","S",1,"WS1_10",NA,14,26,17,"W_S_1","N","A"
"357","PRUPEN17 HF DB_WS1_10","PRUPEN17 HF DB","PRU.PEN","W","S",1,"WS1_10",NA,NA,NA,NA,"W_S_1","N","D"
"358","ACERUB25 HF DB_WS1_1","ACERUB25 HF DB","ACE.RUB","W","S",1,"WS1_1",NA,NA,NA,NA,"W_S_1","?","A"
"359","ILEMUC 14 HF DB_WS1_1","ILEMUC 14 HF DB","ILE.MUC","W","S",1,"WS1_1",NA,45,51,48,"W_S_1","N","A"
"360","VIBACE07 HF DB_WS1_1","VIBACE07 HF DB","VIB.ACE","W","S",1,"WS1_1",NA,NA,NA,NA,"W_S_1","N","D"
"361","COMPER ? HF DB_WL1_9","COMPER ? HF DB","COM.PER","W","L",1,"WL1_9",14,28,42,35,"W_L_1","Y","A"
"362","ILEMUC 13 HF DB_WL1_9","ILEMUC 13 HF DB","ILE.MUC","W","L",1,"WL1_9",33,22,33,28,"W_L_1","Y","A"
"363","VIBACE08 HF DB_WL1_9","VIBACE08 HF DB","VIB.ACE","W","L",1,"WL1_9",NA,17,24,19,"W_L_1","N","A"
"364","ACERUB25 HF DB_WL1_8","ACERUB25 HF DB","ACE.RUB","W","L",1,"WL1_8",NA,NA,NA,NA,"W_L_1","?","A"
"365","BETALL31 HF DB_WL1_8","BETALL31 HF DB","BET.ALL","W","L",1,"WL1_8",NA,33,40,35,"W_L_1","N","A"
"366","COMPER 4 HF DB_WL1_8","COMPER 4 HF DB","COM.PER","W","L",1,"WL1_8",12,9,33,22,"W_L_1","Y","A"
"367","BETALL31 HF DB_WL1_7","BETALL31 HF DB","BET.ALL","W","L",1,"WL1_7",NA,33,51,42,"W_L_1","N","A"
"368","CORCOR06 HF_WL1_7","CORCOR06 HF","COR.COR","W","L",1,"WL1_7",NA,22,26,24,"W_L_1","N","A"
"369","PRUPEN 26 HF DB_WL1_7","PRUPEN 26 HF DB","PRU.PEN","W","L",1,"WL1_7",NA,12,22,14,"W_L_1","N","A"
"370","ACEPEN17 HF DB_WL1_6","ACEPEN17 HF DB","ACE.PEN","W","L",1,"WL1_6",NA,26,40,37,"W_L_1","N","A"
"371","ACESAC18 HF DB_WL1_6","ACESAC18 HF DB","ACE.SAC","W","L",1,"WL1_6",NA,NA,56,51,"W_L_1","N","D"
"372","PRUPEN17 HF DB_WL1_6","PRUPEN17 HF DB","PRU.PEN","W","L",1,"WL1_6",22,9,17,14,"W_L_1","Y","A"
"373","BETALL34 HF DB_WL1_5","BETALL34 HF DB","BET.ALL","W","L",1,"WL1_5",NA,24,45,33,"W_L_1","N","A"
"374","CORCOR10_HF_WL1_5","CORCOR10_HF","COR.COR","W","L",1,"WL1_5",NA,NA,NA,NA,"W_L_1","N","D"
"375","ILEMUC 9 HF DB_WL1_5","ILEMUC 9 HF DB","ILE.MUC","W","L",1,"WL1_5",NA,24,28,26,"W_L_1","N","A"
