VACCOR 1 HF DB,CL1_1
BETALL31 HF DB,CL1_10
PRUPEN 24 HF DB,CL1_10
VACCOR 6 HF DB,CL1_10
ACEPEN15 HF DB,CL1_11
ACERUB22 HF DB,CL1_11
PRUPEN 26 HF DB,CL1_11
ACERUB22 HF DB,CL1_12
PRUVIR 7 HF DB,CL1_12
VIBACE10 HF DB,CL1_12
PRUVIR 6 HF DB,CL1_13
ACERUB26 HF DB,CL1_13
ILEMUC 11 HF DB,CL1_13
ACERUB27 HF DB,CL1_14
CORCOR09_HF,CL1_14
VACCOR 2 HF DB,CL1_14
ILEVER09 HF DB1,CL1_15
ACESAC19 HF DB,CL1_15
PRUPEN 21 HF DB,CL1_15
ACESAC18 HF DB,CL1_16
ACEPEN20 HF DB,CL1_16
COMPER 1 HF DB,CL1_16
ILEMUC 12 HF DB,CL1_17
PRUVIR 6 HF DB,CL1_17
VACCOR 2 HF DB,CL1_17
ACERUB22 HF DB,CL1_18
PRUVIR 4 HF DB,CL1_18
VIBACE5 HF DB,CL1_18
VIBACE02 HF DB,CL1_19
ACESAC17 HF DB,CL1_19
PRUVIR 5 HF DB,CL1_19
ACESAC17 HF DB,CL1_2
BETALL33 HF DB,CL1_2
ILEVER07 HF DB,CL1_2
ACESAC17 HF DB,CL1_20
COMPER 1 HF DB,CL1_20
VACCOR 8 HF DB,CL1_20
BETALL26 HF DB,CL1_21
CORCOR 15 HF DB,CL1_21
VACCOR 6 HF DB,CL1_21
CORCOR 15 HF DB,CL1_22
PRUPEN 22 HF DB,CL1_22
VIBACE07 HF DB,CL1_22
CORCOR 17 HF DB,CL1_23
ILEVER03 HF DB,CL1_23
PRUPEN 22 HF DB,CL1_23
ACEPEN17 HF DB,CL1_24
COMPER 1 HF DB,CL1_24
ILEMUC 14 HF DB,CL1_24
COMPER 1 HF DB,CL1_3
CORCOR07_HF,CL1_3
ILEMUC 9 HF DB,CL1_3
ACEPEN20 HF DB,CL1_4
ACERUB23 HF DB,CL1_4
BETALL25 HF DB,CL1_4
ACESAC18 HF DB,CL1_5
COMPER 2 HF DB,CL1_5
PRUVIR 2 HF DB,CL1_5
ILEMUC 11 HF DB,CL1_6
ILEVER09 HF DB,CL1_6
VIBACE07 HF DB,CL1_6
ACEPEN16 HF DB,CL1_7
BETALL32 HF DB,CL1_7
ILEMUC 12 HF DB,CL1_7
COMPER 3 HF DB,CL1_8
ILEVER06 HF DB,CL1_8
PRUPEN 21 HF DB,CL1_8
ACEPEN16 HF DB,CL1_9
ILEVER01 HF DB,CL1_9
VIBACE5 HF DB,CL1_9
ACEPEN20 HF DB,CS0_1
CORCOR06 HF,CS0_1
PRUVIR 2 HF DB,CS0_1
ACEPEN20 HF DB,CS0_10
ACESAC11 HF DB,CS0_10
PRUVIR 7 HF DB,CS0_10
ACESAC17 HF DB,CS0_11
VACCOR 3 HF DB,CS0_11
VIBACE4 HF DB,CS0_11
ILEMUC 12 HF DB,CS0_12
PRUVIR 3 HF DB,CS0_12
VACCOR 3 HF DB,CS0_12
BETALL31 HF DB,CS0_13
COMPER 6 HF DB,CS0_13
ILEMUC 10 HF DB,CS0_13
BETALL31 HF DB,CS0_14
ILEMUC 9 HF DB,CS0_14
PRUPEN 23 HF DB,CS0_14
ACEPEN16 HF DB,CS0_15
ACERUB23 HF DB,CS0_15
ILEVER01 HF DB,CS0_15
ACERUB28 HF DB,CS0_16
ACESAC19 HF DB,CS0_16
VIBACE11 HF DB,CS0_16
ILEMUC 9 HF DB,CS0_17
PRUPEN 24 HF DB,CS0_17
VIBACE07 HF DB,CS0_17
ACESAC17 HF DB,CS0_18
ACEPEN20 HF DB,CS0_18
ACERUB23 HF DB,CS0_18
ACERUB25 HF DB,CS0_19
ACEPEN16 HF DB,CS0_19
ILEVER08 HF DB,CS0_19
CORCOR09_HF,CS0_2
ACESAC11 HF DB,CS0_2
COMPER 5 HF DB,CS0_2
COMPER 8 HF DB,CS0_20
ILEVER08 HF DB,CS0_20
PRUPEN16 HF DB,CS0_20
CORCOR 15_HF,CS0_21
ILEVER01 HF DB,CS0_21
VIBACE03 HF DB,CS0_21
COMPER 4 HF DB,CS0_22
ILEMUC 14 HF DB,CS0_22
PRUVIR 3 HF DB,CS0_22
ILEMUC 11 HF DB,CS0_23
CORCOR09_HF,CS0_23
VACCOR 8 HF DB,CS0_23
CORCOR14 HF DB,CS0_24
PRUPEN 23 HF DB,CS0_24
PRUVIR 6 HF DB,CS0_24
ACEPEN19 HF DB,CS0_3
CORCOR10_HF,CS0_3
PRUVIR 5 HF DB,CS0_3
BETALL32 HF DB,CS0_4
COMPER 2 HF DB,CS0_4
VACCOR 3 HF DB,CS0_4
ILEVER03 HF DB,CS0_5
PRUPEN 24 HF DB,CS0_5
VACCOR 10 HF DB,CS0_5
VIBACE06 HF DB,CS0_6
ACESAC17 HF DB,CS0_6
BETALL31 HF DB,CS0_6
BETALL26 HF DB,CS0_7
VACCOR 7 HF DB,CS0_7
VIBACE06 HF DB,CS0_7
BETALL32 HF DB,CS0_8
ACERUB29 HF DB,CS0_8
COMPER 6 HF DB,CS0_8
ACERUB25 HF DB,CS0_9
ILEVER09 HF DB1,CS0_9
PRUPEN16 HF DB,CS0_9
ACESAC17 HF DB,CS1_1
BETALL34 HF DB,CS1_1
CORCOR06 HF,CS1_1
ACESAC12 HF DB,CS1_10
BETALL26 HF DB,CS1_10
VIBACE08 HF DB,CS1_10
ACERUB22 HF DB,CS1_11
PRUVIR 7 HF DB,CS1_11
VACCOR 10 HF DB,CS1_11
ACEPEN20 HF DB,CS1_12
COMPER 6 HF DB,CS1_12
ILEVER05 HF DB,CS1_12
ILEVER10 HF DB,CS1_13
PRUPEN16 HF DB,CS1_13
PRUVIR 5 HF DB,CS1_13
ILEMUC 11 HF DB,CS1_14
ILEVER05 HF DB,CS1_14
PRUVIR 5 HF DB,CS1_14
COMPER 1 HF DB,CS1_15
CORCOR09_HF,CS1_15
ILEVER01 HF DB,CS1_15
ACEPEN20 HF DB,CS1_16
ACESAC19 HF DB,CS1_16
ILEMUC 10 HF DB,CS1_16
ACESAC12 HF DB,CS1_17
ACERUB25 HF DB,CS1_17
BETALL25 HF DB,CS1_17
PRUVIR 4 HF DB,CS1_18
ACEPEN19 HF DB,CS1_18
VIBACE01 HF DB,CS1_18
ACEPEN18 HF DB,CS1_19
ILEMUC 11 HF DB,CS1_19
PRUVIR 4 HF DB,CS1_19
ILEMUC 14 HF DB,CS1_2
PRUPEN 21 HF DB,CS1_2
VIBACE4 HF DB,CS1_2
ACERUB27 HF DB,CS1_20
ILEMUC 13 HF DB,CS1_20
PRUPEN16 HF DB,CS1_20
BETALL26 HF DB,CS1_21
ILEVER01 HF DB,CS1_21
VIBACE07 HF DB,CS1_21
COMPER 6 HF DB,CS1_22
ACERUB28 HF DB,CS1_22
CORCOR 15 HF DB,CS1_22
CORCOR 15 HF DB,CS1_23
ILEMUC 12 HF DB,CS1_23
VACCOR 3 HF DB,CS1_23
ACERUB23 HF DB,CS1_24
VACCOR 1 HF DB,CS1_24
VIBACE02 HF DB,CS1_24
ACESAC11 HF DB,CS1_3
CORCOR14 HF DB,CS1_3
ILEVER03 HF DB,CS1_3
COMPER 8 HF DB,CS1_4
VACCOR 9 HF DB,CS1_4
VIBACE10 HF DB,CS1_4
ACERUB28 HF DB,CS1_5
PRUVIR 7 HF DB,CS1_5
VACCOR 9 HF DB,CS1_5
ACEPEN18 HF DB,CS1_6
BETALL32 HF DB,CS1_6
VACCOR 6 HF DB,CS1_6
PRUPEN 21 HF DB,CS1_7
ACESAC11 HF DB,CS1_7
BETALL26 HF DB,CS1_7
COMPER 6 HF DB,CS1_8
CORCOR 16 HF DB,CS1_8
PRUPEN 22 HF DB,CS1_8
COMPER 8 HF DB,CS1_9
ACEPEN15 HF DB,CS1_9
PRUPEN 21 HF DB,CS1_9
name,good_flaskid
ACEPEN18 HF DB,WL0_1
BETALL32 HF DB,WL0_1
CORCOR 17 HF DB,WL0_1
CORCOR 15 HF DB,WL0_10
ACESAC18 HF DB,WL0_10
COMPER 6 HF DB,WL0_10
COMPER 5 HF DB,WL0_11
PRUPEN 23 HF DB,WL0_11
PRUVIR 5 HF DB,WL0_11
BETALL25 HF DB,WL0_12
VACCOR 11 HF DB,WL0_12
ILEVER04 HF DB,WL0_12
ILEVER07 HF DB,WL0_13
COMPER 5 HF DB,WL0_13
PRUPEN 24 HF DB,WL0_13
ILEVER10 HF DB,WL0_14
COMPER 3 HF DB,WL0_14
VACCOR 2 HF DB,WL0_14
ACEPEN18 HF DB,WL0_15
ACERUB23 HF DB,WL0_15
BETALL32 HF DB,WL0_15
ACESAC17 HF DB,WL0_16
VACCOR 11 HF DB,WL0_16
VIBACE01 HF DB,WL0_16
ACERUB22 HF DB,WL0_17
ILEMUC 10 HF DB,WL0_17
VIBACE5 HF DB,WL0_17
ACERUB25 HF DB,WL0_18
BETALL32 HF DB,WL0_18
VACCOR 7 HF DB,WL0_18
ACESAC17 HF DB,WL0_19
ILEMUC 10 HF DB,WL0_19
PRUVIR 3 HF DB,WL0_19
PRUVIR 6 HF DB,WL0_2
ACEPEN17 HF DB,WL0_2
PRUPEN 23 HF DB,WL0_2
ACEPEN15 HF DB,WL0_20
ACERUB25 HF DB,WL0_20
PRUPEN 21 HF DB,WL0_20
ACEPEN17 HF DB,WL0_21
ACESAC19 HF DB,WL0_21
ILEMUC 11 HF DB,WL0_21
ACEPEN20 HF DB,WL0_22
ACESAC19 HF DB,WL0_22
COMPER 8 HF DB,WL0_22
CORCOR 16 HF DB,WL0_23
PRUPEN 26 HF DB,WL0_23
VACCOR 6 HF DB,WL0_23
CORCOR 16 HF DB,WL0_24
ILEVER01 HF DB,WL0_24
PRUVIR 4 HF DB,WL0_24
COMPER 8 HF DB,WL0_3
ILEVER08 HF DB,WL0_3
VIBACE08 HF DB,WL0_3
CORCOR 16 HF DB,WL0_4
ILEVER01 HF DB,WL0_4
VIBACE HF9 DB,WL0_4
ILEMUC 13 HF DB,WL0_5
ACESAC12 HF DB,WL0_5
BETALL26 HF DB,WL0_5
PRUVIR 7 HF DB,WL0_6
VACCOR 1 HF DB,WL0_6
VIBACE02 HF DB,WL0_6
PRUPEN 23 HF DB,WL0_7
PRUVIR 5 HF DB,WL0_7
VIBACE06 HF DB,WL0_7
ACERUB25 HF DB,WL0_8
CORCOR06 HF,WL0_8
ILEMUC 9 HF DB,WL0_8
ACERUB22 HF DB,WL0_9
BETALL25 HF DB,WL0_9
ILEMUC 13 HF DB,WL0_9
PRUPEN 24 HF DB,WL1_1
ACERUB27 HF DB,WL1_1
PRUVIR 2 HF DB,WL1_1
ACESAC12 HF DB,WL1_10
PRUVIR 2 HF DB,WL1_10
VACCOR 6 HF DB,WL1_10
PRUVIR 6 HF DB,WL1_11
VACCOR 7 HF DB,WL1_11
VIBACE09 HF DB,WL1_11
PRUVIR 3 HF DB,WL1_12
PRUPEN 22 HF DB,WL1_12
VACCOR 9 HF DB,WL1_12
ACERUB22 HF DB,WL1_13
COMPER 3 HF DB,WL1_13
ILEVER05 HF DB,WL1_13
BETALL31 HF DB,WL1_14
COMPER 3 HF DB,WL1_14
CORCOR16_HF,WL1_14
ACERUB23 HF DB,WL1_15
ILEVER05 HF DB,WL1_15
PRUVIR 4 HF DB,WL1_15
ACEPEN20 HF DB,WL1_16
ACERUB28 HF DB,WL1_16
ILEVER01 HF DB,WL1_16
VIBACE11 HF DB,WL1_17
ACEPEN20 HF DB,WL1_17
ACESAC17 HF DB,WL1_17
ACESAC11 HF DB,WL1_18
CORCOR06 HF,WL1_18
VIBACE4 HF DB,WL1_18
ILEVER07 HF DB,WL1_19
PRUVIR 2 HF DB,WL1_19
VIBACE06 HF DB,WL1_19
ACEPEN19 HF DB,WL1_2
COMPER 5 HF DB,WL1_2
VIBACE06 HF DB,WL1_2
ACERUB23 HF DB,WL1_20
ACESAC19 HF DB,WL1_20
COMPER 6 HF DB,WL1_20
BETALL26 HF DB,WL1_21
ILEMUC 13 HF DB,WL1_21
VACCOR 2 HF DB,WL1_21
CORCOR 15 HF DB,WL1_22
PRUPEN 23 HF DB,WL1_22
VACCOR 7 HF DB,WL1_22
VACCOR 7 HF DB,WL1_23
ILEMUC 14 HF DB,WL1_23
ILEVER04 HF DB,WL1_23
ACEPEN16 HF DB,WL1_24
ILEMUC 12 HF DB,WL1_24
ILEVER06 HF DB,WL1_24
ACESAC19 HF DB,WL1_3
BETALL31 HF DB,WL1_3
PRUPEN 24 HF DB,WL1_3
CORCOR09_HF,WL1_4
ACEPEN20 HF DB,WL1_4
ILEMUC 13 HF DB,WL1_4
ILEMUC 9 HF DB,WL1_5
BETALL34 HF DB,WL1_5
CORCOR10_HF,WL1_5
ACEPEN17 HF DB,WL1_6
ACESAC18 HF DB,WL1_6
PRUPEN17 HF DB,WL1_6
BETALL31 HF DB,WL1_7
CORCOR06 HF,WL1_7
PRUPEN 26 HF DB,WL1_7
COMPER 4 HF DB,WL1_8
ACERUB25 HF DB,WL1_8
BETALL31 HF DB,WL1_8
VIBACE08 HF DB,WL1_9
COMPER 4 HF DB,WL1_9
ILEMUC 13 HF DB,WL1_9
ACERUB29 HF DB,WS0_1
CORCOR08_HF,WS0_1
VACCOR 11 HF DB,WS0_1
ACEPEN20 HF DB,WS0_10
ILEMUC 12 HF DB,WS0_10
VIBACE07 HF DB,WS0_10
COMPER 3 HF DB,WS0_11
CORCOR14 HF DB,WS0_11
ILEMUC 10 HF DB,WS0_11
ACERUB23 HF DB,WS0_12
BETALL33 HF DB,WS0_12
PRUPEN 24 HF DB,WS0_12
ACESAC18 HF DB,WS0_13
BETALL25 HF DB,WS0_13
CORCOR07_HF,WS0_13
ACESAC19 HF DB,WS0_14
PRUVIR 4 HF DB,WS0_14
VACCOR 1 HF DB,WS0_14
ACERUB26 HF DB,WS0_15
COMPER 8 HF DB,WS0_15
PRUVIR 6 HF DB,WS0_15
COMPER 3 HF DB,WS0_16
VACCOR 2 HF DB,WS0_16
VIBACE02 HF DB,WS0_16
ACEPEN19 HF DB,WS0_17
ACERUB25 HF DB,WS0_17
PRUPEN 24 HF DB,WS0_17
ACESAC18 HF DB,WS0_18
ILEMUC 10 HF DB,WS0_18
VIBACE02 HF DB,WS0_18
CORCOR16 HF,WS0_19
PRUPEN 23 HF DB,WS0_19
PRUVIR 6 HF DB,WS0_19
ACEPEN15 HF DB,WS0_2
COMPER 8 HF DB,WS0_2
PRUVIR 6 HF DB,WS0_2
ILEMUC 9 HF DB,WS0_20
PRUPEN 22 HF DB,WS0_20
VIBACE10 HF DB,WS0_20
ACESAC12 HF DB,WS0_21
COMPER 6 HF DB,WS0_21
PRUVIR 4 HF DB,WS0_21
ACEPEN15 HF DB,WS0_22
ILEVER03 HF DB,WS0_22
PRUPEN 22 HF DB,WS0_22
ACERUB23 HF DB,WS0_23
ILEVER 7 HF DB,WS0_23
VACCOR 3 HF DB,WS0_23
VACCOR 8 HF DB,WS0_24
BETALL33 HF DB,WS0_24
ILEVER03 HF DB,WS0_24
ACEPEN15 HF DB,WS0_3
ACERUB26 HF DB,WS0_3
ILEMUC 13 HF DB,WS0_3
BETALL25 HF DB,WS0_4
CORCOR 15 HF DB,WS0_4
ILEVER05 HF DB,WS0_4
BETALL25 HF DB,WS0_5
ILEMUC 9 HF DB,WS0_5
VIBACE09 HF DB,WS0_5
CORCOR 17 HF DB,WS0_6
ILEVER05 HF DB,WS0_6
PRUPEN 24 HF DB,WS0_6
ACEPEN20 HF DB,WS0_7
ACESAC18 HF DB,WS0_7
PRUVIR 5 HF DB,WS0_7
ACESAC12 HF DB,WS0_8
ILEVER01 HF DB,WS0_8
VACCOR 7 HF DB,WS0_8
BETALL25 HF DB,WS0_9
COMPER 3 HF DB,WS0_9
VIBACE 7 HF DB,WS0_9
ACERUB25 HF DB,WS1_1
ILEMUC 14 HF DB,WS1_1
VIBACE07 HF DB,WS1_1
PRUPEN17 HF DB,WS1_10
BETALL32 HF DB,WS1_10
COMPER 3 HF DB,WS1_10
COMPER 2 HF DB,WS1_11
BETALL26 HF DB,WS1_11
PRUPEN 22 HF DB,WS1_11
COMPER 3 HF DB,WS1_12
CORCOR10_HF,WS1_12
ILEMUC 12 HF DB,WS1_12
COMPER 3 HF DB,WS1_13
PRUVIR 4 HF DB,WS1_13
VACCOR 1 HF DB,WS1_13
ACERUB28 HF DB,WS1_14
ILEMUC 12 HF DB,WS1_14
ILEVER 5 HF DB,WS1_14
ACESAC18 HF DB,WS1_15
ILEVER05 HF DB,WS1_15
PRUPEN17 HF DB,WS1_15
ACEPEN19 HF DB,WS1_16
ILEMUC 10 HF DB,WS1_16
PRUVIR 7 HF DB,WS1_16
ACEPEN16 HF DB,WS1_17
ACERUB26 HF DB,WS1_17
VACCOR 7 HF DB,WS1_17
ACERUB29 HF DB,WS1_18
ILEVER08 HF DB,WS1_18
PRUVIR 3 HF DB,WS1_18
ILEMUC 14 HF DB,WS1_19
ACEPEN19 HF DB,WS1_19
CORCOR07_HF,WS1_19
CORCOR08_HF,WS1_2
BETALL32 HF DB,WS1_2
ILEVER05 HF DB,WS1_2
CORCOR14 HF DB,WS1_20
ACESAC11 HF DB,WS1_20
PRUPEN 24 HF DB,WS1_20
ACERUB28 HF DB,WS1_21
COMPER 8 HF DB,WS1_21
VIBACE4 HF DB,WS1_21
ACESAC11 HF DB,WS1_22
BETALL33 HF DB,WS1_22
VIBACE02 HF DB,WS1_22
BETALL33 HF DB,WS1_23
ILEMUC 14 HF DB,WS1_23
VACCOR 1 HF DB,WS1_23
PRUPEN 24 HF DB,WS1_24
PRUVIR 7 HF DB,WS1_24
VIBACE08 HF DB,WS1_24
ACEPEN18 HF DB,WS1_3
ACESAC12 HF DB,WS1_3
VIBACE06 HF DB,WS1_3
ACEPEN17 HF DB,WS1_4
CORCOR 17 HF DB,WS1_4
PRUVIR 5 HF DB,WS1_4
PRUVIR 7 HF DB,WS1_5
ACEPEN17 HF DB,WS1_5
PRUPEN 24 HF DB,WS1_5
ACESAC11 HF DB,WS1_6
BETALL34 HF DB,WS1_6
ILEVER08 HF DB,WS1_6
VACCOR 10 HF DB,WS1_7
ACESAC19 HF DB,WS1_7
ILEVER10 HF DB,WS1_7
COMPER 3 HF DB,WS1_8
VACCOR 7 HF DB,WS1_8
VIBACE4 HF DB,WS1_8
CORCOR10_HF,WS1_9
ACERUB25 HF DB,WS1_9
VACCOR 9 HF DB,WS1_9
