"","s_id","locale","lon","lat","alt","plant_id","cult_id","year","flower","leaf","offset"
"2932","4263","48.9,10.9333","10.9333","48.9","550","101","0","1951",140,141,1
"2951","4317","50.2833,9.91667","9.91667","50.2833","500","101","0","1951",144,127,-17
"2979","4364","50.15,10.4333","10.4333","50.15","290","101","0","1951",127,125,-2
"2988","4386","49.7167,10.2167","10.2167","49.7167","230","101","0","1951",129,112,-17
"2992","4394","50.3,10.4667","10.4667","50.3","280","101","0","1951",145,129,-16
"2993","4397","50.3333,10.35","10.35","50.3333","270","101","0","1951",130,113,-17
"3003","4419","50.4167,10.3833","10.3833","50.4167","340","101","0","1951",145,111,-34
"3004","4420","50.45,10.2667","10.2667","50.45","280","101","0","1951",116,112,-4
"3011","4434","49.7,10.0167","10.0167","49.7","190","101","0","1951",128,115,-13
"3016","4445","49.8833,10.0333","10.0333","49.8833","260","101","0","1951",126,112,-14
"3019","4452","49.7833,9.76667","9.76667","49.7833","250","101","0","1951",141,112,-29
"3021","4456","48.45,10.2667","10.2667","48.45","450","101","0","1951",134,115,-19
"3023","4458","47.7333,10.3167","10.3167","47.7333","680","101","0","1951",131,105,-26
"3030","4469","48.55,10.3","10.3","48.55","440","101","0","1951",138,117,-21
"3034","4477","48.7167,10.7833","10.7833","48.7167","410","101","0","1951",135,109,-26
"3039","4492","47.5667,10.7","10.7","47.5667","810","101","0","1951",142,119,-23
"3040","4494","47.5667,10.75","10.75","47.5667","810","101","0","1951",143,128,-15
"3041","4495","48.4333,10.4167","10.4167","48.4333","460","101","0","1951",123,111,-12
"3047","4506","48.1667,10.1167","10.1167","48.1667","530","101","0","1951",134,120,-14
"3059","4539","47.9667,10.15","10.15","47.9667","610","101","0","1951",135,126,-9
"3080","4592","48.5667,10.7333","10.7333","48.5667","430","101","0","1951",132,122,-10
"3092","4714","52.7333,14.2167","14.2167","52.7333","5","101","0","1951",136,117,-19
"3101","4740","51.9833,14.3","14.3","51.9833","47","101","0","1951",132,106,-26
"3102","4741","52.2167,14.1167","14.1167","52.2167","100","101","0","1951",129,111,-18
"3113","4848","52.9833,13.35","13.35","52.9833","45","101","0","1951",132,117,-15
"3140","5074","54.1,13.4","13.4","54.1","2","101","0","1951",136,116,-20
"3162","6470","47.85,16.5333","16.5333","47.85","184","101","0","1951",118,97,-21
"3164","6481","48.4333,15.1167","15.1167","48.4333","911","101","0","1951",163,122,-41
"3179","6579","47.1333,13.6833","13.6833","47.1333","1122","101","0","1951",169,132,-37
"3183","6594","47.2167,15.6333","15.6333","47.2167","465","101","0","1951",132,104,-28
"3187","6603","48.7,13.95","13.95","48.7","920","101","0","1951",139,132,-7
"3414","110","53.5,10.4833","10.4833","53.5","40","101","0","1952",114,125,11
"3421","142","54.5,11.1","11.1","54.5","6","101","0","1952",132,110,-22
"3429","188","54.3167,10.2167","10.2167","54.3167","15","101","0","1952",126,120,-6
"3431","199","54.1167,10.1667","10.1667","54.1167","45","101","0","1952",127,108,-19
"3433","202","54.1667,10.05","10.05","54.1667","35","101","0","1952",129,112,-17
"3435","213","54.0833,9.65","9.65","54.0833","60","101","0","1952",123,105,-18
"3440","244","54.5167,9.56667","9.56667","54.5167","18","101","0","1952",125,107,-18
"3448","307","54.15,9.28333","9.28333","54.15","35","101","0","1952",127,112,-15
"3450","327","54.8667,8.73333","8.73333","54.8667","3","101","0","1952",137,114,-23
"3466","401","52.1333,9.25","9.25","52.1333","80","101","0","1952",114,117,3
"3472","427","52.4,9.45","9.45","52.4","50","101","0","1952",119,108,-11
"3484","480","51.5333,9.93333","9.93333","51.5333","150","101","0","1952",122,113,-9
"3485","481","51.5333,9.95","9.95","51.5333","190","101","0","1952",122,113,-9
"3494","531","51.95,9.73333","9.73333","51.95","200","101","0","1952",122,102,-20
"3503","563","51.8,10.0333","10.0333","51.8","130","101","0","1952",116,104,-12
"3506","568","51.6,10.55","10.55","51.6","340","101","0","1952",124,109,-15
"3526","656","52.5333,10.35","10.35","52.5333","50","101","0","1952",120,122,2
"3560","765","53.0333,9.83333","9.83333","53.0333","75","101","0","1952",128,108,-20
"3589","951","52.5,7.3","7.3","52.5","25","101","0","1952",119,105,-14
"3600","1074","51.9,9.85","9.85","51.9","200","101","0","1952",123,111,-12
"3616","1129","53.15,8.2","8.2","53.15","5","101","0","1952",121,107,-14
"3623","1203","53.3333,8.48333","8.48333","53.3333","3","101","0","1952",125,113,-12
"3627","1217","53.1,8.86667","8.86667","53.1","4","101","0","1952",120,114,-6
"3641","1326","51.5833,6.25","6.25","51.5833","20","101","0","1952",110,98,-12
"3654","1439","50.7667,6.08333","6.08333","50.7667","180","101","0","1952",113,100,-13
"3658","1469","50.5667,6.26667","6.26667","50.5667","530","101","0","1952",128,122,-6
"3672","1537","51.9667,7.3","7.3","51.9667","110","101","0","1952",118,83,-35
"3673","1539","51.8333,7.3","7.3","51.8333","65","101","0","1952",110,100,-10
"3709","1690","52.3,8.91667","8.91667","52.3","50","101","0","1952",100,100,0
"3712","1713","51.5833,9.3","9.3","51.5833","230","101","0","1952",118,106,-12
"3714","1723","51.9167,8.38333","8.38333","51.9167","75","101","0","1952",120,107,-13
"3721","1758","51.45,8.35","8.35","51.45","320","101","0","1952",124,138,14
"3734","1832","50.9167,8.1","8.1","50.9167","350","101","0","1952",127,115,-12
"3742","1871","51.4667,7.36667","7.36667","51.4667","140","101","0","1952",113,101,-12
"3796","2009","50.5167,8.81667","8.81667","50.5167","170","101","0","1952",117,104,-13
"3804","2024","50.4667,9.31667","9.31667","50.4667","460","101","0","1952",122,108,-14
"3812","2038","50,8.71667","8.71667","50","160","101","0","1952",121,102,-19
"3816","2049","50.1167,8.91667","8.91667","50.1167","110","101","0","1952",116,107,-9
"3818","2053","50.8167,8.78333","8.78333","50.8167","200","101","0","1952",122,120,-2
"3828","2075","50.9667,8.5","8.5","50.9667","420","101","0","1952",129,124,-5
"3837","2087","51.0333,9.4","9.4","51.0333","250","101","0","1952",122,136,14
"3867","2166","51.2833,9.63333","9.63333","51.2833","220","101","0","1952",122,135,13
"3873","2187","50.7333,8.7","8.7","50.7333","180","101","0","1952",127,122,-5
"3885","2210","51.0333,9.9","9.9","51.0333","320","101","0","1952",109,102,-7
"3888","2217","51.0167,9.93333","9.93333","51.0167","330","101","0","1952",123,102,-21
"3905","2241","51.1333,9.01667","9.01667","51.1333","300","101","0","1952",123,111,-12
"3913","2253","51.35,8.7","8.7","51.35","420","101","0","1952",125,106,-19
"3925","2282","51.45,9.25","9.25","51.45","250","101","0","1952",123,115,-8
"3928","2288","50.9,9.21667","9.21667","50.9","240","101","0","1952",123,107,-16
"3934","2294","50.8833,9.35","9.35","50.8833","270","101","0","1952",143,126,-17
"3935","2295","50.8667,9.46667","9.46667","50.8667","330","101","0","1952",123,116,-7
"3936","2296","51,9.06667","9.06667","51","320","101","0","1952",121,107,-14
