specificEpithet,id,references,obs_number,,,,,,pental_lengh_mm,who_done_it,note
texana,19452744,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452749,6,0.938,126.306,104,157,135,3.536,SC,
texana,19452744,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452750,7,0.938,134.7,114,145.905,50.711,3.553,SC,
maritima,20412420,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412420,1,0.945,183.895,151.667,203.699,154.799,4.083,SC,
maritima,20412420,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412421,2,1.086,163.536,136,200.667,24.228,4.767,SC,
maritima,20412420,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412422,3,0.992,195.956,167.667,233.667,168.69,4.433,SC,
maritima,20412420,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412423,4,0.992,185.543,172.12,215.667,45,4.303,SC,
maritima,20412420,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412424,5,0.756,189.348,172.667,208.333,109.654,3.231,SC,
maritima,20412420,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412425,6,1.134,196.537,152.333,226,133.264,5.074,SC,
maritima,20412420,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412426,7,0.803,190.477,183.232,196.667,26.565,3.402,SC,
maritima,20412420,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412427,8,1.134,177.364,165.364,193.333,55.62,5.004,SC,
maritima,20412420,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412428,9,0.945,181.731,137,198.14,154.799,4.083,SC,
maritima,20412420,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412429,10,0.945,188.882,143,211.449,55.491,4.22,SC,
maritima,20412795,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412795,1,0.84,213.219,194.667,223.208,169.38,3.618,SC,
maritima,20412795,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412796,2,0.889,200.824,180.333,215.471,103.241,3.881,SC,
maritima,20412795,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412797,3,0.741,205.659,195.333,216.905,-12.095,3.182,SC,
maritima,20412795,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412798,4,1.136,216.386,208.333,225.24,57.724,4.994,SC,
maritima,20412795,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412799,5,0.889,209.461,202.039,218.333,-6.71,3.804,SC,
maritima,20412795,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412800,6,0.889,187.876,174.557,200,-25.017,3.678,SC,
maritima,20412795,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412801,7,0.938,175.442,120,208.667,83.66,4.025,SC,
maritima,20412795,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412802,8,1.086,218.675,208.714,232.571,98.13,4.714,SC,
maritima,20412795,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412803,9,1.037,210.437,205.013,217.893,126.87,4.444,SC,
maritima,20412795,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412804,10,0.889,189.181,162.333,207,28.072,3.778,SC,
maritima,24051683,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24051683,1,0.535,133.905,122.333,148,45,2.069,SC,only 5
maritima,24051683,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24051684,2,0.595,123.917,84.412,158,122.005,2.3,SC,
maritima,24051683,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24051685,3,0.476,150.208,137,178.333,180,1.707,SC,
maritima,24051683,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24051686,4,0.595,138.431,117.44,168.333,122.005,2.3,SC,
maritima,24051683,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24051687,5,0.654,113.081,70.667,135.32,23.962,2.401,SC,only 4
maritima,20412796,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412796,1,1.679,185.559,148.303,219.667,83.089,7.387,SC,
maritima,20412796,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412797,2,1.185,215.713,190.333,222.491,61.189,5.072,SC,
maritima,20412796,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412798,3,1.481,212.186,159.311,231.976,167.905,6.363,SC,
maritima,20412796,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412799,4,0.988,202.385,146.632,221.684,8.973,4.275,SC,
maritima,20412754,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412754,1,0.769,160.2,150.375,171.667,47.49,3.463,SC,
maritima,20412754,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412755,2,0.86,154.556,129.667,187.667,47.291,3.763,SC,
maritima,20412754,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412756,3,0.905,152.922,140.927,167.667,25.201,3.997,SC,
maritima,20412754,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412757,4,0.86,170.576,144.309,215.667,132.709,3.763,SC,
maritima,20412754,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412758,5,0.769,172.956,157.906,211.667,153.435,3.33,SC,
maritima,20412754,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412759,6,0.905,149.791,121.809,187.667,15.524,3.974,SC,
maritima,20412754,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412760,7,0.995,154.117,139.667,175.333,81.87,4.512,SC,
maritima,20412754,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412761,8,1.041,136.217,118.333,158.333,180,4.68,SC,
maritima,20412754,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412762,9,0.633,132.658,118.538,148.154,-8.746,2.798,SC,
maritima,20412754,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412763,10,0.86,138.035,64,157,90,3.829,SC,
maritima,20412752,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412752,1,0.453,169.527,151.333,183.704,20.556,1.818,SC,
maritima,20412752,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412753,2,0.498,154.839,138.167,173,-5.711,2.138,SC,
maritima,20412752,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412754,3,0.679,173.031,159.306,197,114.775,3.046,SC,
maritima,20412752,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412755,4,0.498,184.636,155,211.333,180,2.128,SC,
maritima,20412752,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412756,5,0.453,153.843,138,165.025,69.444,1.818,SC,
maritima,20412752,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412757,6,0.498,151.626,140.227,168.333,66.038,2.096,SC,
maritima,20412752,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412758,7,0.679,152.6,123.667,182.667,180,2.979,SC,
maritima,20412752,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412759,8,0.679,136.983,93.333,171.007,155.225,3.046,SC,
maritima,20412752,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412760,9,0.498,171.945,134.667,205.333,53.13,2.128,SC,
maritima,20412752,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412761,10,0.679,131.229,92.398,179.333,36.027,2.894,SC,
maritima,24122092,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24122092,1,1.071,148.917,118.98,172,72.646,4.089,SC,
maritima,24122092,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24122093,2,1.011,137.706,113.5,188,75.964,4.023,SC,
maritima,24122092,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24122094,3,0.952,187.254,160.333,195.865,151.699,3.601,SC,
maritima,24122092,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24122095,4,1.011,149.296,127.583,185,75.069,3.786,SC,
maritima,24122092,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24122096,5,0.952,165.121,154.667,186.267,172.405,3.691,SC,
maritima,24122092,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24122097,6,1.011,171.358,145,192,75.069,3.786,SC,
maritima,24122092,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24122098,7,0.773,169.123,163.333,177.333,65.556,2.947,SC,
maritima,24122092,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24122099,8,1.19,169.941,159.126,192.667,108.435,4.628,SC,
maritima,24122092,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24122100,9,1.011,160.175,122.667,195.604,-3.576,3.91,SC,
maritima,24122092,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24122101,10,0.892,156.029,128,193,65.225,3.492,SC,
maritima,24121162,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24121162,1,0.892,155.696,130.333,165.867,24.775,3.492,SC,only 7
maritima,24121162,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24121163,2,0.773,147.611,124.083,169.722,-94.764,2.937,SC,
maritima,24121162,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24121164,3,0.714,154.5,124,167.667,0,2.683,SC,
maritima,24121162,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24121165,4,0.595,157.833,138,202,90,2.195,SC,
maritima,24121162,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24121166,5,0.833,144.055,130.128,161.205,12.995,3.254,SC,
maritima,24121162,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24121167,6,0.892,137.794,123.571,152.762,8.13,3.449,SC,
maritima,24121162,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24121168,7,0.833,146.141,106.333,165.538,-8.746,3.208,SC,
maritima,16666854,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666854,1,1.124,83.423,69.333,95.111,-138.366,3.54,SC,
maritima,16666854,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666855,2,1.037,125.058,106.388,138.353,-158.199,3.166,SC,
maritima,16666854,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666856,3,1.21,116.736,73.333,139.852,118.61,3.684,SC,
maritima,16666854,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666857,4,1.556,70.054,36,87.078,6.71,5.032,SC,
maritima,16666854,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666858,5,1.642,68.337,11.667,86.383,130.601,5.421,SC,
maritima,16666854,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666859,6,0.951,86.636,54.067,171.333,106.699,3.069,SC,
maritima,16666854,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666860,7,1.469,132.279,90.333,170,140.194,4.592,SC,
maritima,16666854,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666861,8,0.778,88.903,54.667,155.667,39.806,2.296,SC,
maritima,16666854,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666862,9,1.469,63.171,45.203,146,111.801,4.75,SC,
maritima,16666854,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666863,10,1.469,58.758,37,69.167,142.431,4.822,SC,
maritima,17182649,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17182649,1,0.271,140.501,127.013,166.333,68.199,4.142,SC,
maritima,17182649,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17182650,2,0.3,124.18,76,152.333,6.34,4.644,SC,
maritima,17182649,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17182651,3,0.3,105.213,66.981,130.333,70.56,4.623,SC,
maritima,17182649,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17182652,4,0.284,116.401,48,154.333,49.764,4.367,SC,
maritima,17182649,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17182653,5,0.275,123.412,100.333,152.844,-25.017,4.244,SC,
maritima,17182649,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17182654,6,0.247,101.623,77.908,124.189,118.301,3.786,SC,
maritima,17182649,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17182655,7,0.312,121.759,59.333,167.933,32.005,4.838,SC,
maritima,17182649,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17182656,8,0.259,130.574,101.998,161.333,104.931,3.981,SC,
maritima,17182649,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17182657,9,0.255,124.322,110.06,145.241,113.199,3.906,SC,
maritima,17182649,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17182658,10,0.304,116.584,75.411,147.233,99.462,4.679,SC,
maritima,20412760,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412760,1,0.662,117.709,78.333,161.075,61.39,2.724,SC,
maritima,20412760,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412761,2,0.567,198.073,180.545,220,169.695,2.431,SC,
maritima,20412760,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412762,3,0.473,179.762,170.667,188.333,130.601,2.004,SC,
maritima,20412760,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412763,4,0.662,179.403,96.667,196.359,-171.254,2.859,SC,
maritima,20412760,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412764,5,0.473,164.015,119,185.889,167.471,2.004,SC,
maritima,20412760,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412765,6,0.567,158.589,136.623,177.333,41.186,2.311,SC,
maritima,20412760,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412766,7,0.614,186.53,166.333,197.667,85.236,2.618,SC,
maritima,20412760,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412767,8,0.709,163.568,104.333,185.667,65.225,3.113,SC,
maritima,20412760,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412768,9,0.52,141.661,33.333,171.08,23.962,2.141,SC,
maritima,20412760,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412769,10,0.851,148.012,62.667,173.549,13.241,3.797,SC,
maritima,20412799,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412799,1,1.304,209.604,178.333,220.192,173.418,5.752,SC,
maritima,20412799,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412800,2,1.352,210.826,169,228.667,23.749,6.002,SC,
maritima,20412799,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412801,3,1.401,204.682,188.333,221.138,70.907,6.047,SC,
maritima,20412799,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412802,4,1.207,215.917,212.296,222.333,-109.179,5.352,SC,
maritima,20412799,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412803,5,1.207,208.918,199.193,216.651,-163.072,5.284,SC,
maritima,20412799,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412804,6,1.304,199.805,188,212.487,-29.476,5.806,SC,
maritima,20412799,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412805,7,1.256,196.783,174.848,207.947,78.232,5.388,SC,
