specificEpithet,id,references,obs_number,,,,,,pental_lengh_mm,who_done_it,note
munsoniana,11313777,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11313780,4,1.107,192.321,180.978,203.333,7.595,3.981,SC,
munsoniana,11313777,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11313781,5,1.522,202.071,124,236,133.025,5.398,SC,
munsoniana,11313777,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11313782,6,1.522,199.562,148.333,211.455,-138.814,5.593,SC,
munsoniana,11313777,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11313783,7,1.661,203.437,180.768,221.594,92.49,6.056,SC,
munsoniana,11313777,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11313784,8,0.9,214.44,201.704,223.12,109.983,3.079,SC,
munsoniana,11313777,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11313785,9,1.522,186.455,148.333,210.333,0,5.524,SC,
munsoniana,11313777,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11313786,10,1.315,197.226,155.222,228.667,-137.291,4.654,SC,
munsoniana,7444094,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444094,1,1.113,176.346,163.5,184.639,85.236,3.524,SC,
munsoniana,7444094,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444095,2,1.542,188.879,177.962,198.333,135,4.966,SC,
munsoniana,7444094,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444096,3,1.028,203.437,193.667,218.667,100.305,3.272,SC,
munsoniana,7444094,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444097,4,1.37,173.667,70.667,196,-86.186,4.4,SC,
munsoniana,7444094,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444098,5,1.456,192.109,126.667,223.333,137.49,4.764,SC,
munsoniana,7444094,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444099,6,1.285,186.022,159,205.667,90,4.097,SC,
munsoniana,7444094,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444100,7,1.285,177.354,105,210,102.095,4.19,SC,
munsoniana,7444094,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444101,8,1.456,184.824,156,195.667,-165.964,4.827,SC,
munsoniana,7444094,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444102,9,1.028,206.725,178.333,217.242,-164.745,3.337,SC,
munsoniana,7444094,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444103,10,1.37,192.575,117.333,230,137.726,4.351,SC,
munsoniana,22620245,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620245,1,0.439,177.79,140,211,73.496,4.94,SC,
munsoniana,22620245,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620246,2,0.439,180.292,111.5,199.476,94.086,4.925,SC,
munsoniana,22620245,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620247,3,0.385,190.673,160.092,208.49,-170.538,4.269,SC,
munsoniana,22620245,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620248,4,0.369,181.232,154.374,216,109.983,4.107,SC,
munsoniana,22620245,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620249,5,0.362,184.018,162.507,208.145,-172.569,4.069,SC,
munsoniana,22620245,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620250,6,0.462,193.456,134,206.323,23.962,5.184,SC,
munsoniana,22620245,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620251,7,0.646,195.363,141,213.731,-164.624,7.278,SC,
munsoniana,22620245,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620252,8,0.462,164.228,91.637,190.517,132.274,5.216,SC,
munsoniana,22620245,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620253,9,0.531,197.532,143.255,219.647,95.042,5.988,SC,
munsoniana,22620245,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620254,10,0.5,198.111,149,217.667,-150.255,5.658,SC,
munsoniana,19752198,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19752198,1,1.27,136.901,85.333,165.972,-133.363,3.869,SC,hard to discern petals
munsoniana,19752198,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19752199,2,1.074,119.622,94.145,175.833,140.906,3.221,SC,
munsoniana,19752198,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19752200,3,0.977,193.059,174.167,202.648,60.642,2.868,SC,
munsoniana,19752198,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19752201,4,1.27,199.73,171,217.402,-177.51,3.597,SC,
munsoniana,3848968,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848968,1,1.01,126.624,70,143.627,143.13,3.03,SC,
munsoniana,3848968,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848969,2,1.102,124.072,85.598,201,127.875,3.455,SC,
munsoniana,3848968,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848970,3,1.102,136.19,79,171.333,146.31,3.278,SC,
munsoniana,3848968,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848971,4,1.194,155.177,76.333,170.083,41.634,3.649,SC,
munsoniana,3848968,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848972,5,0.826,142.025,125,156.667,45,2.571,SC,
munsoniana,3848968,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848973,6,1.194,129.862,110.792,150,124.992,3.699,SC,
munsoniana,3848968,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848974,7,1.102,137.472,117,158.333,0,3.333,SC,
munsoniana,3848968,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848975,8,0.918,92.741,67.667,148.667,12.529,2.794,SC,
munsoniana,3848968,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848976,9,1.286,79.206,59.718,104.333,153.435,4.066,SC,
munsoniana,3848968,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848977,10,1.469,95.365,57.667,115.107,126.87,4.545,SC,
munsoniana,6816192,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816192,1,0.956,200.279,170,215.46,161.565,3.75,SC,
munsoniana,6816192,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816193,2,1.012,197.001,137.667,207.082,40.236,4.039,SC,
munsoniana,6816192,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816194,3,1.237,200.16,97.667,217.585,37.405,5.075,SC,
munsoniana,6816192,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816195,4,1.125,198.936,142,218.445,122.005,4.475,SC,
munsoniana,6816192,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816196,5,1.35,179.616,102.837,200.814,23.199,5.418,SC,
munsoniana,6816192,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816197,6,1.294,182.046,117.03,204.424,120.069,5.207,SC,
munsoniana,6816192,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816198,7,1.125,193.343,171.541,206.013,105.524,4.43,SC,
munsoniana,6816192,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816199,8,0.9,188.952,131.333,201.673,148.392,3.62,SC,
munsoniana,6816192,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816200,9,1.012,196.802,142,206.995,113.629,4.142,SC,
munsoniana,6816192,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816201,10,0.956,183.029,89.333,207,165.964,3.911,SC,
munsoniana,20453555,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20453555,1,2.439,153.459,101.68,187.587,126.87,9.756,SC,
munsoniana,20453555,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20453556,2,1.904,132.4,113.183,172.667,168.69,7.462,SC,
munsoniana,20453555,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20453557,3,2.32,167.785,120.71,216,105.124,9.348,SC,
munsoniana,20453555,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20453558,4,2.142,157.463,133.011,176.185,154.885,8.62,SC,
munsoniana,20453555,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20453559,5,2.201,133.53,99.917,158.251,-11.31,8.706,SC,
munsoniana,20453555,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20453560,6,2.201,170.92,116.675,219,128.157,8.685,SC,
munsoniana,20453555,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20453561,7,2.32,155.205,118.333,168.678,138.24,9.155,SC,
munsoniana,20453555,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20453562,8,2.201,137.969,114.762,155,-142.815,8.878,SC,
munsoniana,20453555,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20453563,9,1.904,123.319,97.226,166.333,99.162,7.659,SC,
munsoniana,20453555,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20453564,10,1.844,131.086,100.667,168.333,180,7.317,SC,
munsoniana,22649749,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22649749,1,0.407,198.13,114.133,228.8,156.501,4.479,SC,
munsoniana,22649749,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22649750,2,0.311,206.027,186.333,213.658,57.995,3.369,SC,
munsoniana,22649749,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22649751,3,0.335,211.218,184,219.666,168.69,3.642,SC,
munsoniana,22649749,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22649752,4,0.383,210.788,184.935,223.667,143.616,4.214,SC,
munsoniana,22649749,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22649753,5,0.335,213.802,186.033,227.667,29.055,3.677,SC,
munsoniana,22649749,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22649754,6,0.454,212.482,154,230.571,-173.884,5.029,SC,
munsoniana,22649749,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22649755,7,0.486,211.555,188.773,228.267,115.71,5.351,SC,
munsoniana,22649749,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22649756,8,0.454,212.08,164.333,229.762,-175.914,5.013,SC,
munsoniana,22649749,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22649757,9,0.359,220.828,203.479,229.225,54.162,3.965,SC,
munsoniana,22649749,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22649758,10,0.542,224.006,207.061,233.06,-36.529,6,SC,
munsoniana,16920165,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920165,1,1.247,168.401,116,187.89,45,4.466,SC,only 8
munsoniana,16920165,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920166,2,1.316,162.44,104.667,183.333,73.61,4.663,SC,
munsoniana,16920165,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920167,3,1.039,139.749,76,155.524,98.13,3.722,SC,
munsoniana,16920165,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920168,4,0.831,157.211,125.893,183,116.565,2.942,SC,
munsoniana,16920165,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920169,5,1.039,136.397,82.667,157.667,102.095,3.768,SC,
munsoniana,16920165,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920170,6,0.762,174.909,165,200.667,78.69,2.684,SC,
munsoniana,16920165,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920171,7,1.039,187.4,127.667,221,180,3.684,SC,
munsoniana,16920165,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920172,8,1.247,157.44,101.333,185.02,-173.29,4.505,SC,
munsoniana,19446379,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19446379,1,1.812,168.275,136.667,202.667,124.824,7.004,SC,
munsoniana,19446379,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19446380,2,1.562,184.783,164.222,196.917,138.366,6.021,SC,
munsoniana,19446379,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19446381,3,1.688,170.51,104,191.667,147.529,6.519,SC,
munsoniana,19446379,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19446382,4,1.812,210.644,189.667,231,22.932,7.058,SC,
munsoniana,19446379,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19446383,5,1.875,205.072,167.333,214.407,155.225,7.159,SC,
munsoniana,19446379,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19446384,6,1.562,200.903,125.667,212.833,172.875,6.047,SC,
munsoniana,19446379,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19446385,7,1.75,201.925,168.333,211,169.509,6.865,SC,
munsoniana,19446379,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19446386,8,1.625,199.351,166.333,210.413,118.61,6.265,SC,
munsoniana,19446379,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19446387,9,1.875,203.17,159.667,212.817,159.677,7.198,SC,
munsoniana,19446379,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19446388,10,1.562,180.48,135.667,203,0,6,SC,
munsoniana,19451488,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451488,1,0.938,175.533,155.333,181,180,3.5,SC,only 7
munsoniana,19451488,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451489,2,1.125,173.511,87,187.375,49.764,4.257,SC,
munsoniana,19451488,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451490,3,0.875,116.825,76.667,141.233,128.66,3.202,SC,
munsoniana,19451488,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451491,4,0.688,183.852,149,191.933,150.945,2.574,SC,
munsoniana,19451488,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451492,5,1.188,155.67,94.667,172.37,47.291,4.423,SC,
munsoniana,19451488,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451493,6,0.938,168.841,146.214,182.762,120.256,3.473,SC,
munsoniana,19451488,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451494,7,0.938,156.975,130.667,168,98.13,3.536,SC,
munsoniana,19451485,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451485,1,1.062,175.37,164,188.833,-150.255,4.031,SC,
munsoniana,19451485,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451486,2,1.188,175.283,116.667,199.333,12.529,4.61,SC,
munsoniana,19451485,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451487,3,1,163.399,133,178,23.199,3.808,SC,
munsoniana,19451485,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451488,4,1.062,195.534,181.812,206.667,93.576,4.008,SC,
munsoniana,19451485,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451489,5,1.062,166.304,138,196.667,82.875,4.031,SC,
munsoniana,19451485,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451490,6,1.188,175.509,149.333,196,180,4.5,SC,
munsoniana,19451485,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451491,7,0.688,173.012,107.333,183.933,168.69,2.55,SC,
munsoniana,19451485,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451492,8,1.125,191.717,166.176,215.667,6.71,4.279,SC,
munsoniana,19451485,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451493,9,1.312,170.568,108.667,189.333,36.87,5,SC,
munsoniana,19451485,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451494,10,1.062,166.294,162.953,173.333,135,3.889,SC,
munsoniana,3848967,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848967,1,1.376,124.778,95.19,147.667,149.744,4.208,SC,only 5
munsoniana,3848967,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848968,2,1.009,141.206,82.667,163,168.69,3.089,SC,
munsoniana,3848967,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848969,3,1.193,138.228,80.667,182,160.017,3.545,SC,
munsoniana,3848967,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848970,4,1.101,146.851,98,182,169.695,3.386,SC,
munsoniana,3848967,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848971,5,1.101,97.583,77.333,140.333,90,3.332,SC,
munsoniana,6816190,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816190,1,1.474,168.919,142.333,207.333,85.426,5.971,SC,
munsoniana,6816190,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816191,2,1.02,190.227,169.667,210.275,-176.634,4.055,SC,
munsoniana,6816190,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816192,3,0.964,150.141,87.938,166.375,86.424,3.817,SC,
munsoniana,6816190,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816193,4,1.247,198.409,183.12,210.673,-25.346,5.006,SC,
munsoniana,6816190,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816194,5,0.964,171.246,161.396,196.333,86.424,3.817,SC,
munsoniana,6816190,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816195,6,1.02,180.614,169,198,17.354,3.991,SC,
munsoniana,6816190,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816196,7,0.624,191.895,180.667,202,143.13,2.381,SC,
munsoniana,6816190,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816197,8,0.964,172.395,156,181.625,63.435,3.727,SC,
munsoniana,6816190,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816198,9,1.247,195.353,115.667,209.263,64.654,5.006,SC,
munsoniana,6816190,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816199,10,0.964,204.62,185,216.417,7.125,3.839,SC,
munsoniana,21268902,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268902,1,1.305,169.796,92.333,197.333,78.69,4.369,SC,
munsoniana,21268902,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268903,2,1.142,175.534,147.815,202.667,153.435,3.832,SC,
munsoniana,21268902,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268904,3,1.468,149.685,62.333,161.98,93.366,4.864,SC,
munsoniana,21268902,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268905,4,1.468,137.728,64,161.281,125.538,4.914,SC,
munsoniana,21268902,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268906,5,1.223,126.719,39.333,161,56.31,4.119,SC,
munsoniana,21268902,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268907,6,1.223,154.797,107.333,178.381,175.914,4.009,SC,
munsoniana,21268902,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268908,7,1.305,173.567,159.467,193.044,97.595,4.322,SC,
munsoniana,21268902,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268909,8,1.713,169.119,93.333,183.333,20.225,5.783,SC,
munsoniana,21268902,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268910,9,1.631,161.604,98,186.982,-168.111,5.545,SC,
munsoniana,21268902,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268911,10,1.468,171.382,146.235,199.725,103.241,4.988,SC,
munsoniana,13271296,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271296,1,1.062,180.189,146.667,189.792,158.199,4.038,SC,
munsoniana,13271296,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271297,2,1.187,177.813,106.667,193.222,130.601,4.608,SC,
munsoniana,13271296,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271298,3,1.312,171.23,77.667,195.133,40.914,4.961,SC,
munsoniana,13271296,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271299,4,1.124,174.001,136.333,188.993,147.265,4.16,SC,
munsoniana,13271296,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271300,5,1.124,168.033,145.667,182.333,45,4.241,SC,
munsoniana,13271296,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271301,6,0.874,192.444,165.333,197.882,128.66,3.201,SC,
munsoniana,13271296,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271302,7,1.062,189.945,165,198.333,79.38,4.068,SC,
munsoniana,13271296,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271303,8,1.187,181.877,110.667,193.735,141.843,4.45,SC,
munsoniana,13271296,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271304,9,1.437,173.029,110.333,197,65.772,5.481,SC,
munsoniana,13271296,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271305,10,0.999,174.009,139.333,180.778,66.801,3.807,SC,
munsoniana,22620154,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620154,1,0.479,186.696,131.024,214.333,133.603,5.225,SC,
munsoniana,22620154,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620155,2,0.365,162.844,126.212,199.799,65.772,3.952,SC,
munsoniana,22620154,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620156,3,0.341,192.598,145.649,224,168.69,3.675,SC,
munsoniana,22620154,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620157,4,0.317,182.05,128,202.491,176.987,3.428,SC,
munsoniana,22620154,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620158,5,0.43,186.038,59,218.667,90,4.685,SC,
munsoniana,22620154,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620159,6,0.511,207.644,161.419,225.613,84.472,5.612,SC,
munsoniana,22620154,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620160,7,0.398,206.977,182.333,220.333,131.634,4.339,SC,
munsoniana,22620154,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620161,8,0.479,216.363,177.333,230.02,146.31,5.197,SC,
munsoniana,22620154,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620162,9,0.381,195.44,91,217.652,17.65,4.16,SC,
munsoniana,22620154,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620163,10,0.365,181.08,152.006,207.631,-35.838,4.001,SC,
munsoniana,12911714,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911714,1,0.773,133.584,107,149.229,-155.556,2.947,SC,
munsoniana,12911714,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911715,2,0.714,165.508,154.303,184.667,-164.745,2.781,SC,
munsoniana,12911714,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911716,3,0.773,165.503,151.63,188.667,124.992,2.977,SC,
munsoniana,12911714,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911717,4,0.952,156.65,136,166.533,42.274,3.626,SC,
munsoniana,12911714,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911718,5,0.892,148.535,115,167.083,-21.038,3.397,SC,
munsoniana,12911714,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911719,6,1.071,160.74,138,174.667,151.928,4.146,SC,
munsoniana,12911714,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911720,7,1.249,166.529,130.667,177.76,156.038,4.804,SC,
munsoniana,12911714,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911721,8,1.19,160.922,147,190.667,53.746,4.537,SC,
munsoniana,12911714,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911722,9,1.487,178.615,111.667,202.975,155.556,5.894,SC,
munsoniana,12911714,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911723,10,1.071,155.987,129,167.892,147.265,4.059,SC,
texana,5734266,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734266,1,1.698,97.434,75.333,125,45,5.893,SC,
texana,5734266,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734267,2,1.389,102.039,27.667,119.443,30.964,4.859,SC,
texana,5734266,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734268,3,1.389,99.751,35.667,118.118,-166.759,4.851,SC,
texana,5734266,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734269,4,1.389,109.73,80.667,130.269,35.538,4.779,SC,
texana,5734266,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734270,5,1.312,123.064,108.75,145.667,14.036,4.581,SC,
texana,5734266,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734271,6,1.466,104.099,48.093,125,176.82,5.008,SC,
texana,5734266,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734272,7,1.466,121.421,72.667,135.453,51.843,4.946,SC,
texana,5734266,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734273,8,1.466,106.754,39.333,126.333,90,5,SC,
texana,5734266,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734274,9,1.157,111.565,96.667,125.667,-59.744,3.859,SC,
texana,5734266,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734275,10,1.157,128.801,107.51,144.755,-162.897,3.778,SC,
texana,13497914,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497914,1,0.543,89.073,70.613,101.333,53.13,2.222,SC,only 4
texana,13497914,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497915,2,0.691,73.172,57.487,116.333,128.66,2.846,SC,
texana,13497914,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497916,3,1.185,100.465,75.115,122.381,39.806,5.207,SC,
texana,13497914,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497917,4,0.889,88.437,58,120.627,166.759,3.881,SC,
texana,19452747,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452747,1,0.51,99.39,84.823,111.667,140.194,1.86,SC,only 2
texana,19452747,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452748,2,0.454,115.708,94,128.333,0,1.667,SC,
texana,13283622,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283622,1,0.595,122.53,108.333,128.724,-147.995,2.301,SC,
texana,13283622,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283623,2,0.654,113.794,89,135.033,106.699,2.546,SC,
texana,13283622,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283624,3,0.654,149.506,118.667,171.733,84.289,2.451,SC,
texana,13283622,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283625,4,0.654,152.394,99.667,209,90,2.439,SC,
texana,13283622,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283626,5,0.654,147.23,125.667,162.333,-174.289,2.451,SC,
texana,13283622,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283627,6,0.595,165.856,137,201.667,-173.66,2.209,SC,
texana,13283622,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283628,7,0.595,137.485,105.333,152.222,-6.34,2.209,SC,
texana,13283622,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283629,8,0.654,166.7,108.333,201.667,16.699,2.546,SC,
texana,13283622,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283630,9,0.714,147.694,125.667,172.667,180,2.683,SC,
texana,13283622,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283631,10,0.892,175.501,157,195.333,114.775,3.492,SC,
texana,19452746,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452746,1,0.853,177.32,168.32,190.667,131.987,3.322,SC,only 5
texana,19452746,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452747,2,1.036,179.964,140.667,189.927,165.069,3.833,SC,
texana,19452746,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452748,3,0.671,169.639,138.333,193,66.038,2.432,SC,
texana,19452746,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452749,4,0.853,191.706,173.004,209,28.61,3.094,SC,
texana,19452746,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452750,5,0.792,139.312,120.333,144.889,-175.236,2.973,SC,
texana,19452744,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452744,1,0.688,125.136,108.2,180,60.945,2.574,SC,only 7
texana,19452744,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452745,2,0.625,145.973,133.881,157.506,147.995,2.358,SC,
texana,19452744,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452746,3,0.562,131.769,117.667,143.333,104.036,2.062,SC,
texana,19452744,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452747,4,0.625,120.326,92.37,139.667,167.471,2.305,SC,
texana,19452744,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452748,5,0.688,141.739,120.333,170.667,36.87,2.5,SC,
