specificEpithet,id,references,fruit_type,obs_number,,,,,,fruit_diam_mm,who_done_it,note,certain
gracilis,24663402,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24663404,dried,3,0.641,74.056,45.067,125.839,72.734,9.935,SC,,
gracilis,24663402,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24663405,dried,4,0.616,65.519,41.212,114.578,-113.806,9.529,SC,,
gracilis,13422256,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422256,dried,1,1.778,45.919,36.556,54.635,-94.899,7.806,SC,,
gracilis,13422256,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422257,dried,2,1.877,48.419,35.178,154.778,110.376,8.297,SC,,
gracilis,13422256,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422258,dried,3,1.827,47.515,37.481,94.667,-20.925,8.089,SC,,
gracilis,13422256,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422259,dried,4,1.778,47.526,35.733,69.525,-106.39,7.876,SC,,
gracilis,13422256,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422260,dried,5,1.778,51.938,37.032,82.519,-139.574,7.882,SC,,
gracilis,22705276,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22705276,dried,1,1.174,107.474,24.22,226.786,34.095,13.533,SC,,
gracilis,22705276,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22705277,dried,2,1.026,79.881,30.96,141.946,-164.745,11.795,SC,,
gracilis,22471776,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22471776,dried,1,1.024,40.208,16.25,73.991,90.796,12.102,SC,,
gracilis,22471776,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22471777,dried,2,0.989,40.792,27.427,76.231,136.169,11.649,SC,,
gracilis,22524100,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22524100,fleshy,1,1.546,60.472,30.944,231.074,119.029,18.356,SC,"fruit partly broken, may not be most accurate measurement",U
gracilis,16666808,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666808,pit,1,1.83,35.841,19.555,140.083,-104.697,6.064,SC,pit? dried? something else?,U
gracilis,16666808,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666809,pit,2,1.83,39.453,23.481,103.889,-88.182,6.06,SC,,U
gracilis,16666808,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666810,pit,3,2.08,27.078,11.097,100.944,64.134,7.052,SC,,U
gracilis,16666808,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666811,pit,4,1.747,30.566,17.078,105.944,-166.651,5.83,SC,,U
gracilis,16666808,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666812,pit,5,1.747,45.557,17.492,203.806,122.905,5.841,SC,,U
gracilis,9176735,https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176735,dried,1,2.958,45.575,25.148,196.5,172.147,11.259,SC,,
gracilis,9176735,https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176736,dried,2,3.024,34.774,17.933,147,52.745,11.435,SC,,
gracilis,9176735,https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176737,dried,3,2.761,45.171,26.382,157.749,12.529,10.637,SC,,
gracilis,9176735,https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176738,dried,4,2.564,46.442,25.75,91.208,54.028,9.821,SC,,
gracilis,9176735,https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176739,dried,5,2.761,42.205,27.314,71.218,131.517,10.444,SC,,
gracilis,22698461,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22698461,dried,1,0.76,73.235,31.407,138.619,52.125,8.771,SC,,
gracilis,22698461,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22698462,dried,2,0.913,60.253,36.154,100.228,150.945,10.56,SC,,
gracilis,11535251,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535251,dried,1,2.761,27.492,16.323,57.876,-108.435,10.541,SC,,
gracilis,11535251,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535252,dried,2,2.959,34.026,16.177,164.333,168.179,11.265,SC,,
gracilis,25286605,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286605,dried,1,0.369,50.901,37.708,103.745,48.945,5.481,SC,or pit?,U
gracilis,22661957,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22661957,fleshy,1,1.343,57.143,26.288,219.667,-154.537,15.767,SC,,
gracilis,22661957,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22661958,fleshy,2,1.285,55.531,10.312,115.302,59.697,15.114,SC,,
gracilis,22661957,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22661959,fleshy,3,1.12,49.926,20.24,212.667,-154.759,13.115,SC,,
gracilis,22661957,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22661960,fleshy,4,1.414,60.517,27.426,162.679,151.343,16.609,SC,,
gracilis,22661957,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22661961,fleshy,5,1.156,52.573,13.45,178.217,46.521,13.546,SC,,
gracilis,13273940,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273940,dried,1,2.562,64.4,54.198,130.759,64.722,9.953,SC,,
gracilis,13273940,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273941,dried,2,2.25,60.195,45.519,113.315,132.709,8.846,SC,,
gracilis,13273940,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273942,dried,3,2.75,69.166,58.85,105,59.265,10.762,SC,,
gracilis,25286611,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286611,dried,1,0.355,47.916,33.15,174.333,-131.055,5.374,SC,,
gracilis,25286611,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286612,dried,2,0.914,44.989,17.289,193.25,55.713,13.923,SC,,
gracilis,13449650,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13449650,dried,1,2.125,49.646,34.281,86,-109.477,9.558,SC,,
gracilis,13449650,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13449651,dried,2,1.787,50.434,36,74.208,136.668,8.007,SC,,
gracilis,13449650,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13449652,dried,3,2.077,50.305,22.028,70.167,-177.93,9.127,SC,,
gracilis,13449650,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13449653,dried,4,1.787,49.313,30.667,56.333,81.314,8.004,SC,,
gracilis,13449650,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13449654,dried,5,2.222,47.524,24.644,62.644,171.781,9.993,SC,,
gracilis,9176727,https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176727,dried,1,2.433,64.262,19.889,166.972,-75.579,9.266,SC,,
gracilis,9176727,https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176728,dried,2,2.17,117.347,13.411,192.111,146.31,8.321,SC,,
gracilis,12508913,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12508913,dried,1,2.63,67.927,48.978,108.98,32.471,10.03,SC,,
gracilis,12508913,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12508914,dried,2,2.893,59.1,45.333,71.903,84.685,11.073,SC,,
gracilis,12508913,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12508915,dried,3,2.498,61.855,44.333,84,-176.906,9.501,SC,,
gracilis,12508913,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12508916,dried,4,2.959,61.867,48.66,73.015,151.699,11.358,SC,,
gracilis,12508913,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12508917,dried,5,2.827,69.418,48.595,103.796,160.71,10.866,SC,,
gracilis,9176738,https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176738,dried,1,2.433,26.243,10.422,82.667,164.055,9.333,SC,,
gracilis,25305837,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25305837,fleshy,1,1.426,44.693,21.844,170.5,127.73,22.208,SC,,
gracilis,25286600,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286600,dried,1,1.03,81.264,45.754,141.206,2.148,15.697,SC,,
gracilis,25286600,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286601,dried,2,0.965,103.259,53.2,158.987,178.472,14.711,SC,,
gracilis,25286600,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286602,dried,3,1.004,89.402,29,126,177.064,15.314,SC,,
gracilis,9176731,https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176731,dried,1,0.986,42.776,24.878,100.667,55.176,3.592,SC,,
gracilis,9176731,https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176732,dried,2,0.92,36.042,18.413,58.333,-65.376,3.384,SC,,
gracilis,9176731,https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176733,dried,3,1.643,48.42,26.927,171.958,-169.38,6.261,SC,,
gracilis,9176731,https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176734,dried,4,1.841,41.345,20.514,100.667,153.905,6.995,SC,,
gracilis,9176731,https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176735,dried,5,1.906,45.52,24.685,137.067,63.886,7.281,SC,,
gracilis,5668024,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5668024,dried,1,2.007,33.91,22.077,61.667,73.496,7.408,SC,,
gracilis,5668024,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5668025,dried,2,1.661,31.812,18.167,42.222,90,6.051,SC,,
gracilis,13449653,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13449653,dried,1,0.854,70.156,28.365,127.771,152.987,9.868,SC,,
gracilis,13497841,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497841,fleshy,1,1.172,69.839,28.018,114.33,139.994,13.055,SC,,
gracilis,13497841,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497842,fleshy,2,0.877,70.229,44.432,127.856,140.194,9.763,SC,,
gracilis,22988244,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22988244,dried,1,2.486,35.264,26.667,46.178,5.08,10.504,SC,,
gracilis,22988244,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22988245,dried,2,2.703,41.478,22.519,65.808,47.49,11.354,SC,,
gracilis,22988244,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22988246,dried,3,2.486,28.979,21.484,37.111,30.53,10.527,SC,,
gracilis,22988244,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22988247,dried,4,2.378,113.01,24.508,214.899,154.026,10.086,SC,,
munsoniana,25203850,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25203850,dried,1,5.623,43.886,11.017,127.556,23.782,18.963,SC,,
munsoniana,25203850,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25203851,dried,2,6.228,41.278,6.923,85.459,117.646,20.918,SC,,
munsoniana,25203850,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25203852,dried,3,6.142,52.712,11.028,215.556,-70.787,20.557,SC,,
munsoniana,25203850,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25203853,dried,4,6.315,41.712,18.679,99.333,40.515,21.278,SC,,
munsoniana,25203850,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25203854,dried,5,5.796,47.711,10.309,93.889,168.69,19.496,SC,,
munsoniana,12509355,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12509355,dried,1,5.783,46.789,11.963,97.444,-71.811,20.459,SC,,
munsoniana,12509355,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12509356,dried,2,6.168,49.311,23.166,85.5,37.304,21.992,SC,,
munsoniana,12509355,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12509357,dried,3,5.089,50.806,17.244,126.442,72.121,18.089,SC,,
munsoniana,12509355,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12509358,dried,4,6.168,35.819,5.81,78.631,126.293,22.048,SC,,
munsoniana,21186208,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186208,dried,1,5.325,38.871,24.603,91.583,36.87,13.462,SC,or pit?,U
munsoniana,21186208,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186209,dried,2,5.621,34.201,24.817,94,58.903,14.149,SC,,U
munsoniana,21186208,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186210,dried,3,5.917,35.121,23.662,104.667,172.6,14.932,SC,,U
munsoniana,9176003,https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176003,dried,1,3.419,19.296,12.931,32.667,-115.56,13.074,SC,,
munsoniana,9176003,https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176004,dried,2,4.668,35.726,18.614,71.255,118.025,18.009,SC,,
munsoniana,22620242,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620242,dried,1,1.375,50.972,10.855,98,2.49,15.877,SC,,
munsoniana,22620242,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620243,dried,2,1.427,40.475,9.322,93.549,64.511,16.426,SC,,
munsoniana,22620242,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620244,dried,3,1.375,78.889,19.033,145.692,-91.868,15.871,SC,,
munsoniana,22620242,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620245,dried,4,1.39,69.876,22.251,117.292,49.8,16.027,SC,,
munsoniana,22620242,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620246,dried,5,1.375,47.698,16.831,229.667,-12.529,15.896,SC,,
munsoniana,22620228,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620228,fleshy,1,1.788,41.649,12.151,144.015,-130.101,21.047,SC,,
munsoniana,22620228,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620229,fleshy,2,2.046,40.027,5.106,155.917,-127.273,24.065,SC,,
munsoniana,22620228,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620230,fleshy,3,2.276,54.15,26.977,134.833,-0.725,26.778,SC,,
munsoniana,6816190,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816190,,,,,,,,,SC,only flowers,
munsoniana,8888685,https://midwestherbaria.org/portal/collections/individual/index.php?occid=8888685,dried,1,4.274,31.285,18.104,144.611,71.847,16.46,SC,,
munsoniana,22650900,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22650900,dried,1,1.701,54.493,18.614,100.422,147.829,19.275,SC,,
munsoniana,22650900,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22650901,dried,2,2.239,39.107,18.234,143.646,129.123,25.441,SC,,
munsoniana,13283213,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283213,,,,,,,,,SC,fruit is crushed,
munsoniana,16666979,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666979,fleshy,1,7.174,20.141,5.668,91.778,-157.81,24.131,SC,,
munsoniana,22620243,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620243,dried,1,0.575,56.035,36.914,119,106.144,6.705,SC,or pit?,U
munsoniana,22620243,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620244,dried,2,0.546,47.129,31.667,84.798,151.39,6.371,SC,,U
munsoniana,22620243,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620245,dried,3,0.546,46.713,25.585,90.491,150.35,6.338,SC,,U
munsoniana,22620243,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620246,dried,4,0.567,43.241,27.775,85.902,133.958,6.593,SC,,U
munsoniana,22620243,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620247,dried,5,0.567,46.396,28.714,93.906,-64.093,6.595,SC,,U
munsoniana,22620249,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620249,fleshy,1,1.828,55.941,3.951,216.25,134.007,21.094,SC,,
munsoniana,22620249,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620250,fleshy,2,1.278,31.448,8.389,102.839,-62.835,14.728,SC,,
munsoniana,22620249,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620251,fleshy,3,1.754,73.437,6.052,205.018,56.445,20.275,SC,,
munsoniana,16080190,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080190,dried,1,4.216,52.741,25.055,191.667,-63.104,17.988,SC,,
munsoniana,16080190,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080191,dried,2,4.27,39.881,23.55,68.205,41.878,18.111,SC,,
munsoniana,16080190,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080192,dried,3,4.757,37.017,14.775,113.806,58.134,20.258,SC,,
munsoniana,16080190,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080193,dried,4,4.378,43.627,16.608,150.5,71.114,18.675,SC,,
munsoniana,16080190,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080194,dried,5,4.162,49.262,24.283,118.444,81.656,17.624,SC,,
munsoniana,21199444,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21199444,fleshy,1,6.758,48.192,19.108,113.926,-124.695,30.935,SC,"fruit crushed, might not be accurate measurement",U
munsoniana,22689072,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22689072,dried,1,1.702,27.933,7.055,105.25,-86.605,20.035,SC,,
munsoniana,22620225,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620225,dried,1,1.501,56.77,13.801,140.853,-3.851,17.667,SC,,
munsoniana,22620229,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620229,dried,1,1.264,39.072,9.977,120,-108.335,15.099,SC,,
munsoniana,22620229,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620230,dried,2,1.271,37.607,10.335,94.907,166.04,15.198,SC,,
munsoniana,22620229,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620231,dried,3,1.458,39.359,12.635,128.292,4.672,17.391,SC,,
munsoniana,20412852,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412852,dried,1,2.598,90.369,22.606,235.699,108.083,11.412,SC,,
munsoniana,22645445,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22645445,,,,,,,,,SC,no fruit ,
munsoniana,6816187,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816187,dried,1,3.628,47.142,32.69,125.833,-22.479,14.945,SC,,
munsoniana,16080435,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080435,dried,1,4.041,34.917,19.184,136.958,153.97,16.888,SC,,
munsoniana,10246813,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10246813,pit,1,0.592,77.146,52.667,107.333,-119.745,2.067,SC,,U
munsoniana,10246813,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10246814,pit,2,0.592,61.825,51.938,98,156.801,1.953,SC,,U
munsoniana,10246813,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10246815,pit,3,0.592,47.519,40.667,56.333,-165.964,2.114,SC,,U
munsoniana,10246813,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10246816,pit,4,0.592,38.764,33.662,45.801,43.409,2.177,SC,,U
munsoniana,10246813,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10246817,pit,5,0.855,74.553,61.125,104.333,114.444,3.098,SC,,U
munsoniana,5803625,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5803625,fleshy,1,11.897,10.736,3.163,30.361,-123.003,21.026,SC,"fruit crushed, might not be accurate measurement",U
munsoniana,22620250,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620250,dried,1,1.62,61.407,23.574,133.645,108.268,18.698,SC,,
munsoniana,22620250,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620251,dried,2,1.627,84.104,17.153,223.954,88.949,18.793,SC,,
munsoniana,9176006,https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176006,dried,1,3.879,26.876,9.103,56.333,159.677,14.765,SC,,
munsoniana,21204188,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204188,dried,1,4.112,36.094,20.092,69.781,142.595,18.61,SC,,
munsoniana,12911712,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911712,fleshy,1,6.125,85.383,44.282,205.583,32.381,24.274,SC,,
munsoniana,12911712,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911713,fleshy,2,7.812,63.931,36.522,124.377,34.841,31.069,SC,,
munsoniana,12911712,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911714,fleshy,3,5.938,60.956,30.17,212.887,-91.219,23.505,SC,,
munsoniana,12911712,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911715,fleshy,4,5.438,60.078,43.641,182,-174.026,21.617,SC,,
munsoniana,12911712,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911716,fleshy,5,7.25,58.161,35.681,131.058,175.03,28.858,SC,,
munsoniana,10246815,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10246815,dried,1,2.839,56.503,49.75,73.5,150.255,10.608,SC,,
munsoniana,19451486,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451486,dried,1,5.625,141.758,111.989,192.749,-95.136,22.34,SC,,
munsoniana,19451486,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451487,dried,2,4.938,80.169,60.655,103.204,-60.803,19.474,SC,,
munsoniana,19451486,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451488,dried,3,5.688,138.55,108.633,180.039,-93.814,22.55,SC,,
texana,20375067,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20375067,pit,1,1.926,95.129,54,157,-128.66,8.537,SC,or dried?,U
texana,20375067,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20375068,pit,2,2.025,109.153,86.056,137.39,71.114,8.925,SC,,U
texana,20375067,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20375069,pit,3,1.679,94.251,82.373,113.389,37.569,7.289,SC,,U
texana,20375067,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20375070,pit,4,1.58,102.355,73.667,119.053,65.095,6.86,SC,,U
texana,20375067,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20375071,pit,5,1.877,99.864,66.333,156.667,-1.548,8.225,SC,,U
texana,13574013,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13574013,dried,1,0.996,71.566,44.031,125.684,-167.845,11.464,SC,,
texana,13574013,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13574014,dried,2,0.966,68.335,40.256,134.333,133.112,11.1,SC,,
texana,13574013,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13574015,dried,3,0.862,74.93,38.888,129.728,45.707,9.876,SC,,
maritima,20412418,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412418,dried,1,2.479,46.234,30.214,74.333,149.036,10.602,SC,,U
maritima,20412418,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412419,dried,2,1.911,52.036,33.241,96.562,-109.44,8.194,SC,,U
maritima,20412418,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412420,dried,3,2.376,81.007,36.95,159.667,20.854,10.215,SC,,U
maritima,20412418,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412421,dried,4,2.634,58.064,35.195,90.868,157.557,11.311,SC,,U
maritima,20412418,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412422,dried,5,2.273,47.101,19.333,76.058,-158.199,9.791,SC,,U
maritima,24107513,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24107513,dried,1,2.564,76.748,53.899,117.333,138.24,9.625,SC,,
maritima,24107513,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24107514,dried,2,2.696,73.943,51,149,51.116,10.211,SC,,
maritima,20412843,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412843,dried,1,1.938,119.947,45.711,248.475,1.432,8.698,SC,,U
maritima,20412843,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412844,dried,2,1.938,91.935,37.533,251.132,-139.086,8.63,SC,,U
maritima,20412843,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412845,dried,3,1.843,52.001,34.864,114.778,131.76,8.16,SC,,U
maritima,20412843,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412846,dried,4,2.032,129.971,41.585,251.18,171.87,9.223,SC,,U
maritima,20412843,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412847,dried,5,1.938,95.479,29.013,248.251,31.701,8.687,SC,,U
maritima,20412838,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412838,fleshy,1,3.025,44.424,9.265,97.192,29.407,13.725,SC,,
maritima,20412838,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412839,fleshy,2,2.457,82.085,20.754,124.26,27.072,10.986,SC,,
maritima,20412838,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412840,fleshy,3,2.363,84.779,27.333,128.429,-83.019,10.732,SC,,
maritima,20412838,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412841,fleshy,4,2.457,67.117,38.982,97.125,135,11.068,SC,,
maritima,20412436,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412436,dried,1,1.512,48.654,35.81,70.086,31.608,6.637,SC,,
maritima,20412436,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412437,dried,2,1.229,52.067,40.451,77.971,-113.499,5.452,SC,,
maritima,20412436,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412438,dried,3,1.276,46.914,31,63.487,-173.418,5.69,SC,,
maritima,20412436,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412439,dried,4,1.701,43.147,22.056,68.028,-70.017,7.633,SC,,
maritima,13273979,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273979,fleshy,1,3.562,77.124,41.973,197.667,124.824,14.009,SC,fruit crushed,U
maritima,13273979,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273980,fleshy,2,3.937,64.021,48.575,119,-169.778,15.496,SC,,
maritima,20412835,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412835,,,,,,,,,SC,fruit obscured,U
maritima,20412765,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412765,pit,1,1.654,88.678,46.889,175.71,95.042,7.42,SC,or fleshy or dried??,U
maritima,20412765,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412766,pit,2,1.985,84.671,44.333,175.019,131.055,8.937,SC,,U
maritima,20412765,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412767,pit,3,1.749,103.101,63,215.574,-50.599,7.877,SC,,U
maritima,20412765,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412768,pit,4,1.89,85.269,56.828,140.672,17.969,8.456,SC,,U
maritima,16666857,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666857,pit,1,3.183,25.39,14.91,65.333,-176.186,10.737,SC,,U
maritima,16666857,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666858,pit,2,3.02,20.585,11.767,50.444,-144.554,10.345,SC,,U
maritima,20412812,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412812,fleshy,1,2.315,74.445,33.999,112.694,-167.989,10.444,SC,,U
maritima,20412821,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412821,fleshy,1,3.686,110.78,17.667,222.788,72.512,16.639,SC,,U
maritima,20412821,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412822,fleshy,2,3.072,158.07,38.104,235.021,41.855,14.01,SC,,U
maritima,19212151,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212151,fleshy,1,5.375,70.492,44.333,93.196,122.005,21.226,SC,,
maritima,19212151,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212152,fleshy,2,5,89.169,48.667,135.516,31.088,19.851,SC,,
maritima,19212151,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212153,fleshy,3,5.312,54.757,32.047,71.926,147.633,21.015,SC,,
maritima,20412797,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412797,pit,1,2.37,67.054,35.34,188.333,125.395,10.359,SC,,U
maritima,20412780,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412780,dried,1,1.56,40.678,28.948,95.667,178.182,6.851,SC,,
